               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,          
 DSO 1     1512,2.270     ,0.00      ,2.78      ,0.0387    ,          ,          ,          ,          ,   6922726
 DSO 2     1506,          ,          ,          ,          ,0.270     ,0.250     ,0.766     ,0.0167    ,   6924202
 DSO 1     1513,2.540     ,-1.98     ,-0.79     ,0.0615    ,          ,          ,          ,          ,   6932726
 DSO 2     1507,          ,          ,          ,          ,0.111     ,0.230     ,0.329     ,0.0202    ,   6934202
 DSO 1     1514,2.476     ,-3.97     ,1.59      ,0.0347    ,          ,          ,          ,          ,   6942726
 DSO 2     1508,          ,          ,          ,          ,0.190     ,0.230     ,0.230     ,0.0210    ,   6944202
 DSO 1     1515,2.460     ,3.17      ,1.79      ,0.0655    ,          ,          ,          ,          ,   6952726
 DSO 2     1509,          ,          ,          ,          ,0.508     ,0.409     ,0.071     ,0.0091    ,   6954202
 DSO 1     1516,2.698     ,-0.40     ,2.78      ,0.0456    ,          ,          ,          ,          ,   6962726
 DSO 2     1510,          ,          ,          ,          ,0.230     ,0.111     ,0.349     ,0.0071    ,   6964202
 DSO 1     1517,2.571     ,-3.17     ,1.39      ,0.0278    ,          ,          ,          ,          ,   6972726
 DSO 2     1511,          ,          ,          ,          ,0.329     ,0.052     ,0.508     ,0.0103    ,   6974202
 DSO 1     1518,2.571     ,-4.17     ,1.19      ,0.0258    ,          ,          ,          ,          ,   6982726
 DSO 2     1512,          ,          ,          ,          ,0.409     ,0.349     ,0.111     ,0.0218    ,   6984202
 DSO 1     1519,2.571     ,-1.19     ,-0.79     ,0.0347    ,          ,          ,          ,          ,   6992726
 DSO 2     1513,          ,          ,          ,          ,0.548     ,-0.087    ,0.290     ,0.0167    ,   6994202
 DSO 1     1520,2.825     ,-0.60     ,4.96      ,0.0308    ,          ,          ,          ,          ,   7002726
 DSO 2     1514,          ,          ,          ,          ,0.091     ,0.012     ,0.587     ,0.0175    ,   7004202
 DSO 1     1521,2.524     ,-0.79     ,1.39      ,0.0516    ,          ,          ,          ,          ,   7012726
 DSO 2     1515,          ,          ,          ,          ,0.329     ,0.111     ,0.508     ,0.0123    ,   7014202
 DSO 1     1522,3.016     ,0.00      ,-0.20     ,0.0278    ,          ,          ,          ,          ,   7022726
 DSO 2     1516,          ,          ,          ,          ,0.468     ,0.111     ,0.012     ,0.0155    ,   7024202
 DSO 1     1523,3.032     ,0.60      ,4.56      ,0.0397    ,          ,          ,          ,          ,   7032726
 DSO 2     1517,          ,          ,          ,          ,0.270     ,0.409     ,-0.067    ,0.0079    ,   7034202
 DSO 1     1524,2.873     ,-0.20     ,3.97      ,0.0456    ,          ,          ,          ,          ,   7042726
 DSO 2     1518,          ,          ,          ,          ,-0.127    ,0.329     ,0.310     ,0.0127    ,   7044202
 DSO 1     1525,2.905     ,0.40      ,2.38      ,0.0446    ,          ,          ,          ,          ,   7052726
 DSO 2     1519,          ,          ,          ,          ,0.349     ,0.290     ,0.230     ,0.0095    ,   7054202
 DSO 1     1526,2.984     ,-2.78     ,4.76      ,0.0188    ,          ,          ,          ,          ,   7062726
 DSO 2     1520,          ,          ,          ,          ,0.488     ,0.329     ,0.270     ,0.0179    ,   7064202
 DSO 1     1527,2.921     ,-1.98     ,5.36      ,0.0188    ,          ,          ,          ,          ,   7072726
 DSO 2     1521,          ,          ,          ,          ,0.290     ,0.488     ,0.409     ,0.0163    ,   7074202
 DSO 1     1528,3.143     ,-1.39     ,3.37      ,0.0387    ,          ,          ,          ,          ,   7082726
 DSO 2     1522,          ,          ,          ,          ,0.349     ,0.230     ,0.429     ,0.0087    ,   7084202
 DSO 1     1529,3.175     ,-0.99     ,3.77      ,0.0149    ,          ,          ,          ,          ,   7092726
 DSO 2     1523,          ,          ,          ,          ,0.270     ,0.032     ,0.667     ,0.0198    ,   7094202
 DSO 1     1530,3.206     ,0.79      ,2.38      ,0.0456    ,          ,          ,          ,          ,   7102726
 DSO 2     1524,          ,          ,          ,          ,0.290     ,0.091     ,0.488     ,0.0198    ,   7104202
 DSO 1     1531,3.111     ,1.19      ,4.56      ,0.0496    ,          ,          ,          ,          ,   7112726
 DSO 2     1525,          ,          ,          ,          ,0.012     ,0.409     ,0.111     ,0.0135    ,   7114202
 DSO 1     1532,3.603     ,2.78      ,6.15      ,0.0516    ,          ,          ,          ,          ,   7122726
 DSO 2     1526,          ,          ,          ,          ,0.091     ,0.131     ,0.131     ,0.0139    ,   7124202
 DSO 1     1533,3.381     ,1.79      ,3.37      ,0.0387    ,          ,          ,          ,          ,   7132726
 DSO 2     1527,          ,          ,          ,          ,0.151     ,0.071     ,0.250     ,0.0048    ,   7134202
 DSO 1     1534,3.333     ,-3.37     ,2.98      ,0.0258    ,          ,          ,          ,          ,   7142726
 DSO 2     1528,          ,          ,          ,          ,0.389     ,0.151     ,0.131     ,0.0151    ,   7144202
 DSO 1     1535,3.444     ,-0.60     ,1.79      ,0.0208    ,          ,          ,          ,          ,   7152726
 DSO 2     1529,          ,          ,          ,          ,0.310     ,0.250     ,0.488     ,0.0067    ,   7154202
 DSO 1     1536,3.349     ,-0.60     ,2.98      ,0.0308    ,          ,          ,          ,          ,   7162726
 DSO 2     1530,          ,          ,          ,          ,0.567     ,0.409     ,0.270     ,0.0155    ,   7164202
 DSO 1     1537,3.587     ,1.19      ,1.79      ,0.0308    ,          ,          ,          ,          ,   7172726
 DSO 2     1531,          ,          ,          ,          ,0.290     ,0.012     ,0.250     ,0.0179    ,   7174202
 DSO 1     1538,3.349     ,-1.39     ,2.58      ,0.0298    ,          ,          ,          ,          ,   7182726
 DSO 2     1532,          ,          ,          ,          ,0.448     ,0.210     ,0.230     ,0.0167    ,   7184202
 DSO 1     1539,3.810     ,-0.99     ,4.76      ,0.0506    ,          ,          ,          ,          ,   7192726
 DSO 2     1533,          ,          ,          ,          ,0.270     ,0.310     ,0.687     ,0.0159    ,   7194202
 DSO 1     1540,3.667     ,0.20      ,2.38      ,0.0417    ,          ,          ,          ,          ,   7202726
 DSO 2     1534,          ,          ,          ,          ,0.250     ,0.111     ,0.290     ,0.0083    ,   7204202
 DSO 1     1541,3.730     ,2.58      ,4.17      ,0.0496    ,          ,          ,          ,          ,   7212726
 DSO 2     1535,          ,          ,          ,          ,0.429     ,0.210     ,0.270     ,0.0131    ,   7214202
 DSO 1     1542,3.444     ,0.20      ,2.98      ,0.0278    ,          ,          ,          ,          ,   7222726
 DSO 2     1536,          ,          ,          ,          ,0.488     ,0.369     ,0.250     ,0.0163    ,   7224202
 DSO 1     1543,3.476     ,-1.19     ,3.37      ,0.0337    ,          ,          ,          ,          ,   7232726
 DSO 2     1537,          ,          ,          ,          ,0.508     ,0.468     ,0.429     ,0.0135    ,   7234202
 DSO 1     1544,3.540     ,0.79      ,4.76      ,0.0347    ,          ,          ,          ,          ,   7242726
 DSO 2     1538,          ,          ,          ,          ,0.508     ,0.071     ,0.468     ,0.0095    ,   7244202
 DSO 1     1545,3.571     ,-2.18     ,2.38      ,0.0198    ,          ,          ,          ,          ,   7252726
 DSO 2     1539,          ,          ,          ,          ,0.647     ,0.012     ,0.230     ,0.0111    ,   7254202
 DSO 1     1546,3.730     ,-2.98     ,5.16      ,0.0456    ,          ,          ,          ,          ,   7262726
 DSO 2     1540,          ,          ,          ,          ,-0.008    ,0.230     ,0.369     ,0.0234    ,   7264202
 DSO 1     1547,3.730     ,3.77      ,1.98      ,0.0476    ,          ,          ,          ,          ,   7272726
 DSO 2     1541,          ,          ,          ,          ,0.250     ,0.091     ,0.349     ,0.0238    ,   7274202
 DSO 1     1548,4.032     ,0.00      ,4.17      ,0.0585    ,          ,          ,          ,          ,   7282726
 DSO 2     1542,          ,          ,          ,          ,0.468     ,0.071     ,0.310     ,0.0071    ,   7284202
 DSO 1     1549,4.000     ,0.79      ,1.79      ,0.0308    ,          ,          ,          ,          ,   7292726
 DSO 2     1543,          ,          ,          ,          ,0.468     ,0.230     ,0.488     ,0.0127    ,   7294202
 DSO 1     1550,3.857     ,0.40      ,2.38      ,0.0367    ,          ,          ,          ,          ,   7302726
 DSO 2     1544,          ,          ,          ,          ,0.230     ,0.349     ,-0.008    ,0.0159    ,   7304202
 DSO 1     1551,3.683     ,0.60      ,4.96      ,0.0248    ,          ,          ,          ,          ,   7312726
 DSO 2     1545,          ,          ,          ,          ,0.111     ,-0.067    ,0.290     ,0.0155    ,   7314202
 DSO 1     1552,3.905     ,-0.79     ,2.18      ,0.0407    ,          ,          ,          ,          ,   7322726
 DSO 2     1546,          ,          ,          ,          ,0.190     ,-0.127    ,0.429     ,0.0143    ,   7324202
 DSO 1     1553,4.000     ,-0.40     ,0.79      ,0.0347    ,          ,          ,          ,          ,   7332726
 DSO 2     1547,          ,          ,          ,          ,-0.147    ,0.349     ,0.310     ,0.0167    ,   7334202
 DSO 1     1554,4.032     ,2.58      ,1.59      ,0.0387    ,          ,          ,          ,          ,   7342726
 DSO 2     1548,          ,          ,          ,          ,0.587     ,0.389     ,0.290     ,0.0218    ,   7344202
 DSO 1     1555,4.032     ,2.38      ,1.19      ,0.0337    ,          ,          ,          ,          ,   7352726
 DSO 2     1549,          ,          ,          ,          ,0.151     ,0.012     ,0.488     ,0.0143    ,   7354202
 DSO 1     1556,4.032     ,3.77      ,0.60      ,0.0387    ,          ,          ,          ,          ,   7362726
 DSO 2     1550,          ,          ,          ,          ,0.171     ,0.429     ,0.369     ,0.0123    ,   7364202
 DSO 1     1557,4.032     ,2.78      ,2.58      ,0.0357    ,          ,          ,          ,          ,   7372726
 DSO 2     1551,          ,          ,          ,          ,0.052     ,-0.048    ,0.012     ,0.0087    ,   7374202
 DSO 1     1558,4.032     ,-1.79     ,0.20      ,0.0278    ,          ,          ,          ,          ,   7382726
 DSO 2     1552,          ,          ,          ,          ,0.429     ,0.468     ,0.369     ,0.0147    ,   7384202
 DSO 1     1559,4.032     ,-0.20     ,4.17      ,0.0367    ,          ,          ,          ,          ,   7392726
 DSO 2     1553,          ,          ,          ,          ,0.151     ,0.032     ,0.429     ,0.0139    ,   7394202
 DSO 1     1560,4.032     ,-1.19     ,2.58      ,0.0367    ,          ,          ,          ,          ,   7402726
 DSO 2     1554,          ,          ,          ,          ,0.349     ,0.210     ,0.806     ,0.0123    ,   7404202
 DSO 1     1561,4.032     ,1.19      ,2.78      ,0.0278    ,          ,          ,          ,          ,   7412726
 DSO 2     1555,          ,          ,          ,          ,-0.028    ,0.052     ,0.190     ,0.0175    ,   7414202
 DSO 1     1562,4.032     ,-1.98     ,4.37      ,0.0208    ,          ,          ,          ,          ,   7422726
 DSO 2     1556,          ,          ,          ,          ,0.448     ,0.171     ,0.786     ,0.0198    ,   7424202
 DSO 1     1563,4.032     ,0.00      ,4.56      ,0.0317    ,          ,          ,          ,          ,   7432726
 DSO 2     1557,          ,          ,          ,          ,0.667     ,0.389     ,0.270     ,0.0143    ,   7434202
 DSO 1     1564,4.032     ,0.99      ,4.17      ,0.0377    ,          ,          ,          ,          ,   7442726
 DSO 2     1558,          ,          ,          ,          ,0.190     ,0.071     ,0.210     ,0.0087    ,   7444202
 DSO 1     1565,4.032     ,-0.99     ,3.37      ,0.0456    ,          ,          ,          ,          ,   7452726
 DSO 2     1559,          ,          ,          ,          ,0.091     ,0.310     ,-0.008    ,0.0048    ,   7454202
 DSO 1     1566,4.032     ,0.99      ,4.37      ,0.0407    ,          ,          ,          ,          ,   7462726
 DSO 2     1560,          ,          ,          ,          ,0.310     ,-0.107    ,0.111     ,0.0099    ,   7464202
 DSO 1     1567,3.984     ,-2.98     ,6.35      ,0.0347    ,          ,          ,          ,          ,   7472726
 DSO 2     1561,          ,          ,          ,          ,0.310     ,0.131     ,0.508     ,0.0147    ,   7474202
 DSO 1     1568,4.032     ,-2.38     ,1.59      ,0.0298    ,          ,          ,          ,          ,   7482726
 DSO 2     1562,          ,          ,          ,          ,0.389     ,0.429     ,0.468     ,0.0052    ,   7484202
 DSO 1     1569,4.032     ,-1.98     ,-0.20     ,0.0417    ,          ,          ,          ,          ,   7492726
 DSO 2     1563,          ,          ,          ,          ,0.230     ,0.151     ,0.369     ,0.0167    ,   7494202
 DSO 1     1570,4.032     ,-0.20     ,3.77      ,0.0308    ,          ,          ,          ,          ,   7502726
 DSO 2     1564,          ,          ,          ,          ,0.071     ,0.230     ,0.349     ,0.0222    ,   7504202
 DSO 1     1571,4.032     ,3.17      ,6.35      ,0.0298    ,          ,          ,          ,          ,   7512726
 DSO 2     1565,          ,          ,          ,          ,0.230     ,0.230     ,0.468     ,0.0167    ,   7514202
 DSO 1     1572,4.032     ,-0.79     ,3.37      ,0.0575    ,          ,          ,          ,          ,   7522726
 DSO 2     1566,          ,          ,          ,          ,0.151     ,-0.087    ,0.607     ,0.0190    ,   7524202
 DSO 1     1573,4.032     ,2.58      ,4.76      ,0.0486    ,          ,          ,          ,          ,   7532726
 DSO 2     1567,          ,          ,          ,          ,0.071     ,0.389     ,0.190     ,0.0115    ,   7534202
 DSO 1     1574,4.032     ,1.98      ,1.19      ,0.0387    ,          ,          ,          ,          ,   7542726
 DSO 2     1568,          ,          ,          ,          ,0.210     ,0.190     ,0.230     ,0.0087    ,   7544202
 DSO 1     1575,4.032     ,0.00      ,4.37      ,0.0288    ,          ,          ,          ,          ,   7552726
 DSO 2     1569,          ,          ,          ,          ,0.171     ,0.310     ,0.310     ,0.0115    ,   7554202
 DSO 1     1576,4.032     ,-0.60     ,0.79      ,0.0347    ,          ,          ,          ,          ,   7562726
 DSO 2     1570,          ,          ,          ,          ,0.627     ,0.190     ,0.448     ,0.0067    ,   7564202
 DSO 1     1577,4.032     ,0.99      ,2.98      ,0.0327    ,          ,          ,          ,          ,   7572726
 DSO 2     1571,          ,          ,          ,          ,0.329     ,0.111     ,0.270     ,0.0131    ,   7574202
 DSO 1     1578,4.032     ,1.59      ,0.79      ,0.0268    ,          ,          ,          ,          ,   7582726
 DSO 2     1572,          ,          ,          ,          ,0.389     ,0.230     ,0.587     ,0.0071    ,   7584202
 DSO 1     1579,4.032     ,-0.99     ,4.56      ,0.0437    ,          ,          ,          ,          ,   7592726
 DSO 2     1573,          ,          ,          ,          ,0.409     ,0.190     ,0.310     ,0.0131    ,   7594202
 DSO 1     1580,4.032     ,-0.20     ,2.38      ,0.0427    ,          ,          ,          ,          ,   7602726
 DSO 2     1574,          ,          ,          ,          ,0.349     ,0.369     ,0.508     ,0.0131    ,   7604202
 DSO 1     1581,4.032     ,0.40      ,1.39      ,0.0496    ,          ,          ,          ,          ,   7612726
 DSO 2     1575,          ,          ,          ,          ,0.290     ,0.131     ,-0.246    ,0.0099    ,   7614202
 DSO 1     1582,4.032     ,0.40      ,0.00      ,0.0476    ,          ,          ,          ,          ,   7622726
 DSO 2     1576,          ,          ,          ,          ,0.131     ,0.448     ,-0.167    ,0.0135    ,   7624202
 DSO 1     1583,4.032     ,-2.58     ,1.39      ,0.0317    ,          ,          ,          ,          ,   7632726
 DSO 2     1577,          ,          ,          ,          ,0.052     ,0.329     ,0.528     ,0.0115    ,   7634202
 DSO 1     1584,4.032     ,-1.19     ,3.17      ,0.0387    ,          ,          ,          ,          ,   7642726
 DSO 2     1578,          ,          ,          ,          ,0.448     ,0.032     ,0.369     ,0.0063    ,   7644202
 DSO 1     1585,4.032     ,0.99      ,1.98      ,0.0347    ,          ,          ,          ,          ,   7652726
 DSO 2     1579,          ,          ,          ,          ,0.131     ,0.032     ,0.349     ,0.0127    ,   7654202
 DSO 1     1586,4.032     ,0.00      ,3.37      ,0.0278    ,          ,          ,          ,          ,   7662726
 DSO 2     1580,          ,          ,          ,          ,0.349     ,0.032     ,0.409     ,0.0183    ,   7664202
 DSO 1     1587,4.032     ,0.20      ,3.57      ,0.0496    ,          ,          ,          ,          ,   7672726
 DSO 2     1581,          ,          ,          ,          ,0.230     ,0.389     ,0.726     ,0.0131    ,   7674202
 DSO 1     1588,4.032     ,-1.59     ,0.00      ,0.0556    ,          ,          ,          ,          ,   7682726
 DSO 2     1582,          ,          ,          ,          ,0.210     ,0.091     ,0.647     ,0.0214    ,   7684202
 DSO 1     1589,4.032     ,0.20      ,3.97      ,0.0437    ,          ,          ,          ,          ,   7692726
 DSO 2     1583,          ,          ,          ,          ,0.131     ,0.210     ,0.210     ,0.0115    ,   7694202
 DSO 1     1590,4.032     ,1.79      ,1.19      ,0.0387    ,          ,          ,          ,          ,   7702726
 DSO 2     1584,          ,          ,          ,          ,0.389     ,0.151     ,0.012     ,0.0111    ,   7704202
 DSO 1     1591,4.032     ,1.39      ,2.18      ,0.0268    ,          ,          ,          ,          ,   7712726
 DSO 2     1585,          ,          ,          ,          ,0.131     ,0.250     ,0.369     ,0.0107    ,   7714202
 DSO 1     1592,4.032     ,-2.58     ,1.79      ,0.0417    ,          ,          ,          ,          ,   7722726
 DSO 2     1586,          ,          ,          ,          ,0.190     ,0.448     ,0.270     ,0.0024    ,   7724202
 DSO 1     1593,4.032     ,-0.99     ,3.57      ,0.0119    ,          ,          ,          ,          ,   7732726
 DSO 2     1587,          ,          ,          ,          ,0.349     ,0.270     ,0.429     ,0.0159    ,   7734202
 DSO 1     1594,4.032     ,-1.19     ,-0.79     ,0.0288    ,          ,          ,          ,          ,   7742726
 DSO 2     1588,          ,          ,          ,          ,0.230     ,0.210     ,0.131     ,0.0183    ,   7744202
 DSO 1     1595,4.032     ,-1.59     ,3.77      ,0.0427    ,          ,          ,          ,          ,   7752726
 DSO 2     1589,          ,          ,          ,          ,0.389     ,0.032     ,0.409     ,0.0183    ,   7754202
 DSO 1     1596,4.032     ,-1.98     ,1.79      ,0.0437    ,          ,          ,          ,          ,   7762726
 DSO 2     1590,          ,          ,          ,          ,0.210     ,0.270     ,0.647     ,0.0183    ,   7764202
 DSO 1     1597,4.032     ,-1.79     ,2.78      ,0.0337    ,          ,          ,          ,          ,   7772726
 DSO 2     1591,          ,          ,          ,          ,0.567     ,0.190     ,0.310     ,0.0119    ,   7774202
 DSO 1     1598,4.032     ,4.96      ,4.76      ,0.0486    ,          ,          ,          ,          ,   7782726
 DSO 2     1592,          ,          ,          ,          ,0.310     ,0.270     ,0.171     ,0.0095    ,   7784202
 DSO 1     1599,4.032     ,0.60      ,5.16      ,0.0575    ,          ,          ,          ,          ,   7792726
 DSO 2     1593,          ,          ,          ,          ,0.071     ,0.131     ,0.329     ,0.0119    ,   7794202
 DSO 1     1600,4.032     ,-3.17     ,2.58      ,0.0377    ,          ,          ,          ,          ,   7802726
 DSO 2     1594,          ,          ,          ,          ,0.190     ,0.210     ,0.111     ,0.0075    ,   7804202
 DSO 1     1601,4.032     ,-0.20     ,4.96      ,0.0218    ,          ,          ,          ,          ,   7812726
 DSO 2     1595,          ,          ,          ,          ,0.409     ,0.210     ,0.071     ,0.0087    ,   7814202
 DSO 1     1602,4.032     ,1.39      ,2.98      ,0.0377    ,          ,          ,          ,          ,   7822726
 DSO 2     1596,          ,          ,          ,          ,0.369     ,0.052     ,0.488     ,0.0218    ,   7824202
 DSO 1     1603,4.032     ,-0.60     ,5.36      ,0.0169    ,          ,          ,          ,          ,   7832726
 DSO 2     1597,          ,          ,          ,          ,0.409     ,0.369     ,0.210     ,0.0171    ,   7834202
 DSO 1     1604,4.032     ,-1.19     ,3.37      ,0.0327    ,          ,          ,          ,          ,   7842726
 DSO 2     1598,          ,          ,          ,          ,0.349     ,0.310     ,0.488     ,0.0202    ,   7844202
 DSO 1     1605,4.032     ,-0.79     ,0.79      ,0.0278    ,          ,          ,          ,          ,   7852726
 DSO 2     1599,          ,          ,          ,          ,0.389     ,0.230     ,0.329     ,0.0167    ,   7854202
 DSO 1     1606,4.032     ,2.58      ,3.77      ,0.0496    ,          ,          ,          ,          ,   7862726
 DSO 2     1600,          ,          ,          ,          ,0.488     ,-0.008    ,0.230     ,0.0111    ,   7864202
 DSO 1     1607,4.032     ,1.98      ,2.58      ,0.0347    ,          ,          ,          ,          ,   7872726
 DSO 2     1601,          ,          ,          ,          ,0.310     ,-0.048    ,0.290     ,0.0083    ,   7874202
 DSO 1     1608,4.032     ,-1.98     ,4.17      ,0.0298    ,          ,          ,          ,          ,   7882726
 DSO 2     1602,          ,          ,          ,          ,0.230     ,0.032     ,0.389     ,0.0099    ,   7884202
 DSO 1     1609,4.032     ,-0.79     ,3.37      ,0.0298    ,          ,          ,          ,          ,   7892726
 DSO 2     1603,          ,          ,          ,          ,0.389     ,0.052     ,0.131     ,0.0111    ,   7894202
 DSO 1     1610,4.032     ,0.20      ,3.97      ,0.0427    ,          ,          ,          ,          ,   7902726
 DSO 2     1604,          ,          ,          ,          ,0.369     ,0.190     ,0.329     ,0.0187    ,   7904202
 DSO 1     1611,4.032     ,0.79      ,2.98      ,0.0337    ,          ,          ,          ,          ,   7912726
 DSO 2     1605,          ,          ,          ,          ,0.310     ,0.250     ,0.746     ,0.0159    ,   7914202
 DSO 1     1612,4.032     ,-1.59     ,-0.20     ,0.0565    ,          ,          ,          ,          ,   7922726
 DSO 2     1606,          ,          ,          ,          ,0.131     ,0.290     ,0.389     ,0.0206    ,   7924202
 DSO 1     1613,4.032     ,-3.17     ,2.18      ,0.0288    ,          ,          ,          ,          ,   7932726
 DSO 2     1607,          ,          ,          ,          ,0.190     ,0.250     ,0.210     ,0.0214    ,   7934202
 DSO 1     1614,4.032     ,3.77      ,2.18      ,0.0625    ,          ,          ,          ,          ,   7942726
 DSO 2     1608,          ,          ,          ,          ,0.528     ,0.468     ,0.091     ,0.0103    ,   7944202
 DSO 1     1615,4.032     ,0.60      ,3.37      ,0.0417    ,          ,          ,          ,          ,   7952726
 DSO 2     1609,          ,          ,          ,          ,0.270     ,0.131     ,0.369     ,0.0079    ,   7954202
 DSO 1     1616,4.032     ,-2.38     ,1.79      ,0.0238    ,          ,          ,          ,          ,   7962726
 DSO 2     1610,          ,          ,          ,          ,0.409     ,0.131     ,0.548     ,0.0107    ,   7964202
 DSO 1     1617,4.032     ,-3.77     ,1.39      ,0.0218    ,          ,          ,          ,          ,   7972726
 DSO 2     1611,          ,          ,          ,          ,0.409     ,0.369     ,0.131     ,0.0218    ,   7974202
 DSO 1     1618,4.032     ,-0.79     ,-0.60     ,0.0327    ,          ,          ,          ,          ,   7982726
 DSO 2     1612,          ,          ,          ,          ,0.528     ,-0.087    ,0.310     ,0.0171    ,   7984202
 DSO 1     1619,4.032     ,-0.20     ,5.16      ,0.0278    ,          ,          ,          ,          ,   7992726
 DSO 2     1613,          ,          ,          ,          ,0.091     ,0.032     ,0.548     ,0.0175    ,   7994202
 DSO 1     1620,4.032     ,0.00      ,1.98      ,0.0506    ,          ,          ,          ,          ,   8002726
 DSO 2     1614,          ,          ,          ,          ,0.389     ,0.111     ,0.528     ,0.0123    ,   8004202
 DSO 1     1621,4.032     ,0.60      ,0.20      ,0.0258    ,          ,          ,          ,          ,   8012726
 DSO 2     1615,          ,          ,          ,          ,0.488     ,0.111     ,0.012     ,0.0163    ,   8014202
 DSO 1     1622,4.032     ,1.19      ,4.96      ,0.0367    ,          ,          ,          ,          ,   8022726
 DSO 2     1616,          ,          ,          ,          ,0.310     ,0.468     ,-0.028    ,0.0079    ,   8024202
 DSO 1     1623,4.032     ,0.79      ,4.37      ,0.0407    ,          ,          ,          ,          ,   8032726
 DSO 2     1617,          ,          ,          ,          ,-0.147    ,0.349     ,0.310     ,0.0131    ,   8034202
 DSO 1     1624,4.032     ,0.99      ,2.78      ,0.0407    ,          ,          ,          ,          ,   8042726
 DSO 2     1618,          ,          ,          ,          ,0.389     ,0.290     ,0.250     ,0.0099    ,   8044202
 DSO 1     1625,4.032     ,-2.78     ,4.76      ,0.0139    ,          ,          ,          ,          ,   8052726
 DSO 2     1619,          ,          ,          ,          ,0.488     ,0.389     ,0.290     ,0.0187    ,   8054202
 DSO 1     1626,4.032     ,-1.79     ,5.16      ,0.0139    ,          ,          ,          ,          ,   8062726
 DSO 2     1620,          ,          ,          ,          ,0.329     ,0.488     ,0.389     ,0.0163    ,   8064202
 DSO 1     1627,4.032     ,-1.39     ,3.17      ,0.0317    ,          ,          ,          ,          ,   8072726
 DSO 2     1621,          ,          ,          ,          ,0.349     ,0.230     ,0.409     ,0.0091    ,   8074202
 DSO 1     1628,4.032     ,-0.79     ,3.57      ,0.0109    ,          ,          ,          ,          ,   8082726
 DSO 2     1622,          ,          ,          ,          ,0.270     ,0.071     ,0.667     ,0.0210    ,   8084202
 DSO 1     1629,4.032     ,0.79      ,2.38      ,0.0397    ,          ,          ,          ,          ,   8092726
 DSO 2     1623,          ,          ,          ,          ,0.290     ,0.091     ,0.488     ,0.0198    ,   8094202
 DSO 1     1630,4.032     ,1.19      ,4.37      ,0.0437    ,          ,          ,          ,          ,   8102726
 DSO 2     1624,          ,          ,          ,          ,0.032     ,0.429     ,0.151     ,0.0147    ,   8104202
 DSO 1     1631,4.032     ,3.17      ,6.15      ,0.0476    ,          ,          ,          ,          ,   8112726
 DSO 2     1625,          ,          ,          ,          ,0.131     ,0.171     ,0.171     ,0.0135    ,   8114202
 DSO 1     1632,4.032     ,1.79      ,3.37      ,0.0367    ,          ,          ,          ,          ,   8122726
 DSO 2     1626,          ,          ,          ,          ,0.210     ,0.071     ,0.250     ,0.0048    ,   8124202
 DSO 1     1633,4.032     ,-3.57     ,2.78      ,0.0218    ,          ,          ,          ,          ,   8132726
 DSO 2     1627,          ,          ,          ,          ,0.389     ,0.131     ,0.131     ,0.0143    ,   8134202
 DSO 1     1634,4.032     ,-0.20     ,1.59      ,0.0169    ,          ,          ,          ,          ,   8142726
 DSO 2     1628,          ,          ,          ,          ,0.290     ,0.250     ,0.528     ,0.0071    ,   8144202
 DSO 1     1635,4.032     ,-0.20     ,2.98      ,0.0268    ,          ,          ,          ,          ,   8152726
 DSO 2     1629,          ,          ,          ,          ,0.587     ,0.429     ,0.349     ,0.0147    ,   8154202
 DSO 1     1636,4.032     ,0.99      ,1.59      ,0.0278    ,          ,          ,          ,          ,   8162726
 DSO 2     1630,          ,          ,          ,          ,0.369     ,-0.008    ,0.270     ,0.0175    ,   8164202
 DSO 1     1637,4.032     ,-1.39     ,2.38      ,0.0268    ,          ,          ,          ,          ,   8172726
 DSO 2     1631,          ,          ,          ,          ,0.488     ,0.210     ,0.230     ,0.0167    ,   8174202
 DSO 1     1638,4.032     ,-1.59     ,4.56      ,0.0466    ,          ,          ,          ,          ,   8182726
 DSO 2     1632,          ,          ,          ,          ,0.290     ,0.310     ,0.667     ,0.0155    ,   8184202
 DSO 1     1639,4.032     ,0.20      ,1.98      ,0.0387    ,          ,          ,          ,          ,   8192726
 DSO 2     1633,          ,          ,          ,          ,0.230     ,0.071     ,0.329     ,0.0075    ,   8194202
 DSO 1     1640,4.032     ,2.38      ,3.97      ,0.0456    ,          ,          ,          ,          ,   8202726
 DSO 2     1634,          ,          ,          ,          ,0.409     ,0.210     ,0.250     ,0.0127    ,   8204202
 DSO 1     1641,4.032     ,0.20      ,2.78      ,0.0248    ,          ,          ,          ,          ,   8212726
 DSO 2     1635,          ,          ,          ,          ,0.488     ,0.369     ,0.250     ,0.0159    ,   8214202
 DSO 1     1642,4.032     ,-1.19     ,3.37      ,0.0308    ,          ,          ,          ,          ,   8222726
 DSO 2     1636,          ,          ,          ,          ,0.528     ,0.448     ,0.508     ,0.0115    ,   8224202
 DSO 1     1643,4.032     ,0.99      ,4.76      ,0.0317    ,          ,          ,          ,          ,   8232726
 DSO 2     1637,          ,          ,          ,          ,0.508     ,0.071     ,0.508     ,0.0091    ,   8234202
 DSO 1     1644,4.032     ,-2.78     ,2.18      ,0.0179    ,          ,          ,          ,          ,   8242726
 DSO 2     1638,          ,          ,          ,          ,0.687     ,0.032     ,0.270     ,0.0107    ,   8244202
