               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,          
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
 DSO 1     1934,2.175     ,1.98      ,0.20      ,0.0615    ,          ,          ,          ,          ,  11140310
 DSO 2     1928,          ,          ,          ,          ,0.528     ,0.190     ,0.210     ,0.0187    ,  11142928
 DSO 1     1935,2.254     ,-0.60     ,3.97      ,0.0913    ,          ,          ,          ,          ,  11150310
 DSO 2     1929,          ,          ,          ,          ,0.429     ,0.071     ,0.548     ,0.0139    ,  11152928
 DSO 1     1936,2.317     ,0.20      ,1.79      ,0.0893    ,          ,          ,          ,          ,  11160310
 DSO 2     1930,          ,          ,          ,          ,0.885     ,0.746     ,0.786     ,0.0210    ,  11162928
 DSO 1     1937,2.079     ,0.40      ,1.19      ,0.1052    ,          ,          ,          ,          ,  11170310
 DSO 2     1931,          ,          ,          ,          ,0.746     ,0.964     ,0.587     ,0.0171    ,  11172928
 DSO 1     1938,2.238     ,0.79      ,-0.20     ,0.1012    ,          ,          ,          ,          ,  11180310
 DSO 2     1932,          ,          ,          ,          ,0.627     ,0.706     ,0.726     ,0.0242    ,  11182928
 DSO 1     1939,1.778     ,-2.58     ,0.99      ,0.0734    ,          ,          ,          ,          ,  11190310
 DSO 2     1933,          ,          ,          ,          ,0.429     ,0.369     ,0.528     ,0.0250    ,  11192928
 DSO 1     1940,2.095     ,-0.79     ,2.78      ,0.0774    ,          ,          ,          ,          ,  11200310
 DSO 2     1934,          ,          ,          ,          ,0.409     ,0.012     ,0.349     ,0.0155    ,  11202928
 DSO 1     1941,2.127     ,0.99      ,1.59      ,0.0794    ,          ,          ,          ,          ,  11210310
 DSO 2     1935,          ,          ,          ,          ,0.111     ,0.131     ,0.310     ,0.0167    ,  11212928
 DSO 1     1942,2.079     ,0.40      ,2.38      ,0.0655    ,          ,          ,          ,          ,  11220310
 DSO 2     1936,          ,          ,          ,          ,0.131     ,0.230     ,0.508     ,0.0183    ,  11222928
 DSO 1     1943,2.095     ,0.20      ,3.37      ,0.1091    ,          ,          ,          ,          ,  11230310
 DSO 2     1937,          ,          ,          ,          ,0.250     ,0.310     ,0.310     ,0.0167    ,  11232928
 DSO 1     1944,2.333     ,-1.19     ,-0.20     ,0.1171    ,          ,          ,          ,          ,  11240310
 DSO 2     1938,          ,          ,          ,          ,0.766     ,0.567     ,0.766     ,0.0194    ,  11242928
 DSO 1     1945,2.286     ,0.60      ,3.57      ,0.0952    ,          ,          ,          ,          ,  11250310
 DSO 2     1939,          ,          ,          ,          ,0.607     ,0.270     ,0.627     ,0.0214    ,  11252928
 DSO 1     1946,1.968     ,2.18      ,0.99      ,0.0833    ,          ,          ,          ,          ,  11260310
 DSO 2     1940,          ,          ,          ,          ,0.647     ,0.567     ,0.825     ,0.0246    ,  11262928
 DSO 1     1947,2.079     ,1.39      ,1.98      ,0.0575    ,          ,          ,          ,          ,  11270310
 DSO 2     1941,          ,          ,          ,          ,0.468     ,0.726     ,0.825     ,0.0198    ,  11272928
 DSO 1     1948,2.175     ,-2.18     ,1.39      ,0.0873    ,          ,          ,          ,          ,  11280310
 DSO 2     1942,          ,          ,          ,          ,0.310     ,-0.087    ,0.409     ,0.0159    ,  11282928
 DSO 1     1949,1.984     ,-0.60     ,2.98      ,0.0258    ,          ,          ,          ,          ,  11290310
 DSO 2     1943,          ,          ,          ,          ,0.429     ,0.111     ,0.250     ,0.0143    ,  11292928
 DSO 1     1950,2.095     ,-0.99     ,-0.99     ,0.0655    ,          ,          ,          ,          ,  11300310
 DSO 2     1944,          ,          ,          ,          ,0.131     ,-0.147    ,0.329     ,0.0183    ,  11302928
 DSO 1     1951,2.032     ,-1.59     ,3.37      ,0.0853    ,          ,          ,          ,          ,  11310310
 DSO 2     1945,          ,          ,          ,          ,0.349     ,0.270     ,0.429     ,0.0167    ,  11312928
 DSO 1     1952,2.222     ,-1.59     ,1.19      ,0.0933    ,          ,          ,          ,          ,  11320310
 DSO 2     1946,          ,          ,          ,          ,0.687     ,0.627     ,0.607     ,0.0147    ,  11322928
 DSO 1     1953,2.111     ,-1.59     ,2.38      ,0.0734    ,          ,          ,          ,          ,  11330310
 DSO 2     1947,          ,          ,          ,          ,0.706     ,0.647     ,0.786     ,0.0183    ,  11332928
 DSO 1     1954,2.270     ,5.16      ,4.17      ,0.1052    ,          ,          ,          ,          ,  11340310
 DSO 2     1948,          ,          ,          ,          ,0.706     ,0.409     ,0.627     ,0.0190    ,  11342928
 DSO 1     1955,2.302     ,0.79      ,4.76      ,0.1171    ,          ,          ,          ,          ,  11350310
 DSO 2     1949,          ,          ,          ,          ,0.607     ,0.310     ,0.230     ,0.0159    ,  11352928
 DSO 1     1956,1.984     ,-2.78     ,2.38      ,0.0813    ,          ,          ,          ,          ,  11360310
 DSO 2     1950,          ,          ,          ,          ,0.548     ,0.647     ,0.925     ,0.0179    ,  11362928
 DSO 1     1957,1.921     ,-0.40     ,4.56      ,0.0437    ,          ,          ,          ,          ,  11370310
 DSO 2     1951,          ,          ,          ,          ,-0.028    ,0.071     ,0.329     ,0.0155    ,  11372928
 DSO 1     1958,2.016     ,1.39      ,2.58      ,0.0813    ,          ,          ,          ,          ,  11380310
 DSO 2     1952,          ,          ,          ,          ,0.210     ,0.310     ,0.131     ,0.0119    ,  11382928
 DSO 1     1959,2.222     ,-0.40     ,4.76      ,0.0357    ,          ,          ,          ,          ,  11390310
 DSO 2     1953,          ,          ,          ,          ,0.548     ,-0.028    ,0.627     ,0.0230    ,  11392928
 DSO 1     1960,2.349     ,-0.60     ,2.98      ,0.0734    ,          ,          ,          ,          ,  11400310
 DSO 2     1954,          ,          ,          ,          ,-0.107    ,0.032     ,0.567     ,0.0190    ,  11402928
 DSO 1     1961,2.270     ,-0.40     ,0.20      ,0.0635    ,          ,          ,          ,          ,  11410310
 DSO 2     1955,          ,          ,          ,          ,0.865     ,0.488     ,0.706     ,0.0202    ,  11412928
 DSO 1     1962,2.111     ,2.78      ,3.37      ,0.1091    ,          ,          ,          ,          ,  11420310
 DSO 2     1956,          ,          ,          ,          ,0.667     ,0.310     ,0.627     ,0.0282    ,  11422928
 DSO 1     1963,2.349     ,2.18      ,2.38      ,0.0734    ,          ,          ,          ,          ,  11430310
 DSO 2     1957,          ,          ,          ,          ,0.687     ,0.468     ,0.647     ,0.0163    ,  11432928
 DSO 1     1964,2.190     ,-1.98     ,3.57      ,0.0694    ,          ,          ,          ,          ,  11440310
 DSO 2     1958,          ,          ,          ,          ,0.667     ,0.687     ,0.647     ,0.0218    ,  11442928
 DSO 1     1965,2.222     ,-0.79     ,3.17      ,0.0635    ,          ,          ,          ,          ,  11450310
 DSO 2     1959,          ,          ,          ,          ,0.429     ,0.171     ,0.171     ,0.0183    ,  11452928
 DSO 1     1966,2.190     ,0.40      ,3.37      ,0.0893    ,          ,          ,          ,          ,  11460310
 DSO 2     1960,          ,          ,          ,          ,0.171     ,0.111     ,0.429     ,0.0139    ,  11462928
 DSO 1     1967,2.127     ,0.99      ,2.78      ,0.0694    ,          ,          ,          ,          ,  11470310
 DSO 2     1961,          ,          ,          ,          ,0.310     ,0.508     ,0.488     ,0.0242    ,  11472928
 DSO 1     1968,2.333     ,-1.19     ,-0.99     ,0.1171    ,          ,          ,          ,          ,  11480310
 DSO 2     1962,          ,          ,          ,          ,0.329     ,0.091     ,0.548     ,0.0218    ,  11482928
 DSO 1     1969,2.222     ,-2.98     ,1.79      ,0.0635    ,          ,          ,          ,          ,  11490310
 DSO 2     1963,          ,          ,          ,          ,0.528     ,0.706     ,0.825     ,0.0151    ,  11492928
 DSO 1     1970,2.159     ,4.17      ,1.98      ,0.1250    ,          ,          ,          ,          ,  11500310
 DSO 2     1964,          ,          ,          ,          ,0.786     ,0.528     ,0.567     ,0.0230    ,  11502928
 DSO 1     1971,2.302     ,0.60      ,2.98      ,0.0873    ,          ,          ,          ,          ,  11510310
 DSO 2     1965,          ,          ,          ,          ,0.508     ,0.230     ,0.726     ,0.0234    ,  11512928
 DSO 1     1972,2.190     ,-2.18     ,1.59      ,0.0496    ,          ,          ,          ,          ,  11520310
 DSO 2     1966,          ,          ,          ,          ,0.726     ,0.488     ,0.567     ,0.0167    ,  11522928
 DSO 1     1973,2.127     ,-3.17     ,1.19      ,0.0437    ,          ,          ,          ,          ,  11530310
 DSO 2     1967,          ,          ,          ,          ,0.290     ,-0.048    ,0.190     ,0.0143    ,  11532928
 DSO 1     1974,2.095     ,-0.79     ,-0.79     ,0.0655    ,          ,          ,          ,          ,  11540310
 DSO 2     1968,          ,          ,          ,          ,0.349     ,0.210     ,0.131     ,0.0103    ,  11542928
 DSO 1     1975,2.317     ,0.20      ,4.76      ,0.0595    ,          ,          ,          ,          ,  11550310
 DSO 2     1969,          ,          ,          ,          ,0.171     ,0.012     ,0.508     ,0.0171    ,  11552928
 DSO 1     1976,1.984     ,0.20      ,1.39      ,0.1032    ,          ,          ,          ,          ,  11560310
 DSO 2     1970,          ,          ,          ,          ,0.310     ,0.012     ,0.607     ,0.0103    ,  11562928
 DSO 1     1977,2.460     ,0.99      ,0.00      ,0.0516    ,          ,          ,          ,          ,  11570310
 DSO 2     1971,          ,          ,          ,          ,0.925     ,0.726     ,0.567     ,0.0171    ,  11572928
 DSO 1     1978,2.397     ,1.59      ,4.56      ,0.0774    ,          ,          ,          ,          ,  11580310
 DSO 2     1972,          ,          ,          ,          ,0.944     ,0.607     ,0.865     ,0.0226    ,  11582928
 DSO 1     1979,2.175     ,0.60      ,3.97      ,0.0833    ,          ,          ,          ,          ,  11590310
 DSO 2     1973,          ,          ,          ,          ,0.726     ,0.310     ,0.865     ,0.0163    ,  11592928
 DSO 1     1980,2.238     ,0.99      ,2.58      ,0.0853    ,          ,          ,          ,          ,  11600310
 DSO 2     1974,          ,          ,          ,          ,0.885     ,0.548     ,0.944     ,0.0175    ,  11602928
 DSO 1     1981,2.238     ,-2.38     ,4.56      ,0.0298    ,          ,          ,          ,          ,  11610310
 DSO 2     1975,          ,          ,          ,          ,0.052     ,-0.167    ,0.448     ,0.0151    ,  11612928
 DSO 1     1982,2.127     ,-1.39     ,4.96      ,0.0278    ,          ,          ,          ,          ,  11620310
 DSO 2     1976,          ,          ,          ,          ,0.389     ,0.091     ,0.052     ,0.0135    ,  11622928
 DSO 1     1983,2.286     ,-0.79     ,2.78      ,0.0655    ,          ,          ,          ,          ,  11630310
 DSO 2     1977,          ,          ,          ,          ,0.567     ,0.190     ,0.766     ,0.0099    ,  11632928
 DSO 1     1984,2.270     ,-0.60     ,3.37      ,0.0218    ,          ,          ,          ,          ,  11640310
 DSO 2     1978,          ,          ,          ,          ,0.329     ,0.230     ,0.369     ,0.0155    ,  11642928
 DSO 1     1985,2.286     ,1.39      ,1.79      ,0.0813    ,          ,          ,          ,          ,  11650310
 DSO 2     1979,          ,          ,          ,          ,0.845     ,0.548     ,0.607     ,0.0230    ,  11652928
 DSO 1     1986,2.111     ,1.59      ,4.17      ,0.0933    ,          ,          ,          ,          ,  11660310
 DSO 2     1980,          ,          ,          ,          ,0.766     ,0.270     ,0.667     ,0.0214    ,  11662928
 DSO 1     1987,2.587     ,3.37      ,5.56      ,0.0952    ,          ,          ,          ,          ,  11670310
 DSO 2     1981,          ,          ,          ,          ,0.389     ,0.448     ,0.925     ,0.0190    ,  11672928
 DSO 1     1988,2.286     ,1.98      ,3.17      ,0.0714    ,          ,          ,          ,          ,  11680310
 DSO 2     1982,          ,          ,          ,          ,0.627     ,0.528     ,0.528     ,0.0179    ,  11682928
 DSO 1     1989,2.254     ,-2.98     ,2.58      ,0.0476    ,          ,          ,          ,          ,  11690310
 DSO 2     1983,          ,          ,          ,          ,0.270     ,0.706     ,0.806     ,0.0202    ,  11692928
 DSO 1     1990,2.317     ,-0.40     ,1.19      ,0.0337    ,          ,          ,          ,          ,  11700310
 DSO 2     1984,          ,          ,          ,          ,0.329     ,0.290     ,0.448     ,0.0139    ,  11702928
 DSO 1     1991,2.175     ,0.20      ,2.58      ,0.0556    ,          ,          ,          ,          ,  11710310
 DSO 2     1985,          ,          ,          ,          ,0.448     ,0.131     ,0.548     ,0.0206    ,  11712928
 DSO 1     1992,2.349     ,1.39      ,1.39      ,0.0556    ,          ,          ,          ,          ,  11720310
 DSO 2     1986,          ,          ,          ,          ,0.210     ,-0.107    ,0.508     ,0.0210    ,  11722928
 DSO 1     1993,2.143     ,-0.60     ,2.18      ,0.0575    ,          ,          ,          ,          ,  11730310
 DSO 2     1987,          ,          ,          ,          ,0.270     ,0.091     ,0.369     ,0.0147    ,  11732928
 DSO 1     1994,2.524     ,-1.19     ,4.56      ,0.0972    ,          ,          ,          ,          ,  11740310
 DSO 2     1988,          ,          ,          ,          ,0.389     ,0.647     ,0.706     ,0.0155    ,  11742928
 DSO 1     1995,2.317     ,0.79      ,1.39      ,0.0774    ,          ,          ,          ,          ,  11750310
 DSO 2     1989,          ,          ,          ,          ,0.627     ,0.230     ,1.163     ,0.0179    ,  11752928
 DSO 1     1996,2.286     ,2.78      ,3.77      ,0.0933    ,          ,          ,          ,          ,  11760310
 DSO 2     1990,          ,          ,          ,          ,0.389     ,0.647     ,0.865     ,0.0206    ,  11762928
 DSO 1     1997,2.063     ,0.99      ,2.58      ,0.0536    ,          ,          ,          ,          ,  11770310
 DSO 2     1991,          ,          ,          ,          ,0.488     ,0.647     ,0.845     ,0.0230    ,  11772928
 DSO 1     1998,2.079     ,-0.60     ,2.98      ,0.0675    ,          ,          ,          ,          ,  11780310
 DSO 2     1992,          ,          ,          ,          ,0.171     ,-0.107    ,0.270     ,0.0187    ,  11782928
 DSO 1     1999,2.095     ,1.39      ,4.37      ,0.0675    ,          ,          ,          ,          ,  11790310
 DSO 2     1993,          ,          ,          ,          ,0.369     ,0.250     ,0.607     ,0.0135    ,  11792928
 DSO 1     2000,2.063     ,-2.18     ,1.79      ,0.0357    ,          ,          ,          ,          ,  11800310
 DSO 2     1994,          ,          ,          ,          ,0.250     ,0.131     ,0.409     ,0.0163    ,  11802928
 DSO 1     2001,2.254     ,-2.18     ,4.56      ,0.0853    ,          ,          ,          ,          ,  11810310
 DSO 2     1995,          ,          ,          ,          ,0.429     ,-0.067    ,0.329     ,0.0206    ,  11812928
 DSO 1     2002,2.175     ,4.17      ,1.59      ,0.0952    ,          ,          ,          ,          ,  11820310
 DSO 2     1996,          ,          ,          ,          ,0.468     ,0.270     ,0.845     ,0.0187    ,  11822928
 DSO 1     2003,2.476     ,0.60      ,3.97      ,0.1151    ,          ,          ,          ,          ,  11830310
 DSO 2     1997,          ,          ,          ,          ,0.647     ,0.349     ,0.766     ,0.0139    ,  11832928
 DSO 1     2004,2.349     ,1.19      ,1.39      ,0.0575    ,          ,          ,          ,          ,  11840310
 DSO 2     1998,          ,          ,          ,          ,0.607     ,0.508     ,0.687     ,0.0175    ,  11842928
 DSO 1     2005,2.254     ,0.99      ,1.79      ,0.0734    ,          ,          ,          ,          ,  11850310
 DSO 2     1999,          ,          ,          ,          ,0.786     ,0.567     ,0.687     ,0.0238    ,  11852928
 DSO 1     2006,2.048     ,0.99      ,4.76      ,0.0496    ,          ,          ,          ,          ,  11860310
 DSO 2     2000,          ,          ,          ,          ,0.429     ,-0.008    ,0.468     ,0.0151    ,  11862928
 DSO 1     2007,2.206     ,-0.40     ,1.98      ,0.0774    ,          ,          ,          ,          ,  11870310
 DSO 2     2001,          ,          ,          ,          ,0.111     ,0.190     ,0.290     ,0.0202    ,  11872928
 DSO 1     2008,2.254     ,-0.20     ,0.20      ,0.0694    ,          ,          ,          ,          ,  11880310
 DSO 2     2002,          ,          ,          ,          ,0.329     ,0.032     ,0.448     ,0.0202    ,  11882928
 DSO 1     2009,2.333     ,2.98      ,0.79      ,0.0774    ,          ,          ,          ,          ,  11890310
 DSO 2     2003,          ,          ,          ,          ,0.151     ,0.171     ,0.448     ,0.0147    ,  11892928
 DSO 1     2010,2.444     ,2.58      ,0.60      ,0.0694    ,          ,          ,          ,          ,  11900310
 DSO 2     2004,          ,          ,          ,          ,0.806     ,0.508     ,0.647     ,0.0266    ,  11902928
 DSO 1     2011,2.381     ,4.17      ,0.20      ,0.0754    ,          ,          ,          ,          ,  11910310
 DSO 2     2005,          ,          ,          ,          ,0.726     ,0.409     ,0.706     ,0.0171    ,  11912928
 DSO 1     2012,2.302     ,3.37      ,1.98      ,0.0655    ,          ,          ,          ,          ,  11920310
 DSO 2     2006,          ,          ,          ,          ,0.468     ,0.607     ,0.548     ,0.0163    ,  11922928
 DSO 1     2013,2.397     ,-1.19     ,-0.20     ,0.0595    ,          ,          ,          ,          ,  11930310
 DSO 2     2007,          ,          ,          ,          ,0.687     ,0.766     ,0.627     ,0.0226    ,  11932928
 DSO 1     2014,2.238     ,0.00      ,3.77      ,0.0734    ,          ,          ,          ,          ,  11940310
 DSO 2     2008,          ,          ,          ,          ,0.488     ,0.091     ,0.270     ,0.0151    ,  11942928
 DSO 1     2015,2.302     ,-0.60     ,2.38      ,0.0714    ,          ,          ,          ,          ,  11950310
 DSO 2     2009,          ,          ,          ,          ,0.429     ,-0.107    ,0.290     ,0.0167    ,  11952928
 DSO 1     2016,2.032     ,1.39      ,2.58      ,0.0556    ,          ,          ,          ,          ,  11960310
 DSO 2     2010,          ,          ,          ,          ,0.508     ,0.190     ,0.607     ,0.0183    ,  11962928
 DSO 1     2017,2.270     ,-1.59     ,3.57      ,0.0456    ,          ,          ,          ,          ,  11970310
 DSO 2     2011,          ,          ,          ,          ,0.448     ,0.290     ,0.508     ,0.0254    ,  11972928
 DSO 1     2018,2.190     ,0.40      ,3.97      ,0.0675    ,          ,          ,          ,          ,  11980310
 DSO 2     2012,          ,          ,          ,          ,0.647     ,0.310     ,0.806     ,0.0171    ,  11982928
 DSO 1     2019,2.508     ,1.19      ,3.37      ,0.0734    ,          ,          ,          ,          ,  11990310
 DSO 2     2013,          ,          ,          ,          ,0.528     ,0.865     ,0.647     ,0.0202    ,  11992928
 DSO 1     2020,2.381     ,-0.40     ,2.78      ,0.0933    ,          ,          ,          ,          ,  12000310
 DSO 2     2014,          ,          ,          ,          ,0.468     ,0.369     ,0.548     ,0.0179    ,  12002928
 DSO 1     2021,2.095     ,1.39      ,3.97      ,0.0813    ,          ,          ,          ,          ,  12010310
 DSO 2     2015,          ,          ,          ,          ,0.667     ,0.468     ,0.706     ,0.0306    ,  12012928
 DSO 1     2022,1.984     ,-2.58     ,5.75      ,0.0734    ,          ,          ,          ,          ,  12020310
 DSO 2     2016,          ,          ,          ,          ,0.647     ,0.389     ,0.746     ,0.0258    ,  12022928
 DSO 1     2023,1.952     ,-1.98     ,1.39      ,0.0714    ,          ,          ,          ,          ,  12030310
 DSO 2     2017,          ,          ,          ,          ,0.349     ,-0.048    ,0.448     ,0.0159    ,  12032928
 DSO 1     2024,2.254     ,-1.59     ,-0.79     ,0.0774    ,          ,          ,          ,          ,  12040310
 DSO 2     2018,          ,          ,          ,          ,0.131     ,0.071     ,0.369     ,0.0155    ,  12042928
 DSO 1     2025,2.143     ,0.20      ,3.77      ,0.0615    ,          ,          ,          ,          ,  12050310
 DSO 2     2019,          ,          ,          ,          ,0.429     ,0.270     ,0.508     ,0.0179    ,  12052928
 DSO 1     2026,2.349     ,3.57      ,5.75      ,0.0754    ,          ,          ,          ,          ,  12060310
 DSO 2     2020,          ,          ,          ,          ,0.488     ,0.091     ,0.409     ,0.0119    ,  12062928
 DSO 1     2027,2.302     ,0.00      ,2.58      ,0.1052    ,          ,          ,          ,          ,  12070310
 DSO 2     2021,          ,          ,          ,          ,0.647     ,0.528     ,0.885     ,0.0139    ,  12072928
 DSO 1     2028,2.413     ,2.78      ,3.97      ,0.0972    ,          ,          ,          ,          ,  12080310
 DSO 2     2022,          ,          ,          ,          ,0.627     ,0.468     ,0.567     ,0.0167    ,  12082928
 DSO 1     2029,2.286     ,2.58      ,0.60      ,0.0833    ,          ,          ,          ,          ,  12090310
 DSO 2     2023,          ,          ,          ,          ,0.508     ,0.567     ,0.647     ,0.0222    ,  12092928
 DSO 1     2030,1.937     ,0.40      ,3.77      ,0.0714    ,          ,          ,          ,          ,  12100310
 DSO 2     2024,          ,          ,          ,          ,0.587     ,0.409     ,0.825     ,0.0190    ,  12102928
 DSO 1     2031,2.302     ,-0.40     ,0.40      ,0.0675    ,          ,          ,          ,          ,  12110310
 DSO 2     2025,          ,          ,          ,          ,0.389     ,0.151     ,0.607     ,0.0198    ,  12112928
 DSO 1     2032,2.381     ,1.59      ,2.58      ,0.0655    ,          ,          ,          ,          ,  12120310
 DSO 2     2026,          ,          ,          ,          ,0.250     ,0.210     ,0.429     ,0.0151    ,  12122928
 DSO 1     2033,2.302     ,1.98      ,0.20      ,0.0635    ,          ,          ,          ,          ,  12130310
 DSO 2     2027,          ,          ,          ,          ,0.528     ,0.210     ,0.171     ,0.0187    ,  12132928
 DSO 1     2034,2.333     ,-0.79     ,3.97      ,0.0933    ,          ,          ,          ,          ,  12140310
 DSO 2     2028,          ,          ,          ,          ,0.429     ,0.111     ,0.508     ,0.0131    ,  12142928
 DSO 1     2035,2.413     ,0.20      ,1.79      ,0.0873    ,          ,          ,          ,          ,  12150310
 DSO 2     2029,          ,          ,          ,          ,0.905     ,0.726     ,0.786     ,0.0218    ,  12152928
 DSO 1     2036,2.175     ,0.79      ,0.79      ,0.1032    ,          ,          ,          ,          ,  12160310
 DSO 2     2030,          ,          ,          ,          ,0.746     ,0.964     ,0.587     ,0.0183    ,  12162928
 DSO 1     2037,2.333     ,0.60      ,-0.20     ,0.1012    ,          ,          ,          ,          ,  12170310
 DSO 2     2031,          ,          ,          ,          ,0.647     ,0.746     ,0.726     ,0.0234    ,  12172928
 DSO 1     2038,1.889     ,-2.18     ,0.99      ,0.0754    ,          ,          ,          ,          ,  12180310
 DSO 2     2032,          ,          ,          ,          ,0.429     ,0.409     ,0.468     ,0.0242    ,  12182928
 DSO 1     2039,2.206     ,-0.79     ,2.98      ,0.0734    ,          ,          ,          ,          ,  12190310
 DSO 2     2033,          ,          ,          ,          ,0.389     ,0.012     ,0.369     ,0.0147    ,  12192928
 DSO 1     2040,2.238     ,0.99      ,1.39      ,0.0734    ,          ,          ,          ,          ,  12200310
 DSO 2     2034,          ,          ,          ,          ,0.111     ,0.171     ,0.310     ,0.0179    ,  12202928
 DSO 1     2041,2.190     ,0.20      ,2.78      ,0.0655    ,          ,          ,          ,          ,  12210310
 DSO 2     2035,          ,          ,          ,          ,0.091     ,0.250     ,0.468     ,0.0179    ,  12212928
 DSO 1     2042,2.206     ,0.40      ,3.37      ,0.1071    ,          ,          ,          ,          ,  12220310
 DSO 2     2036,          ,          ,          ,          ,0.210     ,0.329     ,0.329     ,0.0171    ,  12222928
 DSO 1     2043,2.413     ,-1.19     ,-0.60     ,0.1131    ,          ,          ,          ,          ,  12230310
 DSO 2     2037,          ,          ,          ,          ,0.726     ,0.587     ,0.746     ,0.0206    ,  12232928
 DSO 1     2044,2.413     ,0.99      ,3.37      ,0.0933    ,          ,          ,          ,          ,  12240310
 DSO 2     2038,          ,          ,          ,          ,0.627     ,0.310     ,0.627     ,0.0222    ,  12242928
 DSO 1     2045,2.048     ,2.18      ,0.99      ,0.0794    ,          ,          ,          ,          ,  12250310
 DSO 2     2039,          ,          ,          ,          ,0.647     ,0.607     ,0.806     ,0.0262    ,  12252928
 DSO 1     2046,2.175     ,1.79      ,1.79      ,0.0575    ,          ,          ,          ,          ,  12260310
 DSO 2     2040,          ,          ,          ,          ,0.468     ,0.766     ,0.806     ,0.0210    ,  12262928
 DSO 1     2047,2.238     ,-2.18     ,1.19      ,0.0853    ,          ,          ,          ,          ,  12270310
 DSO 2     2041,          ,          ,          ,          ,0.329     ,-0.087    ,0.429     ,0.0171    ,  12272928
 DSO 1     2048,2.063     ,-0.60     ,2.98      ,0.0258    ,          ,          ,          ,          ,  12280310
 DSO 2     2042,          ,          ,          ,          ,0.409     ,0.171     ,0.270     ,0.0159    ,  12282928
 DSO 1     2049,2.159     ,-1.19     ,-0.99     ,0.0675    ,          ,          ,          ,          ,  12290310
 DSO 2     2043,          ,          ,          ,          ,0.091     ,-0.087    ,0.329     ,0.0183    ,  12292928
 DSO 1     2050,2.095     ,-1.39     ,3.37      ,0.0893    ,          ,          ,          ,          ,  12300310
 DSO 2     2044,          ,          ,          ,          ,0.349     ,0.270     ,0.468     ,0.0190    ,  12302928
 DSO 1     2051,2.286     ,-1.39     ,1.39      ,0.0933    ,          ,          ,          ,          ,  12310310
 DSO 2     2045,          ,          ,          ,          ,0.667     ,0.667     ,0.647     ,0.0135    ,  12312928
 DSO 1     2052,2.175     ,-1.19     ,2.38      ,0.0734    ,          ,          ,          ,          ,  12320310
 DSO 2     2046,          ,          ,          ,          ,0.726     ,0.667     ,0.786     ,0.0206    ,  12322928
 DSO 1     2053,2.333     ,5.16      ,4.37      ,0.1071    ,          ,          ,          ,          ,  12330310
 DSO 2     2047,          ,          ,          ,          ,0.627     ,0.429     ,0.627     ,0.0218    ,  12332928
 DSO 1     2054,2.317     ,0.79      ,4.76      ,0.1171    ,          ,          ,          ,          ,  12340310
 DSO 2     2048,          ,          ,          ,          ,0.587     ,0.329     ,0.190     ,0.0155    ,  12342928
 DSO 1     2055,2.032     ,-2.98     ,2.38      ,0.0754    ,          ,          ,          ,          ,  12350310
 DSO 2     2049,          ,          ,          ,          ,0.548     ,0.647     ,0.925     ,0.0187    ,  12352928
 DSO 1     2056,1.984     ,-0.20     ,4.56      ,0.0476    ,          ,          ,          ,          ,  12360310
 DSO 2     2050,          ,          ,          ,          ,-0.048    ,0.091     ,0.329     ,0.0175    ,  12362928
 DSO 1     2057,2.079     ,1.59      ,2.38      ,0.0813    ,          ,          ,          ,          ,  12370310
 DSO 2     2051,          ,          ,          ,          ,0.210     ,0.290     ,0.151     ,0.0131    ,  12372928
 DSO 1     2058,2.286     ,-0.40     ,4.96      ,0.0377    ,          ,          ,          ,          ,  12380310
 DSO 2     2052,          ,          ,          ,          ,0.508     ,-0.008    ,0.627     ,0.0230    ,  12382928
 DSO 1     2059,2.397     ,-0.79     ,2.98      ,0.0714    ,          ,          ,          ,          ,  12390310
 DSO 2     2053,          ,          ,          ,          ,-0.067    ,0.052     ,0.567     ,0.0187    ,  12392928
 DSO 1     2060,2.333     ,-0.40     ,0.00      ,0.0575    ,          ,          ,          ,          ,  12400310
 DSO 2     2054,          ,          ,          ,          ,0.806     ,0.488     ,0.706     ,0.0214    ,  12402928
 DSO 1     2061,2.190     ,2.58      ,3.57      ,0.1052    ,          ,          ,          ,          ,  12410310
 DSO 2     2055,          ,          ,          ,          ,0.687     ,0.369     ,0.627     ,0.0282    ,  12412928
 DSO 1     2062,2.397     ,2.18      ,2.38      ,0.0774    ,          ,          ,          ,          ,  12420310
 DSO 2     2056,          ,          ,          ,          ,0.706     ,0.468     ,0.627     ,0.0175    ,  12422928
 DSO 1     2063,2.238     ,-1.59     ,3.77      ,0.0655    ,          ,          ,          ,          ,  12430310
 DSO 2     2057,          ,          ,          ,          ,0.647     ,0.726     ,0.647     ,0.0218    ,  12432928
 DSO 1     2064,2.270     ,-0.60     ,3.37      ,0.0635    ,          ,          ,          ,          ,  12440310
 DSO 2     2058,          ,          ,          ,          ,0.409     ,0.131     ,0.171     ,0.0218    ,  12442928
 DSO 1     2065,2.206     ,0.40      ,3.17      ,0.0933    ,          ,          ,          ,          ,  12450310
 DSO 2     2059,          ,          ,          ,          ,0.190     ,0.111     ,0.429     ,0.0131    ,  12452928
