               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,          
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
 DSO 1      622,0.698     ,0.00      ,0.20      ,0.0694    ,          ,          ,          ,          ,  -1979690
 DSO 2      616,          ,          ,          ,          ,0.290     ,0.032     ,0.429     ,0.0198    ,  -1977072
 DSO 1      623,0.857     ,2.98      ,1.19      ,0.0754    ,          ,          ,          ,          ,  -1969690
 DSO 2      617,          ,          ,          ,          ,0.171     ,0.190     ,0.448     ,0.0151    ,  -1967072
 DSO 1      624,0.937     ,2.38      ,0.79      ,0.0694    ,          ,          ,          ,          ,  -1959690
 DSO 2      618,          ,          ,          ,          ,0.845     ,0.567     ,0.627     ,0.0278    ,  -1957072
 DSO 1      625,0.841     ,4.17      ,0.40      ,0.0774    ,          ,          ,          ,          ,  -1949690
 DSO 2      619,          ,          ,          ,          ,0.687     ,0.429     ,0.706     ,0.0179    ,  -1947072
 DSO 1      626,0.746     ,3.17      ,2.38      ,0.0694    ,          ,          ,          ,          ,  -1939690
 DSO 2      620,          ,          ,          ,          ,0.468     ,0.587     ,0.567     ,0.0167    ,  -1937072
 DSO 1      627,0.921     ,-1.39     ,-0.20     ,0.0575    ,          ,          ,          ,          ,  -1929690
 DSO 2      621,          ,          ,          ,          ,0.687     ,0.786     ,0.647     ,0.0238    ,  -1927072
 DSO 1      628,0.746     ,0.00      ,3.97      ,0.0734    ,          ,          ,          ,          ,  -1919690
 DSO 2      622,          ,          ,          ,          ,0.528     ,0.131     ,0.290     ,0.0155    ,  -1917072
 DSO 1      629,0.778     ,-0.79     ,2.58      ,0.0714    ,          ,          ,          ,          ,  -1909690
 DSO 2      623,          ,          ,          ,          ,0.429     ,-0.087    ,0.329     ,0.0167    ,  -1907072
 DSO 1      630,0.492     ,1.39      ,2.58      ,0.0556    ,          ,          ,          ,          ,  -1899690
 DSO 2      624,          ,          ,          ,          ,0.528     ,0.230     ,0.627     ,0.0167    ,  -1897072
 DSO 1      631,0.683     ,-1.79     ,4.17      ,0.0456    ,          ,          ,          ,          ,  -1889690
 DSO 2      625,          ,          ,          ,          ,0.488     ,0.290     ,0.528     ,0.0250    ,  -1887072
 DSO 1      632,0.683     ,0.20      ,4.17      ,0.0655    ,          ,          ,          ,          ,  -1879690
 DSO 2      626,          ,          ,          ,          ,0.647     ,0.329     ,0.806     ,0.0183    ,  -1877072
 DSO 1      633,0.984     ,1.19      ,3.77      ,0.0794    ,          ,          ,          ,          ,  -1869690
 DSO 2      627,          ,          ,          ,          ,0.567     ,0.865     ,0.627     ,0.0198    ,  -1867072
 DSO 1      634,0.810     ,-0.99     ,3.17      ,0.0913    ,          ,          ,          ,          ,  -1859690
 DSO 2      628,          ,          ,          ,          ,0.448     ,0.349     ,0.528     ,0.0183    ,  -1857072
 DSO 1      635,0.540     ,1.59      ,4.17      ,0.0833    ,          ,          ,          ,          ,  -1849690
 DSO 2      629,          ,          ,          ,          ,0.687     ,0.429     ,0.726     ,0.0286    ,  -1847072
 DSO 1      636,0.492     ,-2.78     ,6.15      ,0.0734    ,          ,          ,          ,          ,  -1839690
 DSO 2      630,          ,          ,          ,          ,0.627     ,0.389     ,0.746     ,0.0254    ,  -1837072
 DSO 1      637,0.413     ,-2.38     ,1.59      ,0.0714    ,          ,          ,          ,          ,  -1829690
 DSO 2      631,          ,          ,          ,          ,0.310     ,-0.048    ,0.448     ,0.0159    ,  -1827072
 DSO 1      638,0.683     ,-1.98     ,-0.79     ,0.0794    ,          ,          ,          ,          ,  -1819690
 DSO 2      632,          ,          ,          ,          ,0.131     ,0.012     ,0.369     ,0.0135    ,  -1817072
 DSO 1      639,0.603     ,-0.40     ,4.17      ,0.0635    ,          ,          ,          ,          ,  -1809690
 DSO 2      633,          ,          ,          ,          ,0.389     ,0.270     ,0.528     ,0.0210    ,  -1807072
 DSO 1      640,0.857     ,3.37      ,6.15      ,0.0754    ,          ,          ,          ,          ,  -1799690
 DSO 2      634,          ,          ,          ,          ,0.468     ,0.071     ,0.409     ,0.0103    ,  -1797072
 DSO 1      641,0.794     ,-0.40     ,2.78      ,0.1032    ,          ,          ,          ,          ,  -1789690
 DSO 2      635,          ,          ,          ,          ,0.647     ,0.528     ,0.865     ,0.0159    ,  -1787072
 DSO 1      642,0.889     ,2.58      ,4.37      ,0.0952    ,          ,          ,          ,          ,  -1779690
 DSO 2      636,          ,          ,          ,          ,0.647     ,0.448     ,0.567     ,0.0155    ,  -1777072
 DSO 1      643,0.762     ,2.58      ,0.79      ,0.0833    ,          ,          ,          ,          ,  -1769690
 DSO 2      637,          ,          ,          ,          ,0.528     ,0.567     ,0.627     ,0.0222    ,  -1767072
 DSO 1      644,0.476     ,0.20      ,3.97      ,0.0714    ,          ,          ,          ,          ,  -1759690
 DSO 2      638,          ,          ,          ,          ,0.607     ,0.389     ,0.806     ,0.0175    ,  -1757072
 DSO 1      645,0.762     ,-0.40     ,0.40      ,0.0675    ,          ,          ,          ,          ,  -1749690
 DSO 2      639,          ,          ,          ,          ,0.389     ,0.171     ,0.567     ,0.0187    ,  -1747072
 DSO 1      646,0.841     ,1.39      ,2.58      ,0.0595    ,          ,          ,          ,          ,  -1739690
 DSO 2      640,          ,          ,          ,          ,0.250     ,0.230     ,0.409     ,0.0159    ,  -1737072
 DSO 1      647,0.746     ,1.59      ,0.20      ,0.0615    ,          ,          ,          ,          ,  -1729690
 DSO 2      641,          ,          ,          ,          ,0.508     ,0.230     ,0.171     ,0.0187    ,  -1727072
 DSO 1      648,0.889     ,-0.60     ,4.37      ,0.0952    ,          ,          ,          ,          ,  -1719690
 DSO 2      642,          ,          ,          ,          ,0.448     ,0.032     ,0.528     ,0.0143    ,  -1717072
 DSO 1      649,0.921     ,0.40      ,1.79      ,0.0873    ,          ,          ,          ,          ,  -1709690
 DSO 2      643,          ,          ,          ,          ,0.905     ,0.726     ,0.766     ,0.0210    ,  -1707072
 DSO 1      650,0.667     ,0.60      ,0.99      ,0.1052    ,          ,          ,          ,          ,  -1699690
 DSO 2      644,          ,          ,          ,          ,0.766     ,0.964     ,0.607     ,0.0179    ,  -1697072
 DSO 1      651,0.794     ,0.79      ,-0.20     ,0.0992    ,          ,          ,          ,          ,  -1689690
 DSO 2      645,          ,          ,          ,          ,0.627     ,0.706     ,0.726     ,0.0250    ,  -1687072
 DSO 1      652,0.429     ,-2.58     ,1.39      ,0.0734    ,          ,          ,          ,          ,  -1679690
 DSO 2      646,          ,          ,          ,          ,0.409     ,0.389     ,0.508     ,0.0250    ,  -1677072
 DSO 1      653,0.698     ,-0.99     ,3.37      ,0.0754    ,          ,          ,          ,          ,  -1669690
 DSO 2      647,          ,          ,          ,          ,0.409     ,0.012     ,0.329     ,0.0155    ,  -1667072
 DSO 1      654,0.714     ,0.79      ,1.59      ,0.0754    ,          ,          ,          ,          ,  -1659690
 DSO 2      648,          ,          ,          ,          ,0.091     ,0.151     ,0.290     ,0.0163    ,  -1657072
 DSO 1      655,0.667     ,0.20      ,2.78      ,0.0635    ,          ,          ,          ,          ,  -1649690
 DSO 2      649,          ,          ,          ,          ,0.111     ,0.250     ,0.488     ,0.0179    ,  -1647072
 DSO 1      656,0.730     ,0.20      ,3.17      ,0.1091    ,          ,          ,          ,          ,  -1639690
 DSO 2      650,          ,          ,          ,          ,0.190     ,0.250     ,0.310     ,0.0171    ,  -1637072
 DSO 1      657,0.889     ,-1.19     ,-0.40     ,0.1171    ,          ,          ,          ,          ,  -1629690
 DSO 2      651,          ,          ,          ,          ,0.726     ,0.548     ,0.746     ,0.0206    ,  -1627072
 DSO 1      658,0.873     ,0.99      ,3.77      ,0.0933    ,          ,          ,          ,          ,  -1619690
 DSO 2      652,          ,          ,          ,          ,0.627     ,0.310     ,0.607     ,0.0222    ,  -1617072
 DSO 1      659,0.524     ,2.18      ,0.99      ,0.0794    ,          ,          ,          ,          ,  -1609690
 DSO 2      653,          ,          ,          ,          ,0.647     ,0.627     ,0.806     ,0.0246    ,  -1607072
 DSO 1      660,0.730     ,1.59      ,2.18      ,0.0595    ,          ,          ,          ,          ,  -1599690
 DSO 2      654,          ,          ,          ,          ,0.448     ,0.746     ,0.806     ,0.0206    ,  -1597072
 DSO 1      661,0.730     ,-2.18     ,1.79      ,0.0873    ,          ,          ,          ,          ,  -1589690
 DSO 2      655,          ,          ,          ,          ,0.310     ,-0.107    ,0.389     ,0.0159    ,  -1587072
 DSO 1      662,0.540     ,-0.79     ,3.37      ,0.0258    ,          ,          ,          ,          ,  -1579690
 DSO 2      656,          ,          ,          ,          ,0.409     ,0.131     ,0.270     ,0.0155    ,  -1577072
 DSO 1      663,0.667     ,-0.99     ,-1.19     ,0.0635    ,          ,          ,          ,          ,  -1569690
 DSO 2      657,          ,          ,          ,          ,0.091     ,-0.107    ,0.310     ,0.0179    ,  -1567072
 DSO 1      664,0.587     ,-0.99     ,3.57      ,0.0893    ,          ,          ,          ,          ,  -1559690
 DSO 2      658,          ,          ,          ,          ,0.389     ,0.230     ,0.429     ,0.0179    ,  -1557072
 DSO 1      665,0.810     ,-1.79     ,1.59      ,0.0913    ,          ,          ,          ,          ,  -1549690
 DSO 2      659,          ,          ,          ,          ,0.687     ,0.647     ,0.627     ,0.0151    ,  -1547072
 DSO 1      666,0.683     ,-1.39     ,2.58      ,0.0754    ,          ,          ,          ,          ,  -1539690
 DSO 2      660,          ,          ,          ,          ,0.706     ,0.647     ,0.766     ,0.0194    ,  -1537072
 DSO 1      667,0.810     ,5.16      ,4.56      ,0.1032    ,          ,          ,          ,          ,  -1529690
 DSO 2      661,          ,          ,          ,          ,0.687     ,0.409     ,0.627     ,0.0202    ,  -1527072
 DSO 1      668,0.857     ,0.99      ,4.96      ,0.1190    ,          ,          ,          ,          ,  -1519690
 DSO 2      662,          ,          ,          ,          ,0.627     ,0.310     ,0.210     ,0.0159    ,  -1517072
 DSO 1      669,0.540     ,-3.17     ,2.78      ,0.0794    ,          ,          ,          ,          ,  -1509690
 DSO 2      663,          ,          ,          ,          ,0.548     ,0.667     ,0.905     ,0.0187    ,  -1507072
 DSO 1      670,0.476     ,0.00      ,4.96      ,0.0456    ,          ,          ,          ,          ,  -1499690
 DSO 2      664,          ,          ,          ,          ,-0.008    ,0.091     ,0.310     ,0.0151    ,  -1497072
 DSO 1      671,0.556     ,1.79      ,2.98      ,0.0813    ,          ,          ,          ,          ,  -1489690
 DSO 2      665,          ,          ,          ,          ,0.230     ,0.290     ,0.131     ,0.0127    ,  -1487072
 DSO 1      672,0.746     ,-0.40     ,4.96      ,0.0357    ,          ,          ,          ,          ,  -1479690
 DSO 2      666,          ,          ,          ,          ,0.528     ,-0.028    ,0.607     ,0.0238    ,  -1477072
 DSO 1      673,0.905     ,-0.79     ,3.17      ,0.0714    ,          ,          ,          ,          ,  -1469690
 DSO 2      667,          ,          ,          ,          ,-0.087    ,0.012     ,0.548     ,0.0183    ,  -1467072
 DSO 1      674,0.794     ,-0.40     ,0.20      ,0.0615    ,          ,          ,          ,          ,  -1459690
 DSO 2      668,          ,          ,          ,          ,0.786     ,0.468     ,0.706     ,0.0198    ,  -1457072
 DSO 1      675,0.651     ,2.58      ,3.57      ,0.1071    ,          ,          ,          ,          ,  -1449690
 DSO 2      669,          ,          ,          ,          ,0.687     ,0.329     ,0.627     ,0.0290    ,  -1447072
 DSO 1      676,0.857     ,2.18      ,2.58      ,0.0774    ,          ,          ,          ,          ,  -1439690
 DSO 2      670,          ,          ,          ,          ,0.746     ,0.488     ,0.647     ,0.0167    ,  -1437072
 DSO 1      677,0.794     ,-1.98     ,3.57      ,0.0694    ,          ,          ,          ,          ,  -1429690
 DSO 2      671,          ,          ,          ,          ,0.687     ,0.706     ,0.647     ,0.0222    ,  -1427072
 DSO 1      678,0.778     ,-0.60     ,3.57      ,0.0635    ,          ,          ,          ,          ,  -1419690
 DSO 2      672,          ,          ,          ,          ,0.429     ,0.111     ,0.171     ,0.0194    ,  -1417072
 DSO 1      679,0.714     ,0.40      ,3.37      ,0.0893    ,          ,          ,          ,          ,  -1409690
 DSO 2      673,          ,          ,          ,          ,0.171     ,0.091     ,0.409     ,0.0163    ,  -1407072
 DSO 1      680,0.619     ,0.99      ,2.58      ,0.0714    ,          ,          ,          ,          ,  -1399690
 DSO 2      674,          ,          ,          ,          ,0.270     ,0.508     ,0.468     ,0.0226    ,  -1397072
 DSO 1      681,0.921     ,-1.19     ,-0.60     ,0.1171    ,          ,          ,          ,          ,  -1389690
 DSO 2      675,          ,          ,          ,          ,0.290     ,0.071     ,0.567     ,0.0175    ,  -1387072
 DSO 1      682,0.762     ,-2.98     ,1.79      ,0.0615    ,          ,          ,          ,          ,  -1379690
 DSO 2      676,          ,          ,          ,          ,0.548     ,0.726     ,0.825     ,0.0163    ,  -1377072
 DSO 1      683,0.667     ,3.97      ,1.98      ,0.1270    ,          ,          ,          ,          ,  -1369690
 DSO 2      677,          ,          ,          ,          ,0.726     ,0.488     ,0.548     ,0.0214    ,  -1367072
 DSO 1      684,0.825     ,0.79      ,2.98      ,0.0873    ,          ,          ,          ,          ,  -1359690
 DSO 2      678,          ,          ,          ,          ,0.528     ,0.230     ,0.746     ,0.0230    ,  -1357072
 DSO 1      685,0.778     ,-2.38     ,1.79      ,0.0496    ,          ,          ,          ,          ,  -1349690
 DSO 2      679,          ,          ,          ,          ,0.687     ,0.508     ,0.528     ,0.0218    ,  -1347072
 DSO 1      686,0.683     ,-3.37     ,0.79      ,0.0456    ,          ,          ,          ,          ,  -1339690
 DSO 2      680,          ,          ,          ,          ,0.250     ,-0.087    ,0.171     ,0.0135    ,  -1337072
 DSO 1      687,0.619     ,-0.60     ,-0.99     ,0.0675    ,          ,          ,          ,          ,  -1329690
 DSO 2      681,          ,          ,          ,          ,0.349     ,0.190     ,0.171     ,0.0119    ,  -1327072
 DSO 1      688,0.810     ,0.20      ,4.96      ,0.0595    ,          ,          ,          ,          ,  -1319690
 DSO 2      682,          ,          ,          ,          ,0.171     ,-0.008    ,0.488     ,0.0155    ,  -1317072
 DSO 1      689,0.508     ,0.00      ,1.79      ,0.1012    ,          ,          ,          ,          ,  -1309690
 DSO 2      683,          ,          ,          ,          ,0.310     ,0.012     ,0.587     ,0.0107    ,  -1307072
 DSO 1      690,1.000     ,0.79      ,-0.20     ,0.0536    ,          ,          ,          ,          ,  -1299690
 DSO 2      684,          ,          ,          ,          ,0.905     ,0.766     ,0.528     ,0.0179    ,  -1297072
 DSO 1      691,0.889     ,1.39      ,4.56      ,0.0734    ,          ,          ,          ,          ,  -1289690
 DSO 2      685,          ,          ,          ,          ,0.964     ,0.627     ,0.845     ,0.0222    ,  -1287072
 DSO 1      692,0.683     ,0.79      ,3.97      ,0.0833    ,          ,          ,          ,          ,  -1279690
 DSO 2      686,          ,          ,          ,          ,0.726     ,0.349     ,0.865     ,0.0171    ,  -1277072
 DSO 1      693,0.825     ,1.39      ,2.58      ,0.0873    ,          ,          ,          ,          ,  -1269690
 DSO 2      687,          ,          ,          ,          ,0.865     ,0.607     ,0.984     ,0.0183    ,  -1267072
 DSO 1      694,0.778     ,-2.18     ,4.76      ,0.0317    ,          ,          ,          ,          ,  -1259690
 DSO 2      688,          ,          ,          ,          ,0.052     ,-0.147    ,0.448     ,0.0163    ,  -1257072
 DSO 1      695,0.635     ,-1.19     ,5.16      ,0.0317    ,          ,          ,          ,          ,  -1249690
 DSO 2      689,          ,          ,          ,          ,0.349     ,0.151     ,0.012     ,0.0139    ,  -1247072
 DSO 1      696,0.810     ,-0.79     ,2.98      ,0.0694    ,          ,          ,          ,          ,  -1239690
 DSO 2      690,          ,          ,          ,          ,0.508     ,0.190     ,0.766     ,0.0119    ,  -1237072
 DSO 1      697,0.778     ,-0.60     ,3.37      ,0.0218    ,          ,          ,          ,          ,  -1229690
 DSO 2      691,          ,          ,          ,          ,0.329     ,0.190     ,0.349     ,0.0155    ,  -1227072
 DSO 1      698,0.841     ,1.19      ,2.18      ,0.0853    ,          ,          ,          ,          ,  -1219690
 DSO 2      692,          ,          ,          ,          ,0.825     ,0.567     ,0.567     ,0.0222    ,  -1217072
 DSO 1      699,0.667     ,1.59      ,4.17      ,0.0933    ,          ,          ,          ,          ,  -1209690
 DSO 2      693,          ,          ,          ,          ,0.806     ,0.270     ,0.667     ,0.0222    ,  -1207072
 DSO 1      700,1.063     ,3.37      ,5.95      ,0.1012    ,          ,          ,          ,          ,  -1199690
 DSO 2      694,          ,          ,          ,          ,0.349     ,0.468     ,0.925     ,0.0190    ,  -1197072
 DSO 1      701,0.794     ,1.98      ,3.37      ,0.0714    ,          ,          ,          ,          ,  -1189690
 DSO 2      695,          ,          ,          ,          ,0.607     ,0.548     ,0.528     ,0.0187    ,  -1187072
 DSO 1      702,0.810     ,-2.98     ,2.78      ,0.0496    ,          ,          ,          ,          ,  -1179690
 DSO 2      696,          ,          ,          ,          ,0.310     ,0.726     ,0.806     ,0.0202    ,  -1177072
 DSO 1      703,0.841     ,0.00      ,1.79      ,0.0377    ,          ,          ,          ,          ,  -1169690
 DSO 2      697,          ,          ,          ,          ,0.290     ,0.250     ,0.448     ,0.0143    ,  -1167072
 DSO 1      704,0.683     ,0.20      ,2.98      ,0.0575    ,          ,          ,          ,          ,  -1159690
 DSO 2      698,          ,          ,          ,          ,0.448     ,0.071     ,0.528     ,0.0202    ,  -1157072
 DSO 1      705,0.810     ,1.39      ,1.39      ,0.0595    ,          ,          ,          ,          ,  -1149690
 DSO 2      699,          ,          ,          ,          ,0.210     ,-0.107    ,0.488     ,0.0206    ,  -1147072
 DSO 1      706,0.667     ,-0.79     ,2.38      ,0.0595    ,          ,          ,          ,          ,  -1139690
 DSO 2      700,          ,          ,          ,          ,0.250     ,0.071     ,0.409     ,0.0151    ,  -1137072
 DSO 1      707,1.032     ,-0.99     ,4.76      ,0.0992    ,          ,          ,          ,          ,  -1129690
 DSO 2      701,          ,          ,          ,          ,0.389     ,0.687     ,0.706     ,0.0163    ,  -1127072
 DSO 1      708,0.794     ,0.79      ,1.79      ,0.0813    ,          ,          ,          ,          ,  -1119690
 DSO 2      702,          ,          ,          ,          ,0.627     ,0.171     ,1.163     ,0.0183    ,  -1117072
 DSO 1      709,0.762     ,2.58      ,3.77      ,0.0952    ,          ,          ,          ,          ,  -1109690
 DSO 2      703,          ,          ,          ,          ,0.369     ,0.667     ,0.865     ,0.0206    ,  -1107072
 DSO 1      710,0.603     ,0.60      ,2.78      ,0.0516    ,          ,          ,          ,          ,  -1099690
 DSO 2      704,          ,          ,          ,          ,0.468     ,0.687     ,0.865     ,0.0226    ,  -1097072
 DSO 1      711,0.603     ,-0.79     ,3.37      ,0.0655    ,          ,          ,          ,          ,  -1089690
 DSO 2      705,          ,          ,          ,          ,0.151     ,-0.107    ,0.230     ,0.0194    ,  -1087072
 DSO 1      712,0.571     ,1.19      ,4.56      ,0.0675    ,          ,          ,          ,          ,  -1079690
 DSO 2      706,          ,          ,          ,          ,0.329     ,0.230     ,0.607     ,0.0131    ,  -1077072
 DSO 1      713,0.540     ,-2.38     ,2.18      ,0.0357    ,          ,          ,          ,          ,  -1069690
 DSO 2      707,          ,          ,          ,          ,0.270     ,0.151     ,0.369     ,0.0171    ,  -1067072
 DSO 1      714,0.810     ,-2.58     ,4.96      ,0.0873    ,          ,          ,          ,          ,  -1059690
 DSO 2      708,          ,          ,          ,          ,0.429     ,-0.048    ,0.329     ,0.0218    ,  -1057072
 DSO 1      715,0.683     ,4.17      ,1.79      ,0.0952    ,          ,          ,          ,          ,  -1049690
 DSO 2      709,          ,          ,          ,          ,0.468     ,0.310     ,0.865     ,0.0187    ,  -1047072
 DSO 1      716,0.952     ,0.40      ,4.37      ,0.1171    ,          ,          ,          ,          ,  -1039690
 DSO 2      710,          ,          ,          ,          ,0.687     ,0.369     ,0.726     ,0.0135    ,  -1037072
 DSO 1      717,0.810     ,1.19      ,1.79      ,0.0575    ,          ,          ,          ,          ,  -1029690
 DSO 2      711,          ,          ,          ,          ,0.647     ,0.528     ,0.706     ,0.0187    ,  -1027072
 DSO 1      718,0.810     ,0.99      ,2.18      ,0.0774    ,          ,          ,          ,          ,  -1019690
 DSO 2      712,          ,          ,          ,          ,0.786     ,0.587     ,0.687     ,0.0246    ,  -1017072
 DSO 1      719,0.524     ,1.19      ,4.96      ,0.0496    ,          ,          ,          ,          ,  -1009690
 DSO 2      713,          ,          ,          ,          ,0.389     ,-0.008    ,0.468     ,0.0163    ,  -1007072
 DSO 1      720,0.683     ,-0.60     ,2.38      ,0.0774    ,          ,          ,          ,          ,   -999690
 DSO 2      714,          ,          ,          ,          ,0.111     ,0.171     ,0.290     ,0.0198    ,   -997072
 DSO 1      721,0.714     ,0.00      ,0.40      ,0.0694    ,          ,          ,          ,          ,   -989690
 DSO 2      715,          ,          ,          ,          ,0.270     ,0.032     ,0.429     ,0.0198    ,   -987072
 DSO 1      722,0.889     ,2.98      ,1.19      ,0.0794    ,          ,          ,          ,          ,   -979690
 DSO 2      716,          ,          ,          ,          ,0.131     ,0.171     ,0.448     ,0.0155    ,   -977072
 DSO 1      723,0.952     ,2.58      ,0.79      ,0.0694    ,          ,          ,          ,          ,   -969690
 DSO 2      717,          ,          ,          ,          ,0.825     ,0.508     ,0.647     ,0.0266    ,   -967072
 DSO 1      724,0.857     ,4.17      ,0.40      ,0.0774    ,          ,          ,          ,          ,   -959690
 DSO 2      718,          ,          ,          ,          ,0.706     ,0.389     ,0.726     ,0.0167    ,   -957072
 DSO 1      725,0.778     ,3.37      ,2.58      ,0.0734    ,          ,          ,          ,          ,   -949690
 DSO 2      719,          ,          ,          ,          ,0.468     ,0.607     ,0.567     ,0.0167    ,   -947072
 DSO 1      726,0.952     ,-1.59     ,0.20      ,0.0595    ,          ,          ,          ,          ,   -939690
 DSO 2      720,          ,          ,          ,          ,0.687     ,0.766     ,0.627     ,0.0230    ,   -937072
 DSO 1      727,0.778     ,-0.20     ,3.97      ,0.0734    ,          ,          ,          ,          ,   -929690
 DSO 2      721,          ,          ,          ,          ,0.488     ,0.071     ,0.310     ,0.0159    ,   -927072
 DSO 1      728,0.810     ,-0.40     ,2.38      ,0.0714    ,          ,          ,          ,          ,   -919690
 DSO 2      722,          ,          ,          ,          ,0.409     ,-0.107    ,0.290     ,0.0163    ,   -917072
 DSO 1      729,0.508     ,1.19      ,2.78      ,0.0595    ,          ,          ,          ,          ,   -909690
 DSO 2      723,          ,          ,          ,          ,0.528     ,0.190     ,0.647     ,0.0171    ,   -907072
 DSO 1      730,0.730     ,-1.79     ,4.17      ,0.0437    ,          ,          ,          ,          ,   -899690
 DSO 2      724,          ,          ,          ,          ,0.448     ,0.310     ,0.468     ,0.0258    ,   -897072
 DSO 1      731,0.714     ,0.00      ,4.17      ,0.0655    ,          ,          ,          ,          ,   -889690
 DSO 2      725,          ,          ,          ,          ,0.687     ,0.310     ,0.825     ,0.0190    ,   -887072
 DSO 1      732,0.984     ,1.39      ,3.77      ,0.0774    ,          ,          ,          ,          ,   -879690
 DSO 2      726,          ,          ,          ,          ,0.548     ,0.825     ,0.607     ,0.0198    ,   -877072
 DSO 1      733,0.841     ,-0.79     ,3.17      ,0.0913    ,          ,          ,          ,          ,   -869690
 DSO 2      727,          ,          ,          ,          ,0.448     ,0.310     ,0.567     ,0.0179    ,   -867072
 DSO 1      734,0.540     ,1.39      ,4.56      ,0.0833    ,          ,          ,          ,          ,   -859690
 DSO 2      728,          ,          ,          ,          ,0.667     ,0.429     ,0.746     ,0.0286    ,   -857072
 DSO 1      735,0.508     ,-2.58     ,5.75      ,0.0734    ,          ,          ,          ,          ,   -849690
 DSO 2      729,          ,          ,          ,          ,0.607     ,0.369     ,0.726     ,0.0254    ,   -847072
 DSO 1      736,0.460     ,-2.18     ,1.59      ,0.0694    ,          ,          ,          ,          ,   -839690
 DSO 2      730,          ,          ,          ,          ,0.349     ,-0.048    ,0.448     ,0.0159    ,   -837072
 DSO 1      737,0.714     ,-1.59     ,-0.40     ,0.0794    ,          ,          ,          ,          ,   -829690
 DSO 2      731,          ,          ,          ,          ,0.131     ,0.012     ,0.369     ,0.0139    ,   -827072
 DSO 1      738,0.619     ,0.00      ,4.17      ,0.0615    ,          ,          ,          ,          ,   -819690
 DSO 2      732,          ,          ,          ,          ,0.409     ,0.230     ,0.528     ,0.0198    ,   -817072
 DSO 1      739,0.889     ,3.37      ,6.15      ,0.0754    ,          ,          ,          ,          ,   -809690
 DSO 2      733,          ,          ,          ,          ,0.468     ,0.091     ,0.409     ,0.0095    ,   -807072
 DSO 1      740,0.810     ,-0.20     ,3.17      ,0.1032    ,          ,          ,          ,          ,   -799690
 DSO 2      734,          ,          ,          ,          ,0.647     ,0.508     ,0.865     ,0.0147    ,   -797072
 DSO 1      741,0.889     ,2.78      ,4.17      ,0.0972    ,          ,          ,          ,          ,   -789690
 DSO 2      735,          ,          ,          ,          ,0.647     ,0.409     ,0.548     ,0.0155    ,   -787072
 DSO 1      742,0.762     ,2.58      ,0.79      ,0.0813    ,          ,          ,          ,          ,   -779690
 DSO 2      736,          ,          ,          ,          ,0.488     ,0.548     ,0.627     ,0.0218    ,   -777072
 DSO 1      743,0.492     ,0.20      ,3.97      ,0.0714    ,          ,          ,          ,          ,   -769690
 DSO 2      737,          ,          ,          ,          ,0.528     ,0.429     ,0.786     ,0.0171    ,   -767072
 DSO 1      744,0.794     ,-0.40     ,0.60      ,0.0694    ,          ,          ,          ,          ,   -759690
 DSO 2      738,          ,          ,          ,          ,0.389     ,0.171     ,0.607     ,0.0194    ,   -757072
 DSO 1      745,0.873     ,1.39      ,2.98      ,0.0675    ,          ,          ,          ,          ,   -749690
 DSO 2      739,          ,          ,          ,          ,0.270     ,0.171     ,0.429     ,0.0163    ,   -747072
 DSO 1      746,0.746     ,1.79      ,0.60      ,0.0615    ,          ,          ,          ,          ,   -739690
 DSO 2      740,          ,          ,          ,          ,0.528     ,0.190     ,0.171     ,0.0187    ,   -737072
 DSO 1      747,0.905     ,-0.79     ,4.56      ,0.0933    ,          ,          ,          ,          ,   -729690
 DSO 2      741,          ,          ,          ,          ,0.409     ,0.052     ,0.508     ,0.0131    ,   -727072
 DSO 1      748,0.921     ,0.40      ,2.18      ,0.0873    ,          ,          ,          ,          ,   -719690
 DSO 2      742,          ,          ,          ,          ,0.925     ,0.726     ,0.806     ,0.0206    ,   -717072
 DSO 1      749,0.667     ,0.79      ,1.19      ,0.1032    ,          ,          ,          ,          ,   -709690
 DSO 2      743,          ,          ,          ,          ,0.766     ,0.944     ,0.607     ,0.0171    ,   -707072
 DSO 1      750,0.825     ,0.60      ,-0.20     ,0.0992    ,          ,          ,          ,          ,   -699690
 DSO 2      744,          ,          ,          ,          ,0.627     ,0.687     ,0.706     ,0.0234    ,   -697072
 DSO 1      751,0.444     ,-2.38     ,1.39      ,0.0714    ,          ,          ,          ,          ,   -689690
 DSO 2      745,          ,          ,          ,          ,0.429     ,0.349     ,0.528     ,0.0250    ,   -687072
 DSO 1      752,0.714     ,-0.60     ,3.37      ,0.0754    ,          ,          ,          ,          ,   -679690
 DSO 2      746,          ,          ,          ,          ,0.409     ,-0.008    ,0.349     ,0.0155    ,   -677072
 DSO 1      753,0.730     ,1.19      ,1.59      ,0.0754    ,          ,          ,          ,          ,   -669690
 DSO 2      747,          ,          ,          ,          ,0.091     ,0.131     ,0.310     ,0.0171    ,   -667072
 DSO 1      754,0.667     ,0.60      ,2.98      ,0.0655    ,          ,          ,          ,          ,   -659690
 DSO 2      748,          ,          ,          ,          ,0.091     ,0.190     ,0.488     ,0.0171    ,   -657072
