               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,           
 DSO 1     2336,2.698     ,-2.58     ,0.40      ,0.0595    ,          ,          ,          ,          ,   15166965
 DSO 2     2331,          ,          ,          ,          ,0.417     ,0.198     ,0.555     ,0.0262    ,   15175183
 DSO 1     2337,3.143     ,-3.57     ,2.38      ,0.0675    ,          ,          ,          ,          ,   15176965
 DSO 2     2332,          ,          ,          ,          ,0.337     ,0.119     ,0.614     ,0.0163    ,   15185183
 DSO 1     2338,3.190     ,0.20      ,3.97      ,0.0417    ,          ,          ,          ,          ,   15186965
 DSO 2     2333,          ,          ,          ,          ,0.139     ,0.298     ,0.507     ,0.0155    ,   15195183
 DSO 1     2339,3.175     ,0.79      ,-1.39     ,0.0595    ,          ,          ,          ,          ,   15196965
 DSO 2     2334,          ,          ,          ,          ,0.357     ,0.476     ,0.543     ,0.0234    ,   15205183
 DSO 1     2340,3.175     ,-1.59     ,1.79      ,0.0397    ,          ,          ,          ,          ,   15206965
 DSO 2     2335,          ,          ,          ,          ,0.119     ,-0.238    ,0.352     ,0.0155    ,   15215183
 DSO 1     2341,2.905     ,-0.20     ,-0.60     ,0.0714    ,          ,          ,          ,          ,   15216965
 DSO 2     2336,          ,          ,          ,          ,0.079     ,-0.357    ,0.329     ,0.0171    ,   15225183
 DSO 1     2342,3.397     ,2.18      ,-0.40     ,0.0694    ,          ,          ,          ,          ,   15226965
 DSO 2     2337,          ,          ,          ,          ,0.218     ,-0.040    ,0.531     ,0.0167    ,   15235183
 DSO 1     2343,2.683     ,-1.79     ,-3.57     ,0.0635    ,          ,          ,          ,          ,   15236965
 DSO 2     2338,          ,          ,          ,          ,0.139     ,0.020     ,0.448     ,0.0254    ,   15245183
 DSO 1     2344,3.032     ,-0.99     ,1.79      ,0.0575    ,          ,          ,          ,          ,   15246965
 DSO 2     2339,          ,          ,          ,          ,0.258     ,-0.040    ,0.674     ,0.0171    ,   15255183
 DSO 1     2345,3.175     ,-4.96     ,1.79      ,0.0496    ,          ,          ,          ,          ,   15256965
 DSO 2     2340,          ,          ,          ,          ,0.139     ,0.536     ,0.519     ,0.0202    ,   15265183
 DSO 1     2346,3.190     ,1.98      ,1.59      ,0.0456    ,          ,          ,          ,          ,   15266965
 DSO 2     2341,          ,          ,          ,          ,0.060     ,0.020     ,0.460     ,0.0171    ,   15275183
 DSO 1     2347,2.968     ,0.79      ,-0.79     ,0.0714    ,          ,          ,          ,          ,   15276965
 DSO 2     2342,          ,          ,          ,          ,0.298     ,0.139     ,0.579     ,0.0274    ,   15285183
 DSO 1     2348,3.175     ,-0.99     ,0.99      ,0.0556    ,          ,          ,          ,          ,   15286965
 DSO 2     2343,          ,          ,          ,          ,0.258     ,0.099     ,0.579     ,0.0250    ,   15295183
 DSO 1     2349,3.206     ,-1.39     ,-1.79     ,0.0556    ,          ,          ,          ,          ,   15296965
 DSO 2     2344,          ,          ,          ,          ,-0.040    ,-0.357    ,0.412     ,0.0151    ,   15305183
 DSO 1     2350,3.063     ,0.79      ,-0.99     ,0.0774    ,          ,          ,          ,          ,   15306965
 DSO 2     2345,          ,          ,          ,          ,-0.238    ,-0.258    ,0.352     ,0.0135    ,   15315183
 DSO 1     2351,3.143     ,-0.79     ,-0.99     ,0.0774    ,          ,          ,          ,          ,   15316965
 DSO 2     2346,          ,          ,          ,          ,0.040     ,-0.040    ,0.424     ,0.0194    ,   15325183
 DSO 1     2352,2.683     ,-3.37     ,4.76      ,0.0754    ,          ,          ,          ,          ,   15326965
 DSO 2     2347,          ,          ,          ,          ,0.159     ,-0.198    ,0.388     ,0.0099    ,   15335183
 DSO 1     2353,2.952     ,-5.36     ,0.60      ,0.0437    ,          ,          ,          ,          ,   15336965
 DSO 2     2348,          ,          ,          ,          ,0.198     ,0.198     ,0.674     ,0.0159    ,   15345183
 DSO 1     2354,2.921     ,-0.40     ,4.17      ,0.0675    ,          ,          ,          ,          ,   15346965
 DSO 2     2349,          ,          ,          ,          ,0.238     ,0.099     ,0.495     ,0.0147    ,   15355183
 DSO 1     2355,2.825     ,-1.19     ,3.17      ,0.0437    ,          ,          ,          ,          ,   15356965
 DSO 2     2350,          ,          ,          ,          ,0.139     ,0.238     ,0.531     ,0.0222    ,   15365183
 DSO 1     2356,2.825     ,-2.58     ,-1.39     ,0.0754    ,          ,          ,          ,          ,   15366965
 DSO 2     2351,          ,          ,          ,          ,0.198     ,0.099     ,0.614     ,0.0171    ,   15375183
 DSO 1     2357,3.079     ,0.00      ,-0.79     ,0.0675    ,          ,          ,          ,          ,   15376965
 DSO 2     2352,          ,          ,          ,          ,-0.040    ,-0.139    ,0.519     ,0.0190    ,   15385183
 DSO 1     2358,3.206     ,-1.59     ,-1.79     ,0.0516    ,          ,          ,          ,          ,   15386965
 DSO 2     2353,          ,          ,          ,          ,-0.119    ,-0.060    ,0.388     ,0.0147    ,   15395183
 DSO 1     2359,3.159     ,-1.19     ,-2.78     ,0.0675    ,          ,          ,          ,          ,   15396965
 DSO 2     2354,          ,          ,          ,          ,0.179     ,-0.079    ,0.257     ,0.0187    ,   15405183
 DSO 1     2360,2.746     ,-1.39     ,1.19      ,0.0556    ,          ,          ,          ,          ,   15406965
 DSO 2     2355,          ,          ,          ,          ,0.040     ,-0.179    ,0.448     ,0.0135    ,   15415183
 DSO 1     2361,2.984     ,-5.16     ,0.99      ,0.0575    ,          ,          ,          ,          ,   15416965
 DSO 2     2356,          ,          ,          ,          ,0.496     ,0.377     ,0.626     ,0.0210    ,   15425183
 DSO 1     2362,3.159     ,-0.40     ,3.77      ,0.0694    ,          ,          ,          ,          ,   15426965
 DSO 2     2357,          ,          ,          ,          ,0.317     ,0.655     ,0.507     ,0.0171    ,   15435183
 DSO 1     2363,2.984     ,-1.59     ,1.39      ,0.0456    ,          ,          ,          ,          ,   15436965
 DSO 2     2358,          ,          ,          ,          ,0.258     ,0.417     ,0.567     ,0.0246    ,   15445183
 DSO 1     2364,2.873     ,0.60      ,-0.79     ,0.0417    ,          ,          ,          ,          ,   15446965
 DSO 2     2359,          ,          ,          ,          ,0.040     ,0.079     ,0.424     ,0.0254    ,   15455183
 DSO 1     2365,3.079     ,-3.17     ,-2.18     ,0.0496    ,          ,          ,          ,          ,   15456965
 DSO 2     2360,          ,          ,          ,          ,-0.020    ,-0.337    ,0.352     ,0.0155    ,   15465183
 DSO 1     2366,3.206     ,0.99      ,1.39      ,0.0714    ,          ,          ,          ,          ,   15466965
 DSO 2     2361,          ,          ,          ,          ,-0.298    ,-0.179    ,0.317     ,0.0163    ,   15475183
 DSO 1     2367,3.175     ,1.39      ,-4.96     ,0.0635    ,          ,          ,          ,          ,   15476965
 DSO 2     2362,          ,          ,          ,          ,-0.258    ,-0.079    ,0.448     ,0.0179    ,   15485183
 DSO 1     2368,2.746     ,-0.60     ,0.60      ,0.0536    ,          ,          ,          ,          ,   15486965
 DSO 2     2363,          ,          ,          ,          ,-0.119    ,0.040     ,0.305     ,0.0163    ,   15495183
 DSO 1     2369,2.825     ,-5.16     ,1.39      ,0.0635    ,          ,          ,          ,          ,   15496965
 DSO 2     2364,          ,          ,          ,          ,0.298     ,0.218     ,0.590     ,0.0202    ,   15505183
 DSO 1     2370,2.794     ,-0.20     ,-0.79     ,0.0298    ,          ,          ,          ,          ,   15506965
 DSO 2     2365,          ,          ,          ,          ,0.218     ,-0.060    ,0.519     ,0.0218    ,   15515183
 DSO 1     2371,2.794     ,-1.79     ,0.20      ,0.0437    ,          ,          ,          ,          ,   15516965
 DSO 2     2366,          ,          ,          ,          ,0.258     ,0.278     ,0.626     ,0.0234    ,   15525183
 DSO 1     2372,2.857     ,-3.37     ,-2.78     ,0.0595    ,          ,          ,          ,          ,   15526965
 DSO 2     2367,          ,          ,          ,          ,0.079     ,0.456     ,0.638     ,0.0198    ,   15535183
 DSO 1     2373,2.889     ,-0.79     ,-2.98     ,0.0655    ,          ,          ,          ,          ,   15536965
 DSO 2     2368,          ,          ,          ,          ,-0.119    ,-0.417    ,0.400     ,0.0151    ,   15545183
 DSO 1     2374,2.825     ,-1.59     ,1.59      ,0.0456    ,          ,          ,          ,          ,   15546965
 DSO 2     2369,          ,          ,          ,          ,0.020     ,-0.198    ,0.293     ,0.0155    ,   15555183
 DSO 1     2375,3.016     ,-0.60     ,-2.18     ,0.0556    ,          ,          ,          ,          ,   15556965
 DSO 2     2370,          ,          ,          ,          ,-0.258    ,-0.437    ,0.317     ,0.0171    ,   15565183
 DSO 1     2376,2.984     ,-1.39     ,0.00      ,0.0556    ,          ,          ,          ,          ,   15566965
 DSO 2     2371,          ,          ,          ,          ,-0.040    ,-0.020    ,0.388     ,0.0179    ,   15575183
 DSO 1     2377,3.000     ,-3.17     ,0.00      ,0.0635    ,          ,          ,          ,          ,   15576965
 DSO 2     2372,          ,          ,          ,          ,0.238     ,0.278     ,0.543     ,0.0139    ,   15585183
 DSO 1     2378,2.857     ,-4.56     ,3.77      ,0.0377    ,          ,          ,          ,          ,   15586965
 DSO 2     2373,          ,          ,          ,          ,0.278     ,0.298     ,0.614     ,0.0187    ,   15595183
 DSO 1     2379,2.889     ,0.00      ,1.79      ,0.0397    ,          ,          ,          ,          ,   15596965
 DSO 2     2374,          ,          ,          ,          ,0.258     ,0.099     ,0.519     ,0.0198    ,   15605183
 DSO 1     2380,2.825     ,0.99      ,3.97      ,0.0536    ,          ,          ,          ,          ,   15606965
 DSO 2     2375,          ,          ,          ,          ,0.238     ,0.000     ,0.257     ,0.0151    ,   15615183
 DSO 1     2381,3.079     ,-3.37     ,-3.97     ,0.0734    ,          ,          ,          ,          ,   15616965
 DSO 2     2376,          ,          ,          ,          ,0.198     ,0.357     ,0.686     ,0.0179    ,   15625183
 DSO 1     2382,3.016     ,-2.78     ,-0.99     ,0.0635    ,          ,          ,          ,          ,   15626965
 DSO 2     2377,          ,          ,          ,          ,-0.437    ,-0.238    ,0.340     ,0.0151    ,   15635183
 DSO 1     2383,2.841     ,2.58      ,-2.18     ,0.0556    ,          ,          ,          ,          ,   15636965
 DSO 2     2378,          ,          ,          ,          ,-0.139    ,-0.020    ,0.221     ,0.0131    ,   15645183
 DSO 1     2384,3.048     ,-0.79     ,-2.38     ,0.0496    ,          ,          ,          ,          ,   15646965
 DSO 2     2379,          ,          ,          ,          ,0.119     ,-0.357    ,0.483     ,0.0238    ,   15655183
 DSO 1     2385,2.810     ,0.20      ,0.00      ,0.0873    ,          ,          ,          ,          ,   15656965
 DSO 2     2380,          ,          ,          ,          ,-0.417    ,-0.258    ,0.471     ,0.0175    ,   15665183
 DSO 1     2386,2.730     ,-4.56     ,0.99      ,0.0377    ,          ,          ,          ,          ,   15666965
 DSO 2     2381,          ,          ,          ,          ,0.357     ,0.139     ,0.579     ,0.0198    ,   15675183
 DSO 1     2387,3.032     ,-0.40     ,0.79      ,0.0595    ,          ,          ,          ,          ,   15676965
 DSO 2     2382,          ,          ,          ,          ,0.278     ,0.000     ,0.531     ,0.0290    ,   15685183
 DSO 1     2388,3.095     ,-2.98     ,0.40      ,0.0377    ,          ,          ,          ,          ,   15686965
 DSO 2     2383,          ,          ,          ,          ,0.298     ,0.139     ,0.531     ,0.0159    ,   15695183
 DSO 1     2389,2.778     ,-1.59     ,0.60      ,0.0476    ,          ,          ,          ,          ,   15696965
 DSO 2     2384,          ,          ,          ,          ,0.317     ,0.377     ,0.519     ,0.0214    ,   15705183
 DSO 1     2390,2.794     ,-3.57     ,0.20      ,0.0357    ,          ,          ,          ,          ,   15706965
 DSO 2     2385,          ,          ,          ,          ,0.020     ,-0.238    ,0.245     ,0.0187    ,   15715183
 DSO 1     2391,2.905     ,0.79      ,-3.17     ,0.0873    ,          ,          ,          ,          ,   15716965
 DSO 2     2386,          ,          ,          ,          ,-0.179    ,-0.179    ,0.388     ,0.0159    ,   15725183
 DSO 1     2392,2.730     ,-1.59     ,0.00      ,0.0496    ,          ,          ,          ,          ,   15726965
 DSO 2     2387,          ,          ,          ,          ,-0.119    ,0.198     ,0.424     ,0.0226    ,   15735183
 DSO 1     2393,2.714     ,-4.56     ,1.39      ,0.0714    ,          ,          ,          ,          ,   15736965
 DSO 2     2388,          ,          ,          ,          ,-0.060    ,-0.238    ,0.471     ,0.0167    ,   15745183
 DSO 1     2394,2.603     ,-1.98     ,1.79      ,0.0258    ,          ,          ,          ,          ,   15746965
 DSO 2     2389,          ,          ,          ,          ,0.119     ,0.337     ,0.662     ,0.0159    ,   15755183
 DSO 1     2395,2.571     ,-2.18     ,3.57      ,0.0556    ,          ,          ,          ,          ,   15756965
 DSO 2     2390,          ,          ,          ,          ,0.317     ,0.159     ,0.471     ,0.0214    ,   15765183
 DSO 1     2396,2.730     ,-1.59     ,3.17      ,0.0278    ,          ,          ,          ,          ,   15766965
 DSO 2     2391,          ,          ,          ,          ,0.119     ,-0.060    ,0.579     ,0.0226    ,   15775183
 DSO 1     2397,2.651     ,0.00      ,1.59      ,0.0516    ,          ,          ,          ,          ,   15776965
 DSO 2     2392,          ,          ,          ,          ,0.317     ,0.198     ,0.471     ,0.0214    ,   15785183
 DSO 1     2398,2.746     ,-1.19     ,-0.60     ,0.0456    ,          ,          ,          ,          ,   15786965
 DSO 2     2393,          ,          ,          ,          ,-0.099    ,-0.397    ,0.257     ,0.0135    ,   15795183
 DSO 1     2399,2.905     ,-3.37     ,-0.99     ,0.0595    ,          ,          ,          ,          ,   15796965
 DSO 2     2394,          ,          ,          ,          ,-0.060    ,-0.119    ,0.233     ,0.0111    ,   15805183
 DSO 1     2400,2.778     ,3.77      ,-1.39     ,0.0437    ,          ,          ,          ,          ,   15806965
 DSO 2     2395,          ,          ,          ,          ,-0.218    ,-0.298    ,0.436     ,0.0155    ,   15815183
 DSO 1     2401,2.778     ,-3.77     ,0.40      ,0.0853    ,          ,          ,          ,          ,   15816965
 DSO 2     2396,          ,          ,          ,          ,-0.040    ,-0.278    ,0.483     ,0.0095    ,   15825183
 DSO 1     2402,2.460     ,-3.17     ,3.57      ,0.0516    ,          ,          ,          ,          ,   15826965
 DSO 2     2397,          ,          ,          ,          ,0.437     ,0.377     ,0.495     ,0.0167    ,   15835183
 DSO 1     2403,2.571     ,3.97      ,1.79      ,0.0774    ,          ,          ,          ,          ,   15836965
 DSO 2     2398,          ,          ,          ,          ,0.536     ,0.278     ,0.674     ,0.0222    ,   15845183
 DSO 1     2404,2.524     ,-1.79     ,3.97      ,0.0794    ,          ,          ,          ,          ,   15846965
 DSO 2     2399,          ,          ,          ,          ,0.298     ,0.040     ,0.674     ,0.0171    ,   15855183
 DSO 1     2405,2.429     ,-2.58     ,0.99      ,0.0635    ,          ,          ,          ,          ,   15856965
 DSO 2     2400,          ,          ,          ,          ,0.476     ,0.278     ,0.710     ,0.0175    ,   15865183
 DSO 1     2406,2.619     ,-2.38     ,-2.18     ,0.0476    ,          ,          ,          ,          ,   15866965
 DSO 2     2401,          ,          ,          ,          ,-0.377    ,-0.516    ,0.424     ,0.0159    ,   15875183
 DSO 1     2407,2.508     ,0.40      ,-0.20     ,0.0615    ,          ,          ,          ,          ,   15876965
 DSO 2     2402,          ,          ,          ,          ,-0.020    ,-0.198    ,0.162     ,0.0131    ,   15885183
 DSO 1     2408,2.698     ,0.99      ,1.39      ,0.0278    ,          ,          ,          ,          ,   15886965
 DSO 2     2403,          ,          ,          ,          ,0.139     ,-0.079    ,0.602     ,0.0115    ,   15895183
 DSO 1     2409,2.587     ,2.18      ,-3.17     ,0.0516    ,          ,          ,          ,          ,   15896965
 DSO 2     2404,          ,          ,          ,          ,-0.079    ,-0.099    ,0.329     ,0.0135    ,   15905183
 DSO 1     2410,2.556     ,-3.97     ,4.96      ,0.0437    ,          ,          ,          ,          ,   15906965
 DSO 2     2405,          ,          ,          ,          ,0.377     ,0.159     ,0.507     ,0.0202    ,   15915183
 DSO 1     2411,2.397     ,-1.39     ,-0.60     ,0.0337    ,          ,          ,          ,          ,   15916965
 DSO 2     2406,          ,          ,          ,          ,0.377     ,-0.040    ,0.567     ,0.0226    ,   15925183
 DSO 1     2412,2.524     ,-3.17     ,3.37      ,0.0238    ,          ,          ,          ,          ,   15926965
 DSO 2     2407,          ,          ,          ,          ,-0.020    ,0.119     ,0.698     ,0.0198    ,   15935183
 DSO 1     2413,2.603     ,-2.38     ,0.99      ,0.0159    ,          ,          ,          ,          ,   15936965
 DSO 2     2408,          ,          ,          ,          ,0.218     ,0.218     ,0.471     ,0.0167    ,   15945183
 DSO 1     2414,2.492     ,-0.60     ,0.20      ,0.0575    ,          ,          ,          ,          ,   15946965
 DSO 2     2409,          ,          ,          ,          ,-0.060    ,0.397     ,0.614     ,0.0202    ,   15955183
 DSO 1     2415,2.667     ,-2.78     ,1.19      ,0.0317    ,          ,          ,          ,          ,   15956965
 DSO 2     2410,          ,          ,          ,          ,-0.099    ,-0.079    ,0.388     ,0.0135    ,   15965183
 DSO 1     2416,2.635     ,-1.19     ,1.19      ,0.0556    ,          ,          ,          ,          ,   15966965
 DSO 2     2411,          ,          ,          ,          ,0.040     ,-0.218    ,0.471     ,0.0198    ,   15975183
 DSO 1     2417,2.952     ,0.40      ,-1.59     ,0.0536    ,          ,          ,          ,          ,   15976965
 DSO 2     2412,          ,          ,          ,          ,-0.198    ,-0.437    ,0.436     ,0.0202    ,   15985183
 DSO 1     2418,2.111     ,-5.16     ,3.77      ,0.0516    ,          ,          ,          ,          ,   15986965
 DSO 2     2413,          ,          ,          ,          ,-0.099    ,-0.218    ,0.364     ,0.0151    ,   15995183
 DSO 1     2419,2.254     ,0.79      ,1.59      ,0.0496    ,          ,          ,          ,          ,   15996965
 DSO 2     2414,          ,          ,          ,          ,-0.040    ,0.298     ,0.567     ,0.0155    ,   16005183
 DSO 1     2420,2.206     ,1.98      ,4.56      ,0.0496    ,          ,          ,          ,          ,   16006965
 DSO 2     2415,          ,          ,          ,          ,0.218     ,-0.139    ,0.840     ,0.0171    ,   16015183
 DSO 1     2421,2.429     ,-4.56     ,3.37      ,0.0238    ,          ,          ,          ,          ,   16016965
 DSO 2     2416,          ,          ,          ,          ,-0.060    ,0.337     ,0.662     ,0.0198    ,   16025183
 DSO 1     2422,2.206     ,-2.18     ,-0.40     ,0.0556    ,          ,          ,          ,          ,   16026965
 DSO 2     2417,          ,          ,          ,          ,0.060     ,0.337     ,0.650     ,0.0230    ,   16035183
 DSO 1     2423,2.397     ,2.98      ,-2.78     ,0.0655    ,          ,          ,          ,          ,   16036965
 DSO 2     2418,          ,          ,          ,          ,-0.278    ,-0.437    ,0.317     ,0.0194    ,   16045183
 DSO 1     2424,2.413     ,-1.79     ,-0.60     ,0.0873    ,          ,          ,          ,          ,   16046965
 DSO 2     2419,          ,          ,          ,          ,-0.020    ,-0.079    ,0.507     ,0.0127    ,   16055183
 DSO 1     2425,2.302     ,0.00      ,1.19      ,0.0615    ,          ,          ,          ,          ,   16056965
 DSO 2     2420,          ,          ,          ,          ,-0.159    ,-0.159    ,0.352     ,0.0163    ,   16065183
 DSO 1     2426,2.143     ,-2.98     ,1.79      ,0.0456    ,          ,          ,          ,          ,   16066965
 DSO 2     2421,          ,          ,          ,          ,0.020     ,-0.357    ,0.317     ,0.0210    ,   16075183
 DSO 1     2427,2.286     ,-3.57     ,1.59      ,0.0298    ,          ,          ,          ,          ,   16076965
 DSO 2     2422,          ,          ,          ,          ,0.040     ,-0.119    ,0.674     ,0.0183    ,   16085183
 DSO 1     2428,2.095     ,-2.78     ,3.17      ,0.0496    ,          ,          ,          ,          ,   16086965
 DSO 2     2423,          ,          ,          ,          ,0.218     ,0.079     ,0.602     ,0.0135    ,   16095183
 DSO 1     2429,2.270     ,-0.20     ,1.98      ,0.0496    ,          ,          ,          ,          ,   16096965
 DSO 2     2424,          ,          ,          ,          ,0.238     ,0.179     ,0.555     ,0.0175    ,   16105183
 DSO 1     2430,2.476     ,0.79      ,-1.39     ,0.0258    ,          ,          ,          ,          ,   16106965
 DSO 2     2425,          ,          ,          ,          ,0.377     ,0.258     ,0.567     ,0.0246    ,   16115183
 DSO 1     2431,2.349     ,-0.60     ,0.40      ,0.0575    ,          ,          ,          ,          ,   16116965
 DSO 2     2426,          ,          ,          ,          ,0.000     ,-0.357    ,0.436     ,0.0155    ,   16125183
 DSO 1     2432,2.302     ,0.99      ,0.40      ,0.0476    ,          ,          ,          ,          ,   16126965
 DSO 2     2427,          ,          ,          ,          ,-0.298    ,-0.139    ,0.317     ,0.0194    ,   16135183
 DSO 1     2433,2.079     ,0.00      ,-2.38     ,0.0476    ,          ,          ,          ,          ,   16136965
 DSO 2     2428,          ,          ,          ,          ,-0.079    ,-0.298    ,0.412     ,0.0198    ,   16145183
 DSO 1     2434,2.079     ,-3.37     ,1.98      ,0.0298    ,          ,          ,          ,          ,   16146965
 DSO 2     2429,          ,          ,          ,          ,-0.218    ,-0.139    ,0.400     ,0.0151    ,   16155183
 DSO 1     2435,1.937     ,-2.38     ,0.40      ,0.0575    ,          ,          ,          ,          ,   16156965
 DSO 2     2430,          ,          ,          ,          ,0.397     ,0.119     ,0.531     ,0.0262    ,   16165183
 DSO 1     2436,2.365     ,-3.57     ,2.38      ,0.0655    ,          ,          ,          ,          ,   16166965
 DSO 2     2431,          ,          ,          ,          ,0.298     ,0.060     ,0.579     ,0.0167    ,   16175183
 DSO 1     2437,2.222     ,-0.40     ,3.77      ,0.0456    ,          ,          ,          ,          ,   16176965
 DSO 2     2432,          ,          ,          ,          ,0.079     ,0.258     ,0.483     ,0.0163    ,   16185183
 DSO 1     2438,2.270     ,0.60      ,-1.39     ,0.0595    ,          ,          ,          ,          ,   16186965
 DSO 2     2433,          ,          ,          ,          ,0.298     ,0.437     ,0.531     ,0.0222    ,   16195183
 DSO 1     2439,2.000     ,-1.98     ,2.18      ,0.0377    ,          ,          ,          ,          ,   16196965
 DSO 2     2434,          ,          ,          ,          ,0.060     ,-0.278    ,0.317     ,0.0147    ,   16205183
 DSO 1     2440,2.000     ,-0.20     ,-0.99     ,0.0734    ,          ,          ,          ,          ,   16206965
 DSO 2     2435,          ,          ,          ,          ,0.020     ,-0.437    ,0.317     ,0.0163    ,   16215183
 DSO 1     2441,2.254     ,1.98      ,-0.20     ,0.0694    ,          ,          ,          ,          ,   16216965
 DSO 2     2436,          ,          ,          ,          ,0.119     ,-0.099    ,0.531     ,0.0171    ,   16225183
 DSO 1     2442,1.587     ,-1.98     ,-3.57     ,0.0615    ,          ,          ,          ,          ,   16226965
 DSO 2     2437,          ,          ,          ,          ,0.060     ,-0.040    ,0.436     ,0.0246    ,   16235183
 DSO 1     2443,1.873     ,-1.19     ,1.59      ,0.0575    ,          ,          ,          ,          ,   16236965
 DSO 2     2438,          ,          ,          ,          ,0.179     ,-0.060    ,0.650     ,0.0175    ,   16245183
 DSO 1     2444,1.937     ,-5.16     ,1.39      ,0.0476    ,          ,          ,          ,          ,   16246965
 DSO 2     2439,          ,          ,          ,          ,0.119     ,0.476     ,0.519     ,0.0198    ,   16255183
 DSO 1     2445,2.048     ,1.79      ,1.79      ,0.0456    ,          ,          ,          ,          ,   16256965
 DSO 2     2440,          ,          ,          ,          ,0.060     ,0.000     ,0.483     ,0.0175    ,   16265183
 DSO 1     2446,1.825     ,0.60      ,-0.60     ,0.0754    ,          ,          ,          ,          ,   16266965
 DSO 2     2441,          ,          ,          ,          ,0.278     ,0.139     ,0.555     ,0.0278    ,   16275183
 DSO 1     2447,2.095     ,-0.99     ,0.79      ,0.0556    ,          ,          ,          ,          ,   16276965
 DSO 2     2442,          ,          ,          ,          ,0.258     ,0.079     ,0.579     ,0.0242    ,   16285183
 DSO 1     2448,1.952     ,-1.19     ,-1.98     ,0.0536    ,          ,          ,          ,          ,   16286965
 DSO 2     2443,          ,          ,          ,          ,-0.060    ,-0.357    ,0.388     ,0.0147    ,   16295183
 DSO 1     2449,1.905     ,0.60      ,-0.79     ,0.0754    ,          ,          ,          ,          ,   16296965
 DSO 2     2444,          ,          ,          ,          ,-0.238    ,-0.258    ,0.364     ,0.0139    ,   16305183
 DSO 1     2450,2.000     ,-0.60     ,-1.19     ,0.0754    ,          ,          ,          ,          ,   16306965
 DSO 2     2445,          ,          ,          ,          ,0.060     ,-0.060    ,0.436     ,0.0198    ,   16315183
 DSO 1     2451,1.714     ,-3.37     ,4.76      ,0.0754    ,          ,          ,          ,          ,   16316965
 DSO 2     2446,          ,          ,          ,          ,0.159     ,-0.198    ,0.400     ,0.0099    ,   16325183
 DSO 1     2452,1.937     ,-5.36     ,0.79      ,0.0476    ,          ,          ,          ,          ,   16326965
 DSO 2     2447,          ,          ,          ,          ,0.179     ,0.159     ,0.674     ,0.0147    ,   16335183
 DSO 1     2453,1.889     ,-0.60     ,4.17      ,0.0675    ,          ,          ,          ,          ,   16336965
 DSO 2     2448,          ,          ,          ,          ,0.238     ,0.060     ,0.483     ,0.0147    ,   16345183
 DSO 1     2454,1.746     ,-0.99     ,2.98      ,0.0476    ,          ,          ,          ,          ,   16346965
 DSO 2     2449,          ,          ,          ,          ,0.119     ,0.238     ,0.531     ,0.0214    ,   16355183
 DSO 1     2455,1.730     ,-2.78     ,-1.19     ,0.0754    ,          ,          ,          ,          ,   16356965
 DSO 2     2450,          ,          ,          ,          ,0.218     ,0.079     ,0.626     ,0.0171    ,   16365183
 DSO 1     2456,1.968     ,0.00      ,-0.99     ,0.0675    ,          ,          ,          ,          ,   16366965
 DSO 2     2451,          ,          ,          ,          ,-0.040    ,-0.159    ,0.495     ,0.0179    ,   16375183
 DSO 1     2457,2.016     ,-1.98     ,-1.59     ,0.0516    ,          ,          ,          ,          ,   16376965
 DSO 2     2452,          ,          ,          ,          ,-0.119    ,-0.119    ,0.388     ,0.0159    ,   16385183
 DSO 1     2458,1.952     ,-1.59     ,-2.78     ,0.0675    ,          ,          ,          ,          ,   16386965
 DSO 2     2453,          ,          ,          ,          ,0.179     ,-0.119    ,0.233     ,0.0187    ,   16395183
 DSO 1     2459,1.571     ,-1.59     ,0.99      ,0.0556    ,          ,          ,          ,          ,   16396965
 DSO 2     2454,          ,          ,          ,          ,0.060     ,-0.198    ,0.448     ,0.0135    ,   16405183
 DSO 1     2460,1.714     ,-5.16     ,1.39      ,0.0595    ,          ,          ,          ,          ,   16406965
 DSO 2     2455,          ,          ,          ,          ,0.456     ,0.357     ,0.638     ,0.0202    ,   16415183
 DSO 1     2461,1.825     ,-0.60     ,3.97      ,0.0714    ,          ,          ,          ,          ,   16416965
 DSO 2     2456,          ,          ,          ,          ,0.317     ,0.615     ,0.507     ,0.0175    ,   16425183
 DSO 1     2462,1.698     ,-1.59     ,1.19      ,0.0476    ,          ,          ,          ,          ,   16426965
 DSO 2     2457,          ,          ,          ,          ,0.218     ,0.377     ,0.579     ,0.0238    ,   16435183
 DSO 1     2463,1.619     ,0.79      ,-0.79     ,0.0377    ,          ,          ,          ,          ,   16436965
 DSO 2     2458,          ,          ,          ,          ,0.040     ,0.040     ,0.448     ,0.0246    ,   16445183
 DSO 1     2464,1.762     ,-3.37     ,-2.18     ,0.0496    ,          ,          ,          ,          ,   16446965
 DSO 2     2459,          ,          ,          ,          ,0.000     ,-0.337    ,0.340     ,0.0147    ,   16455183
 DSO 1     2465,1.794     ,1.19      ,1.39      ,0.0714    ,          ,          ,          ,          ,   16456965
 DSO 2     2460,          ,          ,          ,          ,-0.317    ,-0.179    ,0.317     ,0.0159    ,   16465183
 DSO 1     2466,1.794     ,1.39      ,-4.76     ,0.0655    ,          ,          ,          ,          ,   16466965
 DSO 2     2461,          ,          ,          ,          ,-0.258    ,-0.099    ,0.448     ,0.0171    ,   16475183
