               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,           
 DSO 2     1798,          ,          ,          ,          ,-0.139    ,0.099     ,0.210     ,0.0056    ,    9841581
 DSO 1     1804,0.190     ,-3.37     ,4.76      ,0.0516    ,          ,          ,          ,          ,    9843237
 DSO 2     1799,          ,          ,          ,          ,0.040     ,0.079     ,0.186     ,0.0087    ,    9851581
 DSO 1     1805,0.048     ,-1.59     ,-0.99     ,0.0397    ,          ,          ,          ,          ,    9853237
 DSO 2     1800,          ,          ,          ,          ,0.000     ,-0.079    ,0.460     ,0.0210    ,    9861581
 DSO 1     1806,0.159     ,-2.98     ,2.78      ,0.0298    ,          ,          ,          ,          ,    9863237
 DSO 2     1801,          ,          ,          ,          ,0.040     ,0.238     ,0.293     ,0.0167    ,    9871581
 DSO 1     1807,0.238     ,-2.38     ,0.99      ,0.0198    ,          ,          ,          ,          ,    9873237
 DSO 2     1802,          ,          ,          ,          ,0.000     ,0.139     ,0.448     ,0.0202    ,    9881581
 DSO 1     1808,0.206     ,-0.40     ,0.00      ,0.0595    ,          ,          ,          ,          ,    9883237
 DSO 2     1803,          ,          ,          ,          ,0.060     ,0.139     ,0.352     ,0.0159    ,    9891581
 DSO 1     1809,0.302     ,-2.98     ,0.99      ,0.0377    ,          ,          ,          ,          ,    9893237
 DSO 2     1804,          ,          ,          ,          ,0.079     ,-0.218    ,0.293     ,0.0107    ,    9901581
 DSO 1     1810,0.333     ,-1.39     ,0.79      ,0.0595    ,          ,          ,          ,          ,    9903237
 DSO 2     1805,          ,          ,          ,          ,-0.079    ,-0.139    ,0.305     ,0.0079    ,    9911581
 DSO 1     1811,0.635     ,0.60      ,-1.98     ,0.0595    ,          ,          ,          ,          ,    9913237
 DSO 2     1806,          ,          ,          ,          ,-0.099    ,-0.079    ,0.388     ,0.0083    ,    9921581
 DSO 1     1812,0.048     ,-4.76     ,3.77      ,0.0575    ,          ,          ,          ,          ,    9923237
 DSO 2     1807,          ,          ,          ,          ,0.040     ,-0.040    ,0.210     ,0.0099    ,    9931581
 DSO 1     1813,0.127     ,0.99      ,1.59      ,0.0536    ,          ,          ,          ,          ,    9933237
 DSO 2     1808,          ,          ,          ,          ,-0.020    ,0.020     ,0.364     ,0.0183    ,    9941581
 DSO 1     1814,0.159     ,2.18      ,4.56      ,0.0516    ,          ,          ,          ,          ,    9943237
 DSO 2     1809,          ,          ,          ,          ,-0.079    ,0.139     ,0.614     ,0.0163    ,    9951581
 DSO 1     1815,0.413     ,-4.56     ,2.78      ,0.0298    ,          ,          ,          ,          ,    9953237
 DSO 2     1810,          ,          ,          ,          ,-0.218    ,0.139     ,0.376     ,0.0198    ,    9961581
 DSO 1     1816,0.270     ,-2.18     ,-0.60     ,0.0575    ,          ,          ,          ,          ,    9963237
 DSO 2     1811,          ,          ,          ,          ,-0.159    ,0.159     ,0.293     ,0.0210    ,    9971581
 DSO 1     1817,0.413     ,3.37      ,-2.98     ,0.0714    ,          ,          ,          ,          ,    9973237
 DSO 2     1812,          ,          ,          ,          ,0.119     ,0.298     ,0.221     ,0.0095    ,    9981581
 DSO 1     1818,0.476     ,-1.19     ,-0.99     ,0.0933    ,          ,          ,          ,          ,    9983237
 DSO 2     1813,          ,          ,          ,          ,-0.159    ,-0.020    ,0.364     ,0.0071    ,    9991581
 DSO 1     1819,0.397     ,0.20      ,0.99      ,0.0655    ,          ,          ,          ,          ,    9993237
 DSO 2     1814,          ,          ,          ,          ,0.040     ,-0.060    ,0.471     ,0.0099    ,   10001581
 DSO 1     1820,0.413     ,-2.98     ,1.39      ,0.0516    ,          ,          ,          ,          ,   10003237
 DSO 2     1815,          ,          ,          ,          ,0.099     ,0.258     ,0.233     ,0.0218    ,   10011581
 DSO 1     1821,0.603     ,-3.37     ,1.59      ,0.0357    ,          ,          ,          ,          ,   10013237
 DSO 2     1816,          ,          ,          ,          ,0.179     ,-0.238    ,0.352     ,0.0155    ,   10021581
 DSO 1     1822,0.381     ,-2.98     ,2.98      ,0.0556    ,          ,          ,          ,          ,   10023237
 DSO 2     1817,          ,          ,          ,          ,-0.258    ,-0.119    ,0.507     ,0.0167    ,   10031581
 DSO 1     1823,0.556     ,0.00      ,1.79      ,0.0536    ,          ,          ,          ,          ,   10033237
 DSO 2     1818,          ,          ,          ,          ,0.000     ,0.000     ,0.483     ,0.0123    ,   10041581
 DSO 1     1824,0.841     ,0.79      ,-1.19     ,0.0278    ,          ,          ,          ,          ,   10043237
 DSO 2     1819,          ,          ,          ,          ,0.159     ,0.000     ,0.162     ,0.0159    ,   10051581
 DSO 1     1825,0.730     ,-0.60     ,0.20      ,0.0615    ,          ,          ,          ,          ,   10053237
 DSO 2     1820,          ,          ,          ,          ,-0.079    ,0.298     ,0.138     ,0.0079    ,   10061581
 DSO 1     1826,0.651     ,0.99      ,0.00      ,0.0496    ,          ,          ,          ,          ,   10063237
 DSO 2     1821,          ,          ,          ,          ,-0.476    ,0.198     ,0.352     ,0.0131    ,   10071581
 DSO 1     1827,0.460     ,0.20      ,-2.58     ,0.0536    ,          ,          ,          ,          ,   10073237
 DSO 2     1822,          ,          ,          ,          ,0.020     ,0.119     ,0.317     ,0.0087    ,   10081581
 DSO 1     1828,0.619     ,-3.37     ,1.79      ,0.0317    ,          ,          ,          ,          ,   10083237
 DSO 2     1823,          ,          ,          ,          ,0.179     ,0.238     ,0.340     ,0.0175    ,   10091581
 DSO 1     1829,0.492     ,-2.58     ,0.40      ,0.0615    ,          ,          ,          ,          ,   10093237
 DSO 2     1824,          ,          ,          ,          ,-0.099    ,0.317     ,0.400     ,0.0163    ,   10101581
 DSO 1     1830,0.968     ,-3.57     ,2.18      ,0.0714    ,          ,          ,          ,          ,   10103237
 DSO 2     1825,          ,          ,          ,          ,0.000     ,0.119     ,0.424     ,0.0083    ,   10111581
 DSO 1     1831,0.825     ,0.00      ,3.57      ,0.0496    ,          ,          ,          ,          ,   10113237
 DSO 2     1826,          ,          ,          ,          ,-0.099    ,-0.060    ,0.567     ,0.0190    ,   10121581
 DSO 1     1832,0.937     ,0.79      ,-1.79     ,0.0615    ,          ,          ,          ,          ,   10123237
 DSO 2     1827,          ,          ,          ,          ,-0.040    ,-0.020    ,0.448     ,0.0194    ,   10131581
 DSO 1     1833,0.698     ,-1.79     ,1.59      ,0.0437    ,          ,          ,          ,          ,   10133237
 DSO 2     1828,          ,          ,          ,          ,-0.357    ,0.238     ,0.257     ,0.0139    ,   10141581
 DSO 1     1834,0.730     ,0.00      ,-0.99     ,0.0754    ,          ,          ,          ,          ,   10143237
 DSO 2     1829,          ,          ,          ,          ,-0.238    ,0.000     ,0.269     ,0.0139    ,   10151581
 DSO 1     1835,1.032     ,2.58      ,-0.40     ,0.0734    ,          ,          ,          ,          ,   10153237
 DSO 2     1830,          ,          ,          ,          ,-0.139    ,-0.040    ,0.317     ,0.0048    ,   10161581
 DSO 1     1836,0.429     ,-1.98     ,-3.57     ,0.0675    ,          ,          ,          ,          ,   10163237
 DSO 2     1831,          ,          ,          ,          ,0.060     ,0.040     ,0.233     ,0.0151    ,   10171581
 DSO 1     1837,0.841     ,-0.79     ,1.39      ,0.0615    ,          ,          ,          ,          ,   10173237
 DSO 2     1832,          ,          ,          ,          ,-0.040    ,0.139     ,0.460     ,0.0067    ,   10181581
 DSO 1     1838,0.873     ,-4.96     ,1.39      ,0.0516    ,          ,          ,          ,          ,   10183237
 DSO 2     1833,          ,          ,          ,          ,0.179     ,0.238     ,0.364     ,0.0147    ,   10191581
 DSO 1     1839,1.000     ,2.18      ,1.59      ,0.0496    ,          ,          ,          ,          ,   10193237
 DSO 2     1834,          ,          ,          ,          ,0.000     ,-0.159    ,0.317     ,0.0175    ,   10201581
 DSO 1     1840,0.841     ,0.99      ,-0.99     ,0.0794    ,          ,          ,          ,          ,   10203237
 DSO 2     1835,          ,          ,          ,          ,0.119     ,0.040     ,0.293     ,0.0163    ,   10211581
 DSO 1     1841,1.159     ,-0.60     ,0.60      ,0.0635    ,          ,          ,          ,          ,   10213237
 DSO 2     1836,          ,          ,          ,          ,-0.040    ,0.159     ,0.555     ,0.0155    ,   10221581
 DSO 1     1842,1.016     ,-1.19     ,-1.98     ,0.0595    ,          ,          ,          ,          ,   10223237
 DSO 2     1837,          ,          ,          ,          ,-0.139    ,-0.079    ,0.340     ,0.0079    ,   10231581
 DSO 1     1843,1.000     ,0.79      ,-0.99     ,0.0813    ,          ,          ,          ,          ,   10233237
 DSO 2     1838,          ,          ,          ,          ,0.040     ,0.040     ,0.317     ,0.0123    ,   10241581
 DSO 1     1844,1.143     ,-0.60     ,-1.39     ,0.0794    ,          ,          ,          ,          ,   10243237
 DSO 2     1839,          ,          ,          ,          ,0.159     ,0.218     ,0.293     ,0.0155    ,   10251581
 DSO 1     1845,1.000     ,-3.17     ,4.37      ,0.0813    ,          ,          ,          ,          ,   10253237
 DSO 2     1840,          ,          ,          ,          ,0.159     ,0.337     ,0.424     ,0.0131    ,   10261581
 DSO 1     1846,1.206     ,-5.16     ,0.00      ,0.0516    ,          ,          ,          ,          ,   10263237
 DSO 2     1841,          ,          ,          ,          ,0.099     ,-0.099    ,0.483     ,0.0087    ,   10271581
 DSO 1     1847,1.159     ,-0.40     ,4.17      ,0.0694    ,          ,          ,          ,          ,   10273237
 DSO 2     1842,          ,          ,          ,          ,0.278     ,-0.119    ,0.317     ,0.0099    ,   10281581
 DSO 1     1848,1.063     ,-0.99     ,2.78      ,0.0516    ,          ,          ,          ,          ,   10283237
 DSO 2     1843,          ,          ,          ,          ,-0.337    ,0.020     ,0.388     ,0.0226    ,   10291581
 DSO 1     1849,1.095     ,-2.78     ,-1.59     ,0.0774    ,          ,          ,          ,          ,   10293237
 DSO 2     1844,          ,          ,          ,          ,-0.060    ,0.000     ,0.376     ,0.0238    ,   10301581
 DSO 1     1850,1.365     ,0.00      ,-1.19     ,0.0694    ,          ,          ,          ,          ,   10303237
 DSO 2     1845,          ,          ,          ,          ,0.119     ,-0.139    ,0.376     ,0.0067    ,   10311581
 DSO 1     1851,1.460     ,-1.59     ,-1.59     ,0.0516    ,          ,          ,          ,          ,   10313237
 DSO 2     1846,          ,          ,          ,          ,0.159     ,0.040     ,0.436     ,0.0127    ,   10321581
 DSO 1     1852,1.444     ,-1.39     ,-2.98     ,0.0714    ,          ,          ,          ,          ,   10323237
 DSO 2     1847,          ,          ,          ,          ,-0.099    ,0.198     ,0.138     ,0.0147    ,   10331581
 DSO 1     1853,1.143     ,-1.39     ,0.99      ,0.0595    ,          ,          ,          ,          ,   10333237
 DSO 2     1848,          ,          ,          ,          ,-0.218    ,-0.159    ,0.317     ,0.0155    ,   10341581
 DSO 1     1854,1.365     ,-4.96     ,0.99      ,0.0615    ,          ,          ,          ,          ,   10343237
 DSO 2     1849,          ,          ,          ,          ,-0.198    ,-0.337    ,0.436     ,0.0143    ,   10351581
 DSO 1     1855,1.508     ,-0.40     ,3.37      ,0.0774    ,          ,          ,          ,          ,   10353237
 DSO 2     1850,          ,          ,          ,          ,-0.476    ,0.218     ,0.376     ,0.0163    ,   10361581
 DSO 1     1856,1.444     ,-1.98     ,1.39      ,0.0496    ,          ,          ,          ,          ,   10363237
 DSO 2     1851,          ,          ,          ,          ,0.218     ,0.218     ,0.340     ,0.0214    ,   10371581
 DSO 1     1857,1.381     ,0.79      ,-1.19     ,0.0417    ,          ,          ,          ,          ,   10373237
 DSO 2     1852,          ,          ,          ,          ,-0.198    ,-0.099    ,0.448     ,0.0143    ,   10381581
 DSO 1     1858,1.556     ,-3.17     ,-2.78     ,0.0516    ,          ,          ,          ,          ,   10383237
 DSO 2     1853,          ,          ,          ,          ,-0.198    ,0.218     ,0.388     ,0.0123    ,   10391581
 DSO 1     1859,1.683     ,1.19      ,1.19      ,0.0714    ,          ,          ,          ,          ,   10393237
 DSO 2     1854,          ,          ,          ,          ,-0.258    ,-0.258    ,0.186     ,0.0079    ,   10401581
 DSO 1     1860,1.730     ,1.39      ,-5.16     ,0.0675    ,          ,          ,          ,          ,   10403237
 DSO 2     1855,          ,          ,          ,          ,0.079     ,0.298     ,0.376     ,0.0139    ,   10411581
 DSO 1     1861,1.492     ,-0.40     ,0.20      ,0.0575    ,          ,          ,          ,          ,   10413237
 DSO 2     1856,          ,          ,          ,          ,-0.198    ,-0.099    ,0.424     ,0.0139    ,   10421581
 DSO 1     1862,1.571     ,-5.16     ,0.99      ,0.0635    ,          ,          ,          ,          ,   10423237
 DSO 2     1857,          ,          ,          ,          ,-0.060    ,0.000     ,0.650     ,0.0123    ,   10431581
 DSO 1     1863,1.540     ,0.20      ,-0.99     ,0.0357    ,          ,          ,          ,          ,   10433237
 DSO 2     1858,          ,          ,          ,          ,-0.397    ,-0.099    ,0.293     ,0.0171    ,   10441581
 DSO 1     1864,1.571     ,-1.79     ,0.00      ,0.0496    ,          ,          ,          ,          ,   10443237
 DSO 2     1859,          ,          ,          ,          ,0.119     ,0.000     ,0.638     ,0.0190    ,   10451581
 DSO 1     1865,1.714     ,-2.98     ,-2.98     ,0.0595    ,          ,          ,          ,          ,   10453237
 DSO 2     1860,          ,          ,          ,          ,0.357     ,0.218     ,0.317     ,0.0143    ,   10461581
 DSO 1     1866,1.778     ,-0.60     ,-3.37     ,0.0694    ,          ,          ,          ,          ,   10463237
 DSO 2     1861,          ,          ,          ,          ,-0.179    ,-0.139    ,0.317     ,0.0091    ,   10471581
 DSO 1     1867,1.746     ,-1.79     ,1.19      ,0.0496    ,          ,          ,          ,          ,   10473237
 DSO 2     1862,          ,          ,          ,          ,-0.258    ,0.119     ,0.150     ,0.0044    ,   10481581
 DSO 1     1868,1.921     ,-0.40     ,-2.18     ,0.0615    ,          ,          ,          ,          ,   10483237
 DSO 2     1863,          ,          ,          ,          ,-0.020    ,-0.298    ,0.233     ,0.0087    ,   10491581
 DSO 1     1869,1.889     ,-1.59     ,-0.40     ,0.0595    ,          ,          ,          ,          ,   10493237
 DSO 2     1864,          ,          ,          ,          ,0.000     ,-0.040    ,0.471     ,0.0119    ,   10501581
 DSO 1     1870,1.952     ,-2.98     ,0.00      ,0.0675    ,          ,          ,          ,          ,   10503237
 DSO 2     1865,          ,          ,          ,          ,0.079     ,0.258     ,0.460     ,0.0036    ,   10511581
 DSO 1     1871,1.905     ,-4.56     ,3.37      ,0.0437    ,          ,          ,          ,          ,   10513237
 DSO 2     1866,          ,          ,          ,          ,-0.079    ,-0.060    ,0.400     ,0.0163    ,   10521581
 DSO 1     1872,1.952     ,0.00      ,1.98      ,0.0437    ,          ,          ,          ,          ,   10523237
 DSO 2     1867,          ,          ,          ,          ,-0.278    ,0.020     ,0.388     ,0.0226    ,   10531581
 DSO 1     1873,1.889     ,0.99      ,3.57      ,0.0556    ,          ,          ,          ,          ,   10533237
 DSO 2     1868,          ,          ,          ,          ,-0.099    ,0.079     ,0.448     ,0.0163    ,   10541581
 DSO 1     1874,2.127     ,-3.37     ,-4.37     ,0.0754    ,          ,          ,          ,          ,   10543237
 DSO 2     1869,          ,          ,          ,          ,-0.179    ,-0.258    ,0.531     ,0.0171    ,   10551581
 DSO 1     1875,2.063     ,-2.58     ,-1.19     ,0.0655    ,          ,          ,          ,          ,   10553237
 DSO 2     1870,          ,          ,          ,          ,-0.298    ,0.179     ,0.305     ,0.0103    ,   10561581
 DSO 1     1876,2.000     ,2.58      ,-1.98     ,0.0575    ,          ,          ,          ,          ,   10563237
 DSO 2     1871,          ,          ,          ,          ,-0.159    ,0.000     ,0.317     ,0.0075    ,   10571581
 DSO 1     1877,2.222     ,-0.60     ,-2.38     ,0.0516    ,          ,          ,          ,          ,   10573237
 DSO 2     1872,          ,          ,          ,          ,-0.119    ,0.139     ,0.340     ,0.0111    ,   10581581
 DSO 1     1878,2.079     ,0.40      ,-0.60     ,0.0893    ,          ,          ,          ,          ,   10583237
 DSO 2     1873,          ,          ,          ,          ,0.258     ,0.040     ,0.436     ,0.0067    ,   10591581
 DSO 1     1879,2.063     ,-4.56     ,0.79      ,0.0397    ,          ,          ,          ,          ,   10593237
 DSO 2     1874,          ,          ,          ,          ,-0.040    ,-0.139    ,0.352     ,0.0131    ,   10601581
 DSO 1     1880,2.429     ,-0.40     ,0.40      ,0.0635    ,          ,          ,          ,          ,   10603237
 DSO 2     1875,          ,          ,          ,          ,0.020     ,0.040     ,0.507     ,0.0067    ,   10611581
 DSO 1     1881,2.524     ,-2.78     ,0.20      ,0.0377    ,          ,          ,          ,          ,   10613237
 DSO 2     1876,          ,          ,          ,          ,0.060     ,0.079     ,0.364     ,0.0123    ,   10621581
 DSO 1     1882,2.222     ,-1.79     ,0.20      ,0.0456    ,          ,          ,          ,          ,   10623237
 DSO 2     1877,          ,          ,          ,          ,0.000     ,0.218     ,0.460     ,0.0119    ,   10631581
 DSO 1     1883,2.333     ,-3.77     ,0.00      ,0.0417    ,          ,          ,          ,          ,   10633237
 DSO 2     1878,          ,          ,          ,          ,-0.099    ,-0.060    ,0.031     ,0.0091    ,   10641581
 DSO 1     1884,2.492     ,1.39      ,-3.57     ,0.0853    ,          ,          ,          ,          ,   10643237
 DSO 2     1879,          ,          ,          ,          ,-0.198    ,0.218     ,0.079     ,0.0127    ,   10651581
 DSO 1     1885,2.349     ,-1.79     ,-0.60     ,0.0536    ,          ,          ,          ,          ,   10653237
 DSO 2     1880,          ,          ,          ,          ,-0.278    ,0.139     ,0.471     ,0.0111    ,   10661581
 DSO 1     1886,2.381     ,-4.37     ,1.19      ,0.0734    ,          ,          ,          ,          ,   10663237
 DSO 2     1881,          ,          ,          ,          ,0.079     ,-0.119    ,0.388     ,0.0060    ,   10671581
 DSO 1     1887,2.270     ,-2.18     ,1.59      ,0.0278    ,          ,          ,          ,          ,   10673237
 DSO 2     1882,          ,          ,          ,          ,-0.258    ,-0.179    ,0.388     ,0.0127    ,   10681581
 DSO 1     1888,2.333     ,-1.98     ,3.37      ,0.0556    ,          ,          ,          ,          ,   10683237
 DSO 2     1883,          ,          ,          ,          ,0.040     ,-0.179    ,0.424     ,0.0179    ,   10691581
 DSO 1     1889,2.492     ,-1.79     ,3.37      ,0.0298    ,          ,          ,          ,          ,   10693237
 DSO 2     1884,          ,          ,          ,          ,-0.099    ,0.218     ,0.602     ,0.0127    ,   10701581
 DSO 1     1890,2.429     ,0.20      ,1.19      ,0.0556    ,          ,          ,          ,          ,   10703237
 DSO 2     1885,          ,          ,          ,          ,-0.119    ,-0.060    ,0.543     ,0.0202    ,   10711581
 DSO 1     1891,2.556     ,-1.59     ,-0.79     ,0.0476    ,          ,          ,          ,          ,   10713237
 DSO 2     1886,          ,          ,          ,          ,-0.238    ,0.020     ,0.305     ,0.0119    ,   10721581
 DSO 1     1892,2.762     ,-3.57     ,-1.39     ,0.0615    ,          ,          ,          ,          ,   10723237
 DSO 2     1887,          ,          ,          ,          ,0.099     ,-0.020    ,0.186     ,0.0107    ,   10731581
 DSO 1     1893,2.714     ,3.97      ,-1.39     ,0.0456    ,          ,          ,          ,          ,   10733237
 DSO 2     1888,          ,          ,          ,          ,-0.198    ,0.060     ,0.388     ,0.0099    ,   10741581
 DSO 1     1894,2.730     ,-3.37     ,-0.20     ,0.0893    ,          ,          ,          ,          ,   10743237
 DSO 2     1889,          ,          ,          ,          ,-0.119    ,0.258     ,0.340     ,0.0016    ,   10751581
 DSO 1     1895,2.444     ,-3.17     ,3.37      ,0.0536    ,          ,          ,          ,          ,   10753237
 DSO 2     1890,          ,          ,          ,          ,-0.060    ,0.040     ,0.448     ,0.0159    ,   10761581
 DSO 1     1896,2.619     ,4.17      ,1.79      ,0.0774    ,          ,          ,          ,          ,   10763237
 DSO 2     1891,          ,          ,          ,          ,-0.159    ,0.000     ,0.269     ,0.0179    ,   10771581
 DSO 1     1897,2.635     ,-1.39     ,3.77      ,0.0813    ,          ,          ,          ,          ,   10773237
 DSO 2     1892,          ,          ,          ,          ,0.079     ,-0.119    ,0.424     ,0.0187    ,   10781581
 DSO 1     1898,2.587     ,-2.58     ,0.79      ,0.0655    ,          ,          ,          ,          ,   10783237
 DSO 2     1893,          ,          ,          ,          ,-0.139    ,0.079     ,0.555     ,0.0183    ,   10791581
 DSO 1     1899,2.857     ,-1.98     ,-2.78     ,0.0476    ,          ,          ,          ,          ,   10793237
 DSO 2     1894,          ,          ,          ,          ,0.179     ,-0.020    ,0.364     ,0.0115    ,   10801581
 DSO 1     1900,2.762     ,0.20      ,-0.60     ,0.0615    ,          ,          ,          ,          ,   10803237
 DSO 2     1895,          ,          ,          ,          ,-0.040    ,0.079     ,0.269     ,0.0095    ,   10811581
 DSO 1     1901,3.000     ,0.99      ,1.39      ,0.0298    ,          ,          ,          ,          ,   10813237
 DSO 2     1896,          ,          ,          ,          ,-0.278    ,-0.040    ,0.364     ,0.0115    ,   10821581
 DSO 1     1902,2.889     ,2.38      ,-3.17     ,0.0536    ,          ,          ,          ,          ,   10823237
 DSO 2     1897,          ,          ,          ,          ,-0.099    ,0.040     ,0.221     ,0.0060    ,   10831581
 DSO 1     1903,2.857     ,-2.98     ,4.76      ,0.0476    ,          ,          ,          ,          ,   10833237
 DSO 2     1898,          ,          ,          ,          ,0.060     ,0.000     ,0.198     ,0.0095    ,   10841581
 DSO 1     1904,2.762     ,-1.39     ,-0.79     ,0.0337    ,          ,          ,          ,          ,   10843237
 DSO 2     1899,          ,          ,          ,          ,0.000     ,-0.139    ,0.460     ,0.0218    ,   10851581
 DSO 1     1905,2.905     ,-2.98     ,2.98      ,0.0258    ,          ,          ,          ,          ,   10853237
 DSO 2     1900,          ,          ,          ,          ,0.040     ,0.198     ,0.317     ,0.0167    ,   10861581
 DSO 1     1906,2.968     ,-2.18     ,0.99      ,0.0159    ,          ,          ,          ,          ,   10863237
 DSO 2     1901,          ,          ,          ,          ,0.000     ,0.060     ,0.471     ,0.0202    ,   10871581
 DSO 1     1907,2.968     ,-0.40     ,0.20      ,0.0575    ,          ,          ,          ,          ,   10873237
 DSO 2     1902,          ,          ,          ,          ,0.079     ,0.060     ,0.352     ,0.0167    ,   10881581
 DSO 1     1908,3.127     ,-2.78     ,0.99      ,0.0317    ,          ,          ,          ,          ,   10883237
 DSO 2     1903,          ,          ,          ,          ,0.119     ,-0.258    ,0.305     ,0.0115    ,   10891581
 DSO 1     1909,3.222     ,-1.19     ,0.99      ,0.0575    ,          ,          ,          ,          ,   10893237
 DSO 2     1904,          ,          ,          ,          ,-0.040    ,-0.218    ,0.329     ,0.0087    ,   10901581
 DSO 1     1910,3.524     ,0.60      ,-1.98     ,0.0536    ,          ,          ,          ,          ,   10903237
 DSO 2     1905,          ,          ,          ,          ,-0.099    ,-0.159    ,0.388     ,0.0091    ,   10911581
 DSO 1     1911,2.746     ,-4.76     ,3.77      ,0.0516    ,          ,          ,          ,          ,   10913237
 DSO 2     1906,          ,          ,          ,          ,0.060     ,-0.139    ,0.221     ,0.0119    ,   10921581
 DSO 1     1912,2.889     ,0.99      ,1.19      ,0.0496    ,          ,          ,          ,          ,   10923237
 DSO 2     1907,          ,          ,          ,          ,-0.040    ,-0.060    ,0.364     ,0.0190    ,   10931581
 DSO 1     1913,2.952     ,1.98      ,4.76      ,0.0476    ,          ,          ,          ,          ,   10933237
 DSO 2     1908,          ,          ,          ,          ,-0.079    ,0.060     ,0.638     ,0.0167    ,   10941581
 DSO 1     1914,3.206     ,-4.76     ,2.98      ,0.0238    ,          ,          ,          ,          ,   10943237
 DSO 2     1909,          ,          ,          ,          ,-0.218    ,0.079     ,0.400     ,0.0202    ,   10951581
 DSO 1     1915,3.016     ,-1.98     ,-0.79     ,0.0516    ,          ,          ,          ,          ,   10953237
 DSO 2     1910,          ,          ,          ,          ,-0.159    ,0.040     ,0.293     ,0.0218    ,   10961581
 DSO 1     1916,3.302     ,3.17      ,-3.17     ,0.0675    ,          ,          ,          ,          ,   10963237
 DSO 2     1911,          ,          ,          ,          ,0.179     ,0.238     ,0.233     ,0.0099    ,   10971581
 DSO 1     1917,3.349     ,-1.39     ,-0.79     ,0.0873    ,          ,          ,          ,          ,   10973237
 DSO 2     1912,          ,          ,          ,          ,-0.099    ,-0.060    ,0.388     ,0.0075    ,   10981581
 DSO 1     1918,3.286     ,0.20      ,1.39      ,0.0615    ,          ,          ,          ,          ,   10983237
 DSO 2     1913,          ,          ,          ,          ,0.060     ,-0.099    ,0.471     ,0.0099    ,   10991581
 DSO 1     1919,3.111     ,-2.78     ,1.79      ,0.0476    ,          ,          ,          ,          ,   10993237
 DSO 2     1914,          ,          ,          ,          ,0.099     ,0.218     ,0.233     ,0.0222    ,   11001581
 DSO 1     1920,3.317     ,-3.57     ,1.59      ,0.0317    ,          ,          ,          ,          ,   11003237
 DSO 2     1915,          ,          ,          ,          ,0.179     ,-0.298    ,0.352     ,0.0163    ,   11011581
 DSO 1     1921,3.143     ,-2.78     ,3.17      ,0.0496    ,          ,          ,          ,          ,   11013237
 DSO 2     1916,          ,          ,          ,          ,-0.278    ,-0.179    ,0.507     ,0.0171    ,   11021581
 DSO 1     1922,3.317     ,0.00      ,1.79      ,0.0437    ,          ,          ,          ,          ,   11023237
 DSO 2     1917,          ,          ,          ,          ,0.000     ,-0.099    ,0.460     ,0.0115    ,   11031581
 DSO 1     1923,3.540     ,1.19      ,-1.59     ,0.0278    ,          ,          ,          ,          ,   11033237
 DSO 2     1918,          ,          ,          ,          ,0.139     ,-0.079    ,0.174     ,0.0151    ,   11041581
 DSO 1     1924,3.492     ,-0.40     ,0.20      ,0.0556    ,          ,          ,          ,          ,   11043237
 DSO 2     1919,          ,          ,          ,          ,-0.099    ,0.238     ,0.150     ,0.0087    ,   11051581
 DSO 1     1925,3.492     ,1.19      ,0.20      ,0.0496    ,          ,          ,          ,          ,   11053237
 DSO 2     1920,          ,          ,          ,          ,-0.456    ,0.139     ,0.340     ,0.0131    ,   11061581
 DSO 1     1926,3.349     ,0.20      ,-2.58     ,0.0476    ,          ,          ,          ,          ,   11063237
 DSO 2     1921,          ,          ,          ,          ,0.079     ,0.060     ,0.305     ,0.0095    ,   11071581
 DSO 1     1927,3.206     ,-3.17     ,1.79      ,0.0258    ,          ,          ,          ,          ,   11073237
 DSO 2     1922,          ,          ,          ,          ,0.159     ,0.159     ,0.329     ,0.0187    ,   11081581
 DSO 1     1928,3.143     ,-2.38     ,0.20      ,0.0556    ,          ,          ,          ,          ,   11083237
 DSO 2     1923,          ,          ,          ,          ,-0.079    ,0.238     ,0.412     ,0.0167    ,   11091581
 DSO 1     1929,3.651     ,-3.57     ,2.18      ,0.0635    ,          ,          ,          ,          ,   11093237
 DSO 2     1924,          ,          ,          ,          ,0.000     ,0.040     ,0.424     ,0.0083    ,   11101581
 DSO 1     1930,3.540     ,0.20      ,3.57      ,0.0437    ,          ,          ,          ,          ,   11103237
 DSO 2     1925,          ,          ,          ,          ,-0.099    ,-0.139    ,0.567     ,0.0194    ,   11111581
 DSO 1     1931,3.556     ,0.79      ,-1.79     ,0.0615    ,          ,          ,          ,          ,   11113237
 DSO 2     1926,          ,          ,          ,          ,-0.020    ,-0.079    ,0.448     ,0.0202    ,   11121581
 DSO 1     1932,3.333     ,-1.79     ,1.79      ,0.0417    ,          ,          ,          ,          ,   11123237
 DSO 2     1927,          ,          ,          ,          ,-0.357    ,0.139     ,0.269     ,0.0151    ,   11131581
 DSO 1     1933,3.381     ,0.00      ,-0.99     ,0.0734    ,          ,          ,          ,          ,   11133237
 DSO 2     1928,          ,          ,          ,          ,-0.258    ,-0.020    ,0.257     ,0.0131    ,   11141581
 DSO 1     1934,3.762     ,1.98      ,-0.20     ,0.0694    ,          ,          ,          ,          ,   11143237
