               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
 DSO 1     3894,1.841,-2.976,-1.98E-01,5.12E-02,          ,          ,          ,          ,38940000,
 DSO 2     3889,          ,          ,          ,          ,3.69E-01,9.13E-02,5.68E-01,1.83E-02,38946742,
 DSO 1     3895,1.968,-4.365,3.373,2.34E-02,          ,          ,          ,          ,38950000,
 DSO 2     3890,          ,          ,          ,          ,4.48E-01,3.89E-01,1.31E-01,9.92E-03,38956742,
 DSO 1     3896,2,5.95E-01,1.984,2.94E-02,          ,          ,          ,          ,38960000,
 DSO 2     3891,          ,          ,          ,          ,5.48E-01,-6.75E-02,2.90E-01,3.06E-02,38966742,
 DSO 1     3897,2.127,1.19,3.373,4.13E-02,          ,          ,          ,          ,38970000,
 DSO 2     3892,          ,          ,          ,          ,1.11E-01,3.18E-02,5.68E-01,2.26E-02,38976742,
 DSO 1     3898,2.127,-3.175,-4.365,5.91E-02,          ,          ,          ,          ,38980000,
 DSO 2     3893,          ,          ,          ,          ,3.29E-01,1.51E-01,5.28E-01,1.35E-02,38986742,
 DSO 1     3899,2.111,-2.579,-1.587,5.12E-02,          ,          ,          ,          ,38990000,
 DSO 2     3894,          ,          ,          ,          ,4.68E-01,1.31E-01,1.19E-02,1.94E-02,38996742,
 DSO 1     3900,1.873,2.579,-2.381,4.13E-02,          ,          ,          ,          ,39000000,
 DSO 2     3895,          ,          ,          ,          ,2.90E-01,4.88E-01,-4.76E-02,5.16E-03,39006742,
 DSO 1     3901,2.333,-5.95E-01,-2.778,4.13E-02,          ,          ,          ,          ,39010000,
 DSO 2     3896,          ,          ,          ,          ,-1.47E-01,3.69E-01,3.10E-01,1.55E-02,39016742,
 DSO 1     3902,2.032,7.94E-01,-7.94E-01,7.10E-02,          ,          ,          ,          ,39020000,
 DSO 2     3897,          ,          ,          ,          ,3.69E-01,2.90E-01,2.50E-01,9.13E-03,39026742,
 DSO 1     3903,1.968,-4.365,5.95E-01,2.14E-02,          ,          ,          ,          ,39030000,
 DSO 2     3898,          ,          ,          ,          ,4.68E-01,3.89E-01,3.10E-01,1.94E-02,39036742,
 DSO 1     3904,2.19,1.98E-01,3.97E-01,4.72E-02,          ,          ,          ,          ,39040000,
 DSO 2     3899,          ,          ,          ,          ,3.10E-01,5.08E-01,4.09E-01,1.15E-02,39046742,
 DSO 1     3905,2.254,-2.381,0,2.34E-02,          ,          ,          ,          ,39050000,
 DSO 2     3900,          ,          ,          ,          ,3.49E-01,2.30E-01,4.29E-01,7.54E-03,39056742,
 DSO 1     3906,1.968,-1.389,0,3.14E-02,          ,          ,          ,          ,39060000,
 DSO 2     3901,          ,          ,          ,          ,2.70E-01,7.14E-02,6.87E-01,1.75E-02,39066742,
 DSO 1     3907,2.111,-3.571,-3.97E-01,2.54E-02,          ,          ,          ,          ,39070000,
 DSO 2     3902,          ,          ,          ,          ,3.29E-01,3.18E-02,4.68E-01,1.94E-02,39076742,
 DSO 1     3908,2.127,1.19,-3.373,7.10E-02,          ,          ,          ,          ,39080000,
 DSO 2     3903,          ,          ,          ,          ,3.18E-02,4.29E-01,1.51E-01,1.11E-02,39086742,
 DSO 1     3909,1.873,-1.587,-3.97E-01,3.73E-02,          ,          ,          ,          ,39090000,
 DSO 2     3904,          ,          ,          ,          ,9.13E-02,1.31E-01,1.11E-01,9.92E-03,39096742,
 DSO 1     3910,1.952,-4.167,1.389,5.32E-02,          ,          ,          ,          ,39100000,
 DSO 2     3905,          ,          ,          ,          ,1.51E-01,7.14E-02,2.50E-01,5.16E-03,39106742,
 DSO 1     3911,1.841,-2.183,1.389,1.15E-02,          ,          ,          ,          ,39110000,
 DSO 2     3906,          ,          ,          ,          ,3.29E-01,1.11E-01,9.13E-02,7.14E-03,39116742,
 DSO 1     3912,1.873,-1.786,3.175,3.93E-02,          ,          ,          ,          ,39120000,
 DSO 2     3907,          ,          ,          ,          ,2.50E-01,2.30E-01,4.88E-01,8.33E-03,39126742,
 DSO 1     3913,2.032,-1.984,3.373,1.55E-02,          ,          ,          ,          ,39130000,
 DSO 2     3908,          ,          ,          ,          ,5.48E-01,3.89E-01,2.70E-01,1.19E-02,39136742,
 DSO 1     3914,1.937,1.98E-01,1.19,3.73E-02,          ,          ,          ,          ,39140000,
 DSO 2     3909,          ,          ,          ,          ,3.29E-01,-2.78E-02,2.30E-01,1.59E-02,39146742,
 DSO 1     3915,2.063,-1.389,-9.92E-01,3.33E-02,          ,          ,          ,          ,39150000,
 DSO 2     3910,          ,          ,          ,          ,4.48E-01,1.71E-01,1.91E-01,1.59E-02,39156742,
 DSO 1     3916,2.238,-3.175,-1.389,4.52E-02,          ,          ,          ,          ,39160000,
 DSO 2     3911,          ,          ,          ,          ,2.50E-01,3.10E-01,6.07E-01,1.51E-02,39166742,
 DSO 1     3917,2.143,4.365,-1.786,3.33E-02,          ,          ,          ,          ,39170000,
 DSO 2     3912,          ,          ,          ,          ,1.71E-01,9.13E-02,2.90E-01,6.75E-03,39176742,
 DSO 1     3918,2.159,-3.373,0,6.91E-02,          ,          ,          ,          ,39180000,
 DSO 2     3913,          ,          ,          ,          ,3.49E-01,1.71E-01,2.30E-01,1.51E-02,39186742,
 DSO 1     3919,1.825,-3.373,3.373,3.53E-02,          ,          ,          ,          ,39190000,
 DSO 2     3914,          ,          ,          ,          ,4.48E-01,3.49E-01,1.91E-01,1.51E-02,39196742,
 DSO 1     3920,1.937,4.167,1.786,6.11E-02,          ,          ,          ,          ,39200000,
 DSO 2     3915,          ,          ,          ,          ,4.68E-01,4.68E-01,4.48E-01,1.15E-02,39206742,
 DSO 1     3921,1.984,-1.389,3.571,6.31E-02,          ,          ,          ,          ,39210000,
 DSO 2     3916,          ,          ,          ,          ,4.48E-01,9.13E-02,4.88E-01,1.11E-02,39216742,
 DSO 1     3922,1.921,-2.579,5.95E-01,4.72E-02,          ,          ,          ,          ,39220000,
 DSO 2     3917,          ,          ,          ,          ,6.27E-01,1.19E-02,2.10E-01,9.92E-03,39226742,
 DSO 1     3923,2.079,-1.984,-2.778,3.53E-02,          ,          ,          ,          ,39230000,
 DSO 2     3918,          ,          ,          ,          ,1.19E-02,1.71E-01,3.69E-01,2.42E-02,39236742,
 DSO 1     3924,1.952,7.94E-01,-7.94E-01,4.72E-02,          ,          ,          ,          ,39240000,
 DSO 2     3919,          ,          ,          ,          ,2.30E-01,7.14E-02,3.10E-01,2.30E-02,39246742,
 DSO 1     3925,2.206,1.389,1.19,1.75E-02,          ,          ,          ,          ,39250000,
 DSO 2     3920,          ,          ,          ,          ,4.29E-01,3.18E-02,3.10E-01,7.94E-03,39256742,
 DSO 1     3926,2.063,2.381,-3.571,4.52E-02,          ,          ,          ,          ,39260000,
 DSO 2     3921,          ,          ,          ,          ,4.48E-01,1.51E-01,4.29E-01,1.11E-02,39266742,
 DSO 1     3927,2.048,-3.373,4.563,3.14E-02,          ,          ,          ,          ,39270000,
 DSO 2     3922,          ,          ,          ,          ,1.91E-01,3.10E-01,-4.76E-02,1.39E-02,39276742,
 DSO 1     3928,1.937,-9.92E-01,-7.94E-01,1.94E-02,          ,          ,          ,          ,39280000,
 DSO 2     3923,          ,          ,          ,          ,5.16E-02,-6.75E-02,2.30E-01,1.39E-02,39286742,
 DSO 1     3929,2.063,-2.579,2.976,1.15E-02,          ,          ,          ,          ,39290000,
 DSO 2     3924,          ,          ,          ,          ,1.91E-01,-1.47E-01,4.09E-01,1.39E-02,39296742,
 DSO 1     3930,2.111,-1.984,7.94E-01,5.56E-03,          ,          ,          ,          ,39300000,
 DSO 2     3925,          ,          ,          ,          ,-1.67E-01,3.29E-01,2.50E-01,1.71E-02,39306742,
 DSO 1     3931,2.048,-3.97E-01,-1.98E-01,4.33E-02,          ,          ,          ,          ,39310000,
 DSO 2     3926,          ,          ,          ,          ,5.48E-01,3.69E-01,1.91E-01,2.10E-02,39316742,
 DSO 1     3932,2.222,-2.579,9.92E-01,1.55E-02,          ,          ,          ,          ,39320000,
 DSO 2     3927,          ,          ,          ,          ,1.71E-01,3.18E-02,4.68E-01,1.35E-02,39326742,
 DSO 1     3933,2.286,-7.94E-01,7.94E-01,4.33E-02,          ,          ,          ,          ,39330000,
 DSO 2     3928,          ,          ,          ,          ,1.31E-01,3.89E-01,2.90E-01,1.15E-02,39336742,
 DSO 1     3934,2.508,7.94E-01,-1.984,4.13E-02,          ,          ,          ,          ,39340000,
 DSO 2     3929,          ,          ,          ,          ,3.18E-02,-8.73E-02,3.18E-02,7.54E-03,39346742,
 DSO 1     3935,1.778,-4.762,3.571,3.73E-02,          ,          ,          ,          ,39350000,
 DSO 2     3930,          ,          ,          ,          ,3.89E-01,4.29E-01,3.10E-01,1.27E-02,39356742,
 DSO 1     3936,1.889,9.92E-01,1.389,3.33E-02,          ,          ,          ,          ,39360000,
 DSO 2     3931,          ,          ,          ,          ,1.11E-01,5.16E-02,4.29E-01,1.23E-02,39366742,
 DSO 1     3937,1.889,2.183,4.563,3.73E-02,          ,          ,          ,          ,39370000,
 DSO 2     3932,          ,          ,          ,          ,3.10E-01,1.91E-01,7.86E-01,1.19E-02,39376742,
 DSO 1     3938,2.175,-4.365,3.175,7.54E-03,          ,          ,          ,          ,39380000,
 DSO 2     3933,          ,          ,          ,          ,-4.76E-02,1.19E-02,1.71E-01,1.71E-02,39386742,
 DSO 1     3939,2,-1.984,-7.94E-01,3.73E-02,          ,          ,          ,          ,39390000,
 DSO 2     3934,          ,          ,          ,          ,4.09E-01,1.31E-01,7.66E-01,1.94E-02,39396742,
 DSO 1     3940,2.143,3.373,-3.373,5.12E-02,          ,          ,          ,          ,39400000,
 DSO 2     3935,          ,          ,          ,          ,6.47E-01,3.69E-01,2.50E-01,1.31E-02,39406742,
 DSO 1     3941,2.175,-1.19,-9.92E-01,7.90E-02,          ,          ,          ,          ,39410000,
 DSO 2     3936,          ,          ,          ,          ,1.51E-01,1.31E-01,1.71E-01,8.33E-03,39416742,
 DSO 1     3942,2.143,1.98E-01,5.95E-01,5.12E-02,          ,          ,          ,          ,39420000,
 DSO 2     3937,          ,          ,          ,          ,5.16E-02,2.70E-01,-4.76E-02,2.78E-03,39426742,
 DSO 1     3943,2,-2.579,1.389,3.14E-02,          ,          ,          ,          ,39430000,
 DSO 2     3938,          ,          ,          ,          ,2.50E-01,-1.47E-01,5.16E-02,7.54E-03,39436742,
 DSO 1     3944,2.143,-3.175,1.19,1.35E-02,          ,          ,          ,          ,39440000,
 DSO 2     3939,          ,          ,          ,          ,2.90E-01,9.13E-02,5.08E-01,1.19E-02,39446742,
 DSO 1     3945,1.921,-2.381,2.778,3.53E-02,          ,          ,          ,          ,39450000,
 DSO 2     3940,          ,          ,          ,          ,3.69E-01,4.29E-01,4.29E-01,1.98E-03,39456742,
 DSO 1     3946,2.095,0,1.19,3.73E-02,          ,          ,          ,          ,39460000,
 DSO 2     3941,          ,          ,          ,          ,2.30E-01,1.31E-01,3.49E-01,1.67E-02,39466742,
 DSO 1     3947,2.333,1.19,-1.786,1.15E-02,          ,          ,          ,          ,39470000,
 DSO 2     3942,          ,          ,          ,          ,5.16E-02,2.30E-01,3.29E-01,2.18E-02,39476742,
 DSO 1     3948,2.254,-3.97E-01,-1.98E-01,4.33E-02,          ,          ,          ,          ,39480000,
 DSO 2     3943,          ,          ,          ,          ,2.30E-01,2.50E-01,4.29E-01,1.51E-02,39486742,
 DSO 1     3949,2.206,9.92E-01,0,3.33E-02,          ,          ,          ,          ,39490000,
 DSO 2     3944,          ,          ,          ,          ,1.11E-01,-1.67E-01,6.07E-01,1.67E-02,39496742,
 DSO 1     3950,1.984,3.97E-01,-2.579,3.73E-02,          ,          ,          ,          ,39500000,
 DSO 2     3945,          ,          ,          ,          ,1.19E-02,3.69E-01,1.71E-01,1.07E-02,39506742,
 DSO 1     3951,1.968,-2.976,1.587,1.35E-02,          ,          ,          ,          ,39510000,
 DSO 2     3946,          ,          ,          ,          ,1.71E-01,1.51E-01,2.30E-01,7.54E-03,39516742,
 DSO 1     3952,1.873,-2.381,0,4.33E-02,          ,          ,          ,          ,39520000,
 DSO 2     3947,          ,          ,          ,          ,1.31E-01,2.70E-01,2.70E-01,1.03E-02,39526742,
 DSO 1     3953,2.349,-3.373,2.183,5.32E-02,          ,          ,          ,          ,39530000,
 DSO 2     3948,          ,          ,          ,          ,5.68E-01,1.51E-01,4.29E-01,5.95E-03,39536742,
 DSO 1     3954,2.222,0,3.571,2.94E-02,          ,          ,          ,          ,39540000,
 DSO 2     3949,          ,          ,          ,          ,2.90E-01,7.14E-02,2.90E-01,1.23E-02,39546742,
 DSO 1     3955,2.27,1.389,-1.786,4.33E-02,          ,          ,          ,          ,39550000,
 DSO 2     3950,          ,          ,          ,          ,3.69E-01,1.71E-01,5.28E-01,6.35E-03,39556742,
 DSO 1     3956,2.016,-1.587,1.587,2.34E-02,          ,          ,          ,          ,39560000,
 DSO 2     3951,          ,          ,          ,          ,3.89E-01,1.91E-01,3.10E-01,1.15E-02,39566742,
 DSO 1     3957,2.016,-1.98E-01,-1.19,5.91E-02,          ,          ,          ,          ,39570000,
 DSO 2     3952,          ,          ,          ,          ,3.10E-01,3.29E-01,4.88E-01,1.23E-02,39576742,
 DSO 1     3958,2.317,2.381,-5.95E-01,5.71E-02,          ,          ,          ,          ,39580000,
 DSO 2     3953,          ,          ,          ,          ,2.70E-01,1.51E-01,-2.46E-01,7.54E-03,39586742,
 DSO 1     3959,1.683,-1.19,-3.571,5.12E-02,          ,          ,          ,          ,39590000,
 DSO 2     3954,          ,          ,          ,          ,7.14E-02,3.89E-01,-2.26E-01,1.31E-02,39596742,
 DSO 1     3960,1.984,-5.95E-01,1.389,4.13E-02,          ,          ,          ,          ,39600000,
 DSO 2     3955,          ,          ,          ,          ,1.19E-02,3.29E-01,4.88E-01,9.13E-03,39606742,
 DSO 1     3961,2,-4.762,9.92E-01,3.53E-02,          ,          ,          ,          ,39610000,
 DSO 2     3956,          ,          ,          ,          ,4.09E-01,1.19E-02,3.49E-01,6.35E-03,39616742,
 DSO 1     3962,2.127,1.984,1.587,3.33E-02,          ,          ,          ,          ,39620000,
 DSO 2     3957,          ,          ,          ,          ,7.14E-02,1.19E-02,3.10E-01,1.15E-02,39626742,
 DSO 1     3963,1.937,1.19,-9.92E-01,5.91E-02,          ,          ,          ,          ,39630000,
 DSO 2     3958,          ,          ,          ,          ,3.49E-01,-7.94E-03,4.29E-01,1.79E-02,39636742,
 DSO 1     3964,2.206,-3.97E-01,7.94E-01,4.33E-02,          ,          ,          ,          ,39640000,
 DSO 2     3959,          ,          ,          ,          ,2.50E-01,3.89E-01,6.87E-01,1.15E-02,39646742,
 DSO 1     3965,2.079,-7.94E-01,-1.984,4.13E-02,          ,          ,          ,          ,39650000,
 DSO 2     3960,          ,          ,          ,          ,1.91E-01,7.14E-02,6.47E-01,2.10E-02,39656742,
 DSO 1     3966,2.048,9.92E-01,-9.92E-01,6.51E-02,          ,          ,          ,          ,39660000,
 DSO 2     3961,          ,          ,          ,          ,9.13E-02,1.91E-01,1.71E-01,1.03E-02,39666742,
 DSO 1     3967,2.143,0,-1.389,6.31E-02,          ,          ,          ,          ,39670000,
 DSO 2     3962,          ,          ,          ,          ,3.69E-01,1.31E-01,-2.78E-02,9.92E-03,39676742,
 DSO 1     3968,1.857,-2.976,4.365,5.91E-02,          ,          ,          ,          ,39680000,
 DSO 2     3963,          ,          ,          ,          ,7.14E-02,2.30E-01,3.49E-01,8.73E-03,39686742,
 DSO 1     3969,2.095,-4.96,0,3.33E-02,          ,          ,          ,          ,39690000,
 DSO 2     3964,          ,          ,          ,          ,1.71E-01,3.89E-01,2.50E-01,396.8u   ,39696742,
 DSO 1     3970,2.079,-5.95E-01,3.77,5.12E-02,          ,          ,          ,          ,39700000,
 DSO 2     3965,          ,          ,          ,          ,3.10E-01,2.50E-01,4.29E-01,1.51E-02,39706742,
 DSO 1     3971,1.952,-7.94E-01,2.579,3.14E-02,          ,          ,          ,          ,39710000,
 DSO 2     3966,          ,          ,          ,          ,1.91E-01,1.91E-01,1.11E-01,1.71E-02,39716742,
 DSO 1     3972,1.952,-2.183,-1.786,6.11E-02,          ,          ,          ,          ,39720000,
 DSO 2     3967,          ,          ,          ,          ,3.89E-01,1.19E-02,4.29E-01,1.83E-02,39726742,
 DSO 1     3973,2.222,0,-1.19,5.12E-02,          ,          ,          ,          ,39730000,
 DSO 2     3968,          ,          ,          ,          ,1.51E-01,2.30E-01,6.47E-01,1.75E-02,39736742,
 DSO 1     3974,2.27,-1.19,-1.984,3.73E-02,          ,          ,          ,          ,39740000,
 DSO 2     3969,          ,          ,          ,          ,5.68E-01,1.91E-01,2.90E-01,1.19E-02,39746742,
 DSO 1     3975,2.254,-9.92E-01,-3.175,5.71E-02,          ,          ,          ,          ,39750000,
 DSO 2     3970,          ,          ,          ,          ,3.10E-01,2.70E-01,1.11E-01,7.94E-03,39756742,
 DSO 1     3976,1.857,-9.92E-01,7.94E-01,4.13E-02,          ,          ,          ,          ,39760000,
 DSO 2     3971,          ,          ,          ,          ,3.18E-02,1.31E-01,3.10E-01,9.52E-03,39766742,
 DSO 1     3977,2.048,-4.96,7.94E-01,4.13E-02,          ,          ,          ,          ,39770000,
 DSO 2     3972,          ,          ,          ,          ,1.51E-01,1.91E-01,5.16E-02,5.16E-03,39776742,
 DSO 1     3978,2.175,-1.98E-01,3.571,5.91E-02,          ,          ,          ,          ,39780000,
 DSO 2     3973,          ,          ,          ,          ,3.69E-01,1.71E-01,5.16E-02,8.73E-03,39786742,
 DSO 1     3979,2.032,-1.389,9.92E-01,3.33E-02,          ,          ,          ,          ,39790000,
 DSO 2     3974,          ,          ,          ,          ,3.49E-01,3.18E-02,4.68E-01,2.14E-02,39796742,
