0.000000000000000000e+00 6.510000000000000231e-01 -9.919999999999999929e-01 -7.940000000000000391e-01 3.930000000000000160e-02 0.000000000000000000e+00 5.679999999999999494e-01 4.289999999999999925e-01 3.290000000000000147e-01 1.469999999999999953e-02 5.808800000000000000e+04
0.000000000000000000e+00 8.100000000000000533e-01 0.000000000000000000e+00 5.158999999999999808e+00 3.570000000000000256e-02 1.000000000000000000e+04 3.489999999999999769e-01 1.190000000000000085e-02 2.500000000000000000e-01 1.710000000000000062e-02 6.808800000000000000e+04
0.000000000000000000e+00 5.709999999999999520e-01 -1.980000000000000093e-01 1.586999999999999966e+00 6.069999999999999701e-02 2.000000000000000000e+04 4.480000000000000093e-01 2.099999999999999922e-01 2.099999999999999922e-01 1.590000000000000094e-02 7.808800000000000000e+04
0.000000000000000000e+00 1.016000000000000014e+00 7.940000000000000391e-01 3.970000000000000195e-01 2.980000000000000010e-02 3.000000000000000000e+04 2.700000000000000178e-01 3.290000000000000147e-01 7.059999999999999609e-01 1.590000000000000094e-02 8.808800000000000000e+04
0.000000000000000000e+00 9.370000000000000551e-01 1.389000000000000012e+00 4.761999999999999567e+00 4.410000000000000031e-02 4.000000000000000000e+04 1.910000000000000031e-01 9.130000000000000615e-02 2.899999999999999800e-01 8.729999999999999913e-03 9.808800000000000000e+04
0.000000000000000000e+00 7.299999999999999822e-01 3.970000000000000195e-01 3.967999999999999972e+00 5.120000000000000245e-02 5.000000000000000000e+04 4.089999999999999747e-01 1.910000000000000031e-01 2.300000000000000100e-01 1.269999999999999948e-02 1.080880000000000000e+05
0.000000000000000000e+00 8.100000000000000533e-01 7.940000000000000391e-01 2.380999999999999783e+00 5.000000000000000278e-02 6.000000000000000000e+04 4.680000000000000271e-01 3.489999999999999769e-01 2.300000000000000100e-01 1.549999999999999989e-02 1.180880000000000000e+05
0.000000000000000000e+00 7.940000000000000391e-01 -2.380999999999999783e+00 4.562999999999999723e+00 2.019999999999999921e-02 7.000000000000000000e+04 4.879999999999999893e-01 4.680000000000000271e-01 4.289999999999999925e-01 1.269999999999999948e-02 1.280880000000000000e+05
0.000000000000000000e+00 6.510000000000000231e-01 -1.189999999999999947e+00 4.761999999999999567e+00 2.019999999999999921e-02 8.000000000000000000e+04 4.680000000000000271e-01 9.130000000000000615e-02 5.080000000000000071e-01 8.330000000000000598e-03 1.380880000000000000e+05
0.000000000000000000e+00 7.940000000000000391e-01 -7.940000000000000391e-01 2.778000000000000025e+00 4.170000000000000095e-02 9.000000000000000000e+04 6.670000000000000373e-01 3.180000000000000188e-02 2.500000000000000000e-01 9.919999999999999998e-03 1.480880000000000000e+05
0.000000000000000000e+00 7.459999999999999964e-01 -5.949999999999999734e-01 3.373000000000000220e+00 1.310000000000000053e-02 1.000000000000000000e+05 1.190000000000000085e-02 2.300000000000000100e-01 3.890000000000000124e-01 2.259999999999999856e-02 1.580880000000000000e+05
0.000000000000000000e+00 8.409999999999999698e-01 1.389000000000000012e+00 1.786000000000000032e+00 5.120000000000000245e-02 1.100000000000000000e+05 2.700000000000000178e-01 1.110000000000000014e-01 3.290000000000000147e-01 2.460000000000000034e-02 1.680880000000000000e+05
0.000000000000000000e+00 6.350000000000000089e-01 1.786000000000000032e+00 3.967999999999999972e+00 5.480000000000000149e-02 1.200000000000000000e+05 4.879999999999999893e-01 3.180000000000000188e-02 3.489999999999999769e-01 7.139999999999999646e-03 1.780880000000000000e+05
0.000000000000000000e+00 1.062999999999999945e+00 3.571000000000000174e+00 5.753999999999999559e+00 5.949999999999999734e-02 1.300000000000000000e+05 4.680000000000000271e-01 1.710000000000000131e-01 4.480000000000000093e-01 1.230000000000000017e-02 1.880880000000000000e+05
0.000000000000000000e+00 7.780000000000000249e-01 2.182999999999999829e+00 2.778000000000000025e+00 4.410000000000000031e-02 1.400000000000000000e+05 2.099999999999999922e-01 3.099999999999999978e-01 -2.779999999999999832e-02 1.469999999999999953e-02 1.980880000000000000e+05
0.000000000000000000e+00 8.100000000000000533e-01 -2.975999999999999979e+00 2.579000000000000181e+00 2.980000000000000010e-02 1.500000000000000000e+05 9.130000000000000615e-02 -4.760000000000000342e-02 2.899999999999999800e-01 1.549999999999999989e-02 2.080880000000000000e+05
0.000000000000000000e+00 8.409999999999999698e-01 1.980000000000000093e-01 1.389000000000000012e+00 2.139999999999999888e-02 1.600000000000000000e+05 2.099999999999999922e-01 -1.270000000000000018e-01 4.480000000000000093e-01 1.430000000000000021e-02 2.180880000000000000e+05
0.000000000000000000e+00 6.830000000000000515e-01 1.980000000000000093e-01 2.579000000000000181e+00 3.450000000000000289e-02 1.700000000000000000e+05 -1.270000000000000018e-01 3.689999999999999947e-01 3.290000000000000147e-01 1.750000000000000167e-02 2.280880000000000000e+05
0.000000000000000000e+00 8.249999999999999556e-01 1.586999999999999966e+00 1.189999999999999947e+00 3.450000000000000289e-02 1.800000000000000000e+05 5.480000000000000426e-01 3.489999999999999769e-01 2.700000000000000178e-01 2.179999999999999993e-02 2.380880000000000000e+05
0.000000000000000000e+00 6.510000000000000231e-01 -5.949999999999999734e-01 2.182999999999999829e+00 3.450000000000000289e-02 1.900000000000000000e+05 1.509999999999999953e-01 3.180000000000000188e-02 4.879999999999999893e-01 1.510000000000000057e-02 2.480880000000000000e+05
