6085		--	
6090	-2579	-396.8	34.52
6095		--	
6100	2.98E+03	-2976	42.86
6105		--	
6110	-1786	-595.2	53.57
6115		--	
6120	0.00E+00	1.19E+03	35.71
6125		--	
6130	-2976	1.39E+03	26.19
6135		--	
6140	-3571	1.79E+03	15.48
6145		--	
6150	-3373	3.18E+03	25
6155		--	
6160	-396.8	1.59E+03	23.81
6165		--	
6170	595.2	-1389	14.29
6175		--	
6180	-793.7	198.4	34.52
6185		--	
6190	595.2	198.4	28.57
6195		--	
6200	-595.2	-2381	29.76
6205		--	
6210	-3373	1.79E+03	19.05
6215		--	
6220	-2778	396.8	38.1
6225		--	
6230	-3968	2.18E+03	41.67
6235		--	
6240	-198.4	3.57E+03	26.19
6245		--	
6250	595.2	-1786	36.9
6255		--	
6260	-1984	1.79E+03	21.43
6265		--	
6270	-595.2	-793.7	41.67
6275		--	
6280	1.98E+03	-198.4	40.48
6285		--	
6290	-2183	-3770	35.71
6295		--	
6300	-1190	1.59E+03	32.14
6305		--	
6310	-5357	1.19E+03	25
6315		--	
6320	1.79E+03	1.59E+03	26.19
6325		--	
6330	793.7	-992.1	42.86
6335		--	
6340	-793.7	992.1	40.48
6345		--	
6350	-1587	-1984	28.57
6355		--	
6360	396.8	-1190	52.38
6365		--	
6370	-793.7	-1389	41.67
6375		--	
6380	-3373	4.37E+03	55.95
6385		--	
6390	-5556	595.2	28.57
6395		--	
6400	-793.7	3.97E+03	40.48
6405		--	
6410	-1190	2.98E+03	5.952
6415		--	
6420	-2778	-1389	55.95
6425		--	
6430	-396.8	-992.1	30.95
6435		--	
6440	-1984	-1587	35.71
6445		--	
6450	-1786	-2976	21.43
6455		--	
6460	-1389	793.7	34.52
6465		--	
6470	-5357	992.1	15.48
6475		--	
6480	-992.1	3.77E+03	53.57
6485		--	
6490	-1984	1.19E+03	22.62
6495		--	
6500	595.2	-992.1	40.48
6505		--	
6510	-3373	-2381	19.05
6515		--	
6520	595.2	1.19E+03	53.57
6525		--	
6530	992.1	-5357	30.95
6535		--	
6540	-396.8	0.00E+00	42.86
6545		--	
6550	-5357	1.19E+03	27.38
6555		--	
6560	-396.8	-992.1	26.19
6565		--	
6570	-1984	0.00E+00	15.48
6575		--	
6580	-3373	-2976	39.29
6585		--	
6590	-1190	-3571	30.95
6595		--	
6600	-1984	1.19E+03	30.95
6605		--	
6610	-595.2	-2183	29.76
6615		--	
6620	-1587	-198.4	41.67
6625		--	
6630	-3571	-198.4	32.14
6635		--	
6640	-4762	3.57E+03	27.38
6645		--	
6650	-198.4	1.79E+03	20.24
6655		--	
6660	595.2	3.77E+03	36.9
6665		--	
6670	-3770	-4167	39.29
6675		--	
6680	-2778	-1389	39.29
6685		--	
6690	2.18E+03	-2381	25
6695		--	
6700	-992.1	-2381	32.14
6705		--	
6710	198.4	-595.2	47.62
6715		--	
6720	-4762	1.19E+03	25
6725		--	
6730	-793.7	396.8	33.33
6735		--	
6740	-2976	0.00E+00	23.81
6745		--	
6750	-1984	0.00E+00	26.19
6755		--	
6760	-3571	0.00E+00	23.81
6765		--	
6770	595.2	-3571	51.19
6775		--	
6780	-1786	-396.8	32.14
6785		--	
6790	-4960	1.19E+03	40.48
6795		--	
6800	-2183	1.39E+03	17.86
6805		--	
6810	-2381	2.98E+03	27.38
6815		--	
6820	-1984	3.18E+03	13.1
6825		--	
6830	-198.4	1.39E+03	27.38
6835		--	
6840	-1190	-793.7	29.76
6845		--	
6850	-3571	-1389	35.71
6855		--	
6860	3.77E+03	-1389	27.38
6865		--	
6870	-3968	595.2	51.19
6875		--	
6880	-3373	3.37E+03	29.76
6885		--	
6890	3.77E+03	1.98E+03	46.43
6895		--	
6900	-1786	3.57E+03	48.81
6905		--	
6910	-2778	595.2	39.29
6915		--	
6920	-2381	-2381	29.76
6925		--	
6930	0.00E+00	-198.4	33.33
6935		--	
6940	992.1	1.39E+03	16.67
6945		--	
6950	2.58E+03	-2976	28.57
6955		--	
6960	-3571	5.16E+03	26.19
6965		--	
6970	-1587	-198.4	20.24
6975		--	
6980	-3175	3.18E+03	14.29
6985		--	
6990	-2183	992.1	10.71
6995		--	
7000	-595.2	0.00E+00	34.52
7005		--	
7010	-3373	1.19E+03	19.05
7015		--	
7020	-1389	1.19E+03	34.52
7025		--	
7030	595.2	-1984	32.14
7035		--	
7040	-5159	3.57E+03	32.14
7045		--	
7050	992.1	1.79E+03	27.38
7055		--	
7060	1.79E+03	4.76E+03	26.19
7065		--	
7070	-4563	3.18E+03	13.1
7075		--	
7080	-2579	-595.2	30.95
7085		--	
7090	2.98E+03	-2778	38.1
7095		--	
7100	-1587	-992.1	50
7105		--	
7110	198.4	1.19E+03	34.52
7115		--	
7120	-2976	1.79E+03	26.19
7125		--	
7130	-3770	1.98E+03	23.81
7135		--	
7140	-2778	3.37E+03	32.14
7145		--	
7150	-198.4	1.98E+03	42.86
7155		--	
7160	595.2	-1389	26.19
7165		--	
7170	-595.2	198.4	32.14
7175		--	
7180	793.7	0.00E+00	41.67
7185		--	
7190	198.4	-2381	48.81
7195		--	
7200	-2976	1.98E+03	25
7205		--	
7210	-2579	396.8	39.29
7215		--	
7220	-3571	2.38E+03	45.24
7225		--	
7230	-198.4	3.97E+03	40.48
7235		--	
7240	992.1	-1587	26.19
7245		--	
7250	-1984	1.98E+03	13.1
7255		--	
7260	0.00E+00	-595.2	27.38
7265		--	
7270	2.18E+03	-198.4	25
7275		--	
7280	-1984	-3373	23.81
7285		--	
7290	-1389	1.79E+03	19.05
7295		--	
7300	-4960	1.59E+03	19.05
7305		--	
7310	2.18E+03	1.59E+03	23.81
7315		--	
7320	793.7	-793.7	51.19
7325		--	
7330	-595.2	793.7	39.29
7335		--	
7340	-992.1	-1786	36.9
7345		--	
7350	595.2	-793.7	55.95
7355		--	
7360	-396.8	-1389	46.43
7365		--	
7370	-3175	4.76E+03	48.81
7375		--	
7380	-5357	595.2	23.81
7385		--	
7390	-396.8	4.17E+03	40.48
7395		--	
7400	-992.1	2.98E+03	21.43
7405		--	
7410	-2381	-1389	45.24
7415		--	
7420	0.00E+00	-992.1	35.71
7425		--	
7430	-1786	-1587	27.38
7435		--	
7440	-1389	-2976	38.1
7445		--	
7450	-1389	1.19E+03	33.33
7455		--	
7460	-4960	1.19E+03	33.33
7465		--	
7470	-396.8	3.57E+03	42.86
7475		--	
7480	-1786	1.59E+03	26.19
7485		--	
7490	992.1	-992.1	21.43
