               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Timestamp
 DSO 1     1666,2.127,-3.373,1.587,1.67E-02,          ,          ,          ,          ,16660000
 DSO 2     1661,          ,          ,          ,          ,3.29E-01,1.91E-01,1.31E-01,1.19E-02,16661692
 DSO 1     1667,1.921,-2.778,3.175,2.98E-02,          ,          ,          ,          ,16670000
 DSO 2     1662,          ,          ,          ,          ,1.71E-01,1.19E-02,5.28E-01,1.59E-02,16671692
 DSO 1     1668,2.095,-1.98E-01,1.984,2.62E-02,          ,          ,          ,          ,16680000
 DSO 2     1663,          ,          ,          ,          ,3.10E-01,1.19E-02,5.87E-01,8.33E-03,16681692
 DSO 1     1669,2.349,9.92E-01,-1.389,1.31E-02,          ,          ,          ,          ,16690000
 DSO 2     1664,          ,          ,          ,          ,9.05E-01,7.46E-01,5.87E-01,1.71E-02,16691692
 DSO 1     1670,2.222,-5.95E-01,3.97E-01,3.21E-02,          ,          ,          ,          ,16700000
 DSO 2     1665,          ,          ,          ,          ,9.44E-01,6.27E-01,8.25E-01,2.30E-02,16701692
 DSO 1     1671,2.143,7.94E-01,3.97E-01,2.74E-02,          ,          ,          ,          ,16710000
 DSO 2     1666,          ,          ,          ,          ,6.87E-01,3.49E-01,8.65E-01,1.67E-02,16711692
 DSO 1     1672,1.968,0,-2.183,2.98E-02,          ,          ,          ,          ,16720000
 DSO 2     1667,          ,          ,          ,          ,8.45E-01,5.68E-01,9.44E-01,1.71E-02,16721692
 DSO 1     1673,1.984,-3.175,2.183,1.79E-02,          ,          ,          ,          ,16730000
 DSO 2     1668,          ,          ,          ,          ,3.18E-02,-1.47E-01,4.48E-01,1.63E-02,16731692
 DSO 1     1674,1.873,-2.778,5.95E-01,3.45E-02,          ,          ,          ,          ,16740000
 DSO 2     1669,          ,          ,          ,          ,3.89E-01,1.11E-01,5.16E-02,1.23E-02,16741692
 DSO 1     1675,2.317,-3.373,2.183,4.05E-02,          ,          ,          ,          ,16750000
 DSO 2     1670,          ,          ,          ,          ,5.28E-01,2.30E-01,7.46E-01,1.11E-02,16751692
 DSO 1     1676,2.206,1.98E-01,3.77,2.62E-02,          ,          ,          ,          ,16760000
 DSO 2     1671,          ,          ,          ,          ,3.29E-01,2.10E-01,3.49E-01,1.59E-02,16761692
 DSO 1     1677,2.27,7.94E-01,-1.587,3.45E-02,          ,          ,          ,          ,16770000
 DSO 2     1672,          ,          ,          ,          ,8.45E-01,5.68E-01,5.87E-01,2.26E-02,16771692
 DSO 1     1678,2.016,-1.984,1.786,2.26E-02,          ,          ,          ,          ,16780000
 DSO 2     1673,          ,          ,          ,          ,7.66E-01,3.10E-01,6.47E-01,2.26E-02,16781692
 DSO 1     1679,2,0,-9.92E-01,4.29E-02,          ,          ,          ,          ,16790000
 DSO 2     1674,          ,          ,          ,          ,3.49E-01,4.68E-01,9.05E-01,1.98E-02,16791692
 DSO 1     1680,2.286,1.984,-3.97E-01,4.05E-02,          ,          ,          ,          ,16800000
 DSO 2     1675,          ,          ,          ,          ,6.27E-01,5.28E-01,5.28E-01,1.79E-02,16801692
 DSO 1     1681,1.635,-1.587,-3.571,3.45E-02,          ,          ,          ,          ,16810000
 DSO 2     1676,          ,          ,          ,          ,2.70E-01,7.06E-01,7.66E-01,2.06E-02,16811692
 DSO 1     1682,1.921,-1.19,1.786,3.10E-02,          ,          ,          ,          ,16820000
 DSO 2     1677,          ,          ,          ,          ,2.90E-01,2.70E-01,4.09E-01,1.43E-02,16821692
 DSO 1     1683,1.968,-4.96,1.587,2.74E-02,          ,          ,          ,          ,16830000
 DSO 2     1678,          ,          ,          ,          ,4.29E-01,9.13E-02,5.28E-01,1.98E-02,16831692
 DSO 1     1684,2.063,1.587,1.786,2.86E-02,          ,          ,          ,          ,16840000
 DSO 2     1679,          ,          ,          ,          ,1.91E-01,-1.27E-01,5.08E-01,1.94E-02,16841692
 DSO 1     1685,1.873,9.92E-01,-5.95E-01,4.41E-02,          ,          ,          ,          ,16850000
 DSO 2     1680,          ,          ,          ,          ,2.70E-01,9.13E-02,3.49E-01,1.51E-02,16851692
 DSO 1     1686,2.175,-9.92E-01,9.92E-01,3.57E-02,          ,          ,          ,          ,16860000
 DSO 2     1681,          ,          ,          ,          ,3.89E-01,6.67E-01,6.87E-01,1.71E-02,16861692
 DSO 1     1687,2.032,-1.389,-1.786,3.33E-02,          ,          ,          ,          ,16870000
 DSO 2     1682,          ,          ,          ,          ,6.27E-01,1.91E-01,1.143,1.79E-02,16871692
 DSO 1     1688,2.032,5.95E-01,-7.94E-01,4.41E-02,          ,          ,          ,          ,16880000
 DSO 2     1683,          ,          ,          ,          ,3.49E-01,6.87E-01,8.45E-01,2.18E-02,16881692
 DSO 1     1689,2.111,-5.95E-01,-1.19,4.64E-02,          ,          ,          ,          ,16890000
 DSO 2     1684,          ,          ,          ,          ,4.68E-01,6.67E-01,8.25E-01,2.34E-02,16891692
 DSO 1     1690,1.841,-3.175,4.563,4.52E-02,          ,          ,          ,          ,16900000
 DSO 2     1685,          ,          ,          ,          ,1.51E-01,-1.27E-01,2.70E-01,1.75E-02,16901692
 DSO 1     1691,2.063,-5.357,3.97E-01,2.74E-02,          ,          ,          ,          ,16910000
 DSO 2     1686,          ,          ,          ,          ,3.69E-01,2.70E-01,6.07E-01,1.23E-02,16911692
 DSO 1     1692,2.048,-7.94E-01,4.167,3.81E-02,          ,          ,          ,          ,16920000
 DSO 2     1687,          ,          ,          ,          ,2.30E-01,1.51E-01,3.89E-01,1.67E-02,16921692
 DSO 1     1693,1.905,-1.19,2.976,2.50E-02,          ,          ,          ,          ,16930000
 DSO 2     1688,          ,          ,          ,          ,3.89E-01,-4.76E-02,3.49E-01,2.06E-02,16931692
 DSO 1     1694,1.873,-2.579,-1.389,4.29E-02,          ,          ,          ,          ,16940000
 DSO 2     1689,          ,          ,          ,          ,4.48E-01,2.70E-01,8.06E-01,1.91E-02,16941692
 DSO 1     1695,2.159,-1.98E-01,-7.94E-01,3.93E-02,          ,          ,          ,          ,16950000
 DSO 2     1690,          ,          ,          ,          ,6.67E-01,3.69E-01,7.06E-01,1.43E-02,16951692
 DSO 1     1696,2.254,-1.389,-1.587,2.86E-02,          ,          ,          ,          ,16960000
 DSO 2     1691,          ,          ,          ,          ,6.07E-01,5.28E-01,7.26E-01,1.75E-02,16961692
 DSO 1     1697,2.206,-1.389,-2.778,4.05E-02,          ,          ,          ,          ,16970000
 DSO 2     1692,          ,          ,          ,          ,7.86E-01,5.87E-01,6.87E-01,2.50E-02,16971692
 DSO 1     1698,1.81,-1.587,1.389,3.33E-02,          ,          ,          ,          ,16980000
 DSO 2     1693,          ,          ,          ,          ,3.69E-01,3.18E-02,4.68E-01,1.63E-02,16981692
 DSO 1     1699,1.968,-5.159,1.389,3.33E-02,          ,          ,          ,          ,16990000
 DSO 2     1694,          ,          ,          ,          ,7.14E-02,1.71E-01,2.90E-01,1.98E-02,16991692
 DSO 1     1700,2.111,-5.95E-01,3.77,4.41E-02,          ,          ,          ,          ,17000000
 DSO 2     1695,          ,          ,          ,          ,3.10E-01,1.19E-02,4.09E-01,1.91E-02,17001692
 DSO 1     1701,2.016,-1.389,1.389,2.86E-02,          ,          ,          ,          ,17010000
 DSO 2     1696,          ,          ,          ,          ,1.31E-01,1.91E-01,4.29E-01,1.55E-02,17011692
 DSO 1     1702,1.921,7.94E-01,-9.92E-01,2.14E-02,          ,          ,          ,          ,17020000
 DSO 2     1697,          ,          ,          ,          ,7.86E-01,5.08E-01,6.07E-01,2.78E-02,17021692
 DSO 1     1703,2.048,-3.373,-2.381,2.86E-02,          ,          ,          ,          ,17030000
 DSO 2     1698,          ,          ,          ,          ,7.06E-01,3.89E-01,7.26E-01,1.59E-02,17031692
 DSO 1     1704,2.159,9.92E-01,1.389,4.29E-02,          ,          ,          ,          ,17040000
 DSO 2     1699,          ,          ,          ,          ,4.68E-01,5.68E-01,5.28E-01,1.59E-02,17041692
 DSO 1     1705,2.159,1.587,-4.762,4.05E-02,          ,          ,          ,          ,17050000
 DSO 2     1700,          ,          ,          ,          ,6.47E-01,7.66E-01,6.27E-01,2.22E-02,17051692
 DSO 1     1706,1.857,-5.95E-01,5.95E-01,3.10E-02,          ,          ,          ,          ,17060000
 DSO 2     1701,          ,          ,          ,          ,4.88E-01,7.14E-02,2.90E-01,1.39E-02,17061692
 DSO 1     1707,1.937,-5.159,1.389,3.81E-02,          ,          ,          ,          ,17070000
 DSO 2     1702,          ,          ,          ,          ,4.29E-01,-1.07E-01,2.90E-01,1.79E-02,17071692
 DSO 1     1708,1.905,-3.97E-01,-5.95E-01,1.91E-02,          ,          ,          ,          ,17080000
 DSO 2     1703,          ,          ,          ,          ,5.08E-01,1.91E-01,5.87E-01,1.43E-02,17081692
 DSO 1     1709,1.889,-1.19,1.98E-01,2.86E-02,          ,          ,          ,          ,17090000
 DSO 2     1704,          ,          ,          ,          ,4.09E-01,3.10E-01,5.28E-01,2.66E-02,17091692
 DSO 1     1710,2.016,-3.571,-2.579,3.45E-02,          ,          ,          ,          ,17100000
 DSO 2     1705,          ,          ,          ,          ,6.27E-01,3.10E-01,7.86E-01,1.59E-02,17101692
 DSO 1     1711,2.048,-7.94E-01,-3.175,3.81E-02,          ,          ,          ,          ,17110000
 DSO 2     1706,          ,          ,          ,          ,5.48E-01,8.45E-01,6.27E-01,2.26E-02,17111692
 DSO 1     1712,1.952,-1.786,1.19,2.50E-02,          ,          ,          ,          ,17120000
 DSO 2     1707,          ,          ,          ,          ,4.68E-01,3.69E-01,5.68E-01,1.63E-02,17121692
 DSO 1     1713,2.143,-3.97E-01,-2.183,3.45E-02,          ,          ,          ,          ,17130000
 DSO 2     1708,          ,          ,          ,          ,6.67E-01,4.88E-01,7.26E-01,2.90E-02,17131692
 DSO 1     1714,2.048,-1.587,-1.98E-01,3.33E-02,          ,          ,          ,          ,17140000
 DSO 2     1709,          ,          ,          ,          ,6.67E-01,3.69E-01,7.66E-01,2.46E-02,17141692
 DSO 1     1715,2.063,-2.778,1.98E-01,3.69E-02,          ,          ,          ,          ,17150000
 DSO 2     1710,          ,          ,          ,          ,2.90E-01,-4.76E-02,4.29E-01,1.55E-02,17151692
 DSO 1     1716,1.952,-4.563,3.77,2.26E-02,          ,          ,          ,          ,17160000
 DSO 2     1711,          ,          ,          ,          ,1.31E-01,3.18E-02,3.49E-01,1.59E-02,17161692
 DSO 1     1717,1.984,0,2.183,2.50E-02,          ,          ,          ,          ,17170000
 DSO 2     1712,          ,          ,          ,          ,3.89E-01,2.90E-01,5.48E-01,2.06E-02,17171692
 DSO 1     1718,1.905,9.92E-01,3.968,3.21E-02,          ,          ,          ,          ,17180000
 DSO 2     1713,          ,          ,          ,          ,4.68E-01,1.11E-01,4.29E-01,1.23E-02,17181692
 DSO 1     1719,2.143,-3.175,-4.167,4.52E-02,          ,          ,          ,          ,17190000
 DSO 2     1714,          ,          ,          ,          ,6.27E-01,5.28E-01,8.65E-01,1.51E-02,17191692
 DSO 1     1720,2.079,-2.778,-1.19,3.81E-02,          ,          ,          ,          ,17200000
 DSO 2     1715,          ,          ,          ,          ,6.47E-01,4.48E-01,5.28E-01,1.51E-02,17201692
 DSO 1     1721,1.952,2.381,-1.984,3.45E-02,          ,          ,          ,          ,17210000
 DSO 2     1716,          ,          ,          ,          ,5.08E-01,6.07E-01,6.27E-01,2.38E-02,17211692
 DSO 1     1722,2.127,-5.95E-01,-2.381,3.21E-02,          ,          ,          ,          ,17220000
 DSO 2     1717,          ,          ,          ,          ,5.87E-01,4.09E-01,8.45E-01,1.87E-02,17221692
 DSO 1     1723,1.952,3.97E-01,-1.98E-01,5.48E-02,          ,          ,          ,          ,17230000
 DSO 2     1718,          ,          ,          ,          ,3.89E-01,1.91E-01,6.07E-01,1.91E-02,17231692
 DSO 1     1724,1.905,-4.563,9.92E-01,2.26E-02,          ,          ,          ,          ,17240000
 DSO 2     1719,          ,          ,          ,          ,2.70E-01,2.10E-01,4.09E-01,1.55E-02,17241692
 DSO 1     1725,2.19,-5.95E-01,9.92E-01,3.81E-02,          ,          ,          ,          ,17250000
 DSO 2     1720,          ,          ,          ,          ,5.08E-01,1.91E-01,1.71E-01,2.02E-02,17251692
 DSO 1     1726,2.302,-2.778,3.97E-01,2.26E-02,          ,          ,          ,          ,17260000
 DSO 2     1721,          ,          ,          ,          ,4.29E-01,9.13E-02,5.28E-01,1.35E-02,17261692
 DSO 1     1727,1.984,-1.786,5.95E-01,2.86E-02,          ,          ,          ,          ,17270000
 DSO 2     1722,          ,          ,          ,          ,9.05E-01,7.86E-01,8.25E-01,2.18E-02,17271692
 DSO 1     1728,2.032,-3.373,0,2.14E-02,          ,          ,          ,          ,17280000
 DSO 2     1723,          ,          ,          ,          ,7.66E-01,9.64E-01,6.07E-01,1.79E-02,17281692
 DSO 1     1729,2.143,7.94E-01,-3.175,4.88E-02,          ,          ,          ,          ,17290000
 DSO 2     1724,          ,          ,          ,          ,6.67E-01,7.26E-01,7.06E-01,2.54E-02,17291692
 DSO 1     1730,1.937,-1.786,-3.97E-01,2.86E-02,          ,          ,          ,          ,17300000
 DSO 2     1725,          ,          ,          ,          ,4.29E-01,3.89E-01,4.88E-01,2.50E-02,17301692
 DSO 1     1731,2,-4.365,1.587,4.05E-02,          ,          ,          ,          ,17310000
 DSO 2     1726,          ,          ,          ,          ,3.89E-01,3.18E-02,3.69E-01,1.59E-02,17311692
 DSO 1     1732,1.857,-2.183,1.786,1.55E-02,          ,          ,          ,          ,17320000
 DSO 2     1727,          ,          ,          ,          ,7.14E-02,1.31E-01,2.70E-01,1.75E-02,17321692
 DSO 1     1733,1.857,-2.183,3.175,3.21E-02,          ,          ,          ,          ,17330000
 DSO 2     1728,          ,          ,          ,          ,1.31E-01,2.50E-01,5.28E-01,1.75E-02,17331692
 DSO 1     1734,2.016,-1.984,3.571,1.67E-02,          ,          ,          ,          ,17340000
 DSO 2     1729,          ,          ,          ,          ,2.10E-01,3.10E-01,2.90E-01,1.71E-02,17341692
 DSO 1     1735,1.921,0,1.389,3.10E-02,          ,          ,          ,          ,17350000
 DSO 2     1730,          ,          ,          ,          ,7.46E-01,5.87E-01,7.46E-01,2.06E-02,17351692
 DSO 1     1736,2,-1.587,-3.97E-01,2.86E-02,          ,          ,          ,          ,17360000
 DSO 2     1731,          ,          ,          ,          ,6.07E-01,3.29E-01,6.27E-01,2.26E-02,17361692
 DSO 1     1737,2.175,-3.571,-7.94E-01,3.69E-02,          ,          ,          ,          ,17370000
 DSO 2     1732,          ,          ,          ,          ,6.67E-01,6.27E-01,8.06E-01,2.50E-02,17371692
 DSO 1     1738,2.079,3.77,-1.19,2.74E-02,          ,          ,          ,          ,17380000
 DSO 2     1733,          ,          ,          ,          ,4.29E-01,7.86E-01,8.25E-01,1.98E-02,17381692
 DSO 1     1739,2.111,-3.571,3.97E-01,5.36E-02,          ,          ,          ,          ,17390000
 DSO 2     1734,          ,          ,          ,          ,3.10E-01,-4.76E-02,4.48E-01,1.63E-02,17391692
 DSO 1     1740,1.794,-3.175,3.77,2.98E-02,          ,          ,          ,          ,17400000
 DSO 2     1735,          ,          ,          ,          ,3.89E-01,1.51E-01,2.50E-01,1.51E-02,17401692
 DSO 1     1741,1.905,3.968,2.381,4.41E-02,          ,          ,          ,          ,17410000
 DSO 2     1736,          ,          ,          ,          ,7.14E-02,-1.27E-01,2.90E-01,1.83E-02,17411692
 DSO 1     1742,1.921,-1.389,4.167,4.76E-02,          ,          ,          ,          ,17420000
 DSO 2     1737,          ,          ,          ,          ,3.49E-01,2.90E-01,4.48E-01,1.87E-02,17421692
 DSO 1     1743,1.857,-2.579,9.92E-01,3.93E-02,          ,          ,          ,          ,17430000
 DSO 2     1738,          ,          ,          ,          ,7.06E-01,6.67E-01,6.47E-01,1.43E-02,17431692
 DSO 1     1744,2.048,-2.381,-2.381,2.62E-02,          ,          ,          ,          ,17440000
 DSO 2     1739,          ,          ,          ,          ,7.06E-01,6.47E-01,7.86E-01,2.02E-02,17441692
 DSO 1     1745,1.921,3.97E-01,-3.97E-01,3.33E-02,          ,          ,          ,          ,17450000
 DSO 2     1740,          ,          ,          ,          ,6.67E-01,4.29E-01,6.27E-01,-792.1u  ,17451692
 DSO 1     1746,1.968,1.19,1.389,1.31E-02,          ,          ,          ,          ,17460000
 DSO 2     1741,          ,          ,          ,          ,5.87E-01,3.29E-01,1.91E-01,5.32E-02,17461692
 DSO 1     1747,2.143,1.984,-3.175,3.57E-02,          ,          ,          ,          ,17470000
 DSO 2     1742,          ,          ,          ,          ,5.68E-01,6.67E-01,9.05E-01,1.98E-03,17471692
 DSO 1     1748,2.079,-3.571,4.762,1.19E-02,          ,          ,          ,          ,17480000
 DSO 2     1743,          ,          ,          ,          ,1.19E-02,9.13E-02,3.29E-01,-792.1u  ,17481692
 DSO 1     1749,1.698,-1.587,-7.94E-01,1.43E-02,          ,          ,          ,          ,17490000
 DSO 2     1744,          ,          ,          ,          ,2.10E-01,3.10E-01,1.11E-01,1.43E-02,17491692
 DSO 1     1750,2.333,-3.175,3.175,1.31E-02,          ,          ,          ,          ,17500000
 DSO 2     1745,          ,          ,          ,          ,5.48E-01,-2.78E-02,6.27E-01,5.08E-02,17501692
 DSO 1     1751,1.952,-2.183,7.94E-01,7.14E-03,          ,          ,          ,          ,17510000
 DSO 2     1746,          ,          ,          ,          ,-6.75E-02,5.16E-02,5.48E-01,3.06E-02,17511692
 DSO 1     1752,2,-7.94E-01,1.98E-01,2.26E-02,          ,          ,          ,          ,17520000
 DSO 2     1747,          ,          ,          ,          ,8.25E-01,5.08E-01,7.26E-01,-792.1u  ,17521692
 DSO 1     1753,2.286,-2.976,1.19,7.14E-03,          ,          ,          ,          ,17530000
 DSO 2     1748,          ,          ,          ,          ,6.67E-01,3.69E-01,6.47E-01,4.84E-02,17531692
 DSO 1     1754,1.857,-1.19,7.94E-01,1.91E-02,          ,          ,          ,          ,17540000
 DSO 2     1749,          ,          ,          ,          ,7.26E-01,4.68E-01,6.67E-01,8.73E-03,17541692
 DSO 1     1755,2.444,5.95E-01,-2.183,2.38E-02,          ,          ,          ,          ,17550000
 DSO 2     1750,          ,          ,          ,          ,6.87E-01,7.46E-01,6.27E-01,4.56E-02,17551692
 DSO 1     1756,1.746,-4.762,3.77,2.14E-02,          ,          ,          ,          ,17560000
 DSO 2     1751,          ,          ,          ,          ,4.09E-01,1.11E-01,1.91E-01,7.54E-03,17561692
 DSO 1     1757,1.841,5.95E-01,1.389,1.91E-02,          ,          ,          ,          ,17570000
 DSO 2     1752,          ,          ,          ,          ,1.71E-01,1.31E-01,4.29E-01,9.13E-03,17571692
 DSO 1     1758,1.746,1.984,4.563,2.86E-02,          ,          ,          ,          ,17580000
 DSO 2     1753,          ,          ,          ,          ,3.10E-01,5.08E-01,4.68E-01,7.94E-03,17581692
 DSO 1     1759,2.19,-4.563,2.976,2.38E-02,          ,          ,          ,          ,17590000
 DSO 2     1754,          ,          ,          ,          ,3.29E-01,7.14E-02,5.68E-01,1.47E-02,17591692
 DSO 1     1760,1.794,-2.183,-5.95E-01,5.12E-02,          ,          ,          ,          ,17600000
 DSO 2     1755,          ,          ,          ,          ,5.68E-01,7.46E-01,8.25E-01,3.73E-02,17601692
 DSO 1     1761,2.079,2.976,-2.778,4.52E-02,          ,          ,          ,          ,17610000
 DSO 2     1756,          ,          ,          ,          ,7.26E-01,5.48E-01,5.48E-01,1.83E-02,17611692
 DSO 1     1762,2.095,-1.587,-5.95E-01,6.67E-02,          ,          ,          ,          ,17620000
 DSO 2     1757,          ,          ,          ,          ,5.28E-01,2.70E-01,7.46E-01,1.67E-02,17621692
 DSO 1     1763,1.889,1.98E-01,1.19,4.76E-02,          ,          ,          ,          ,17630000
 DSO 2     1758,          ,          ,          ,          ,7.26E-01,5.48E-01,5.48E-01,6.35E-03,17631692
 DSO 1     1764,1.984,-2.976,1.786,3.69E-02,          ,          ,          ,          ,17640000
 DSO 2     1759,          ,          ,          ,          ,2.90E-01,-2.78E-02,1.91E-01,2.46E-02,17641692
 DSO 1     1765,1.921,-3.571,1.587,1.79E-02,          ,          ,          ,          ,17650000
 DSO 2     1760,          ,          ,          ,          ,3.29E-01,2.50E-01,1.71E-01,1.87E-02,17651692
 DSO 1     1766,1.81,-2.778,3.175,2.74E-02,          ,          ,          ,          ,17660000
 DSO 2     1761,          ,          ,          ,          ,1.51E-01,3.18E-02,5.08E-01,1.55E-02,17661692
 DSO 1     1767,2.048,0,1.587,2.38E-02,          ,          ,          ,          ,17670000
 DSO 2     1762,          ,          ,          ,          ,2.90E-01,3.18E-02,5.87E-01,4.37E-03,17671692
 DSO 1     1768,2.175,7.94E-01,-1.389,7.14E-03,          ,          ,          ,          ,17680000
 DSO 2     1763,          ,          ,          ,          ,9.05E-01,7.86E-01,5.87E-01,8.73E-03,17681692
 DSO 1     1769,2.127,-5.95E-01,0,2.98E-02,          ,          ,          ,          ,17690000
 DSO 2     1764,          ,          ,          ,          ,9.44E-01,6.47E-01,8.45E-01,3.02E-02,17691692
 DSO 1     1770,2.079,9.92E-01,1.98E-01,2.14E-02,          ,          ,          ,          ,17700000
 DSO 2     1765,          ,          ,          ,          ,7.26E-01,3.49E-01,8.65E-01,1.94E-02,17701692
 DSO 1     1771,1.873,0,-2.579,2.50E-02,          ,          ,          ,          ,17710000
 DSO 2     1766,          ,          ,          ,          ,8.65E-01,5.68E-01,9.64E-01,1.67E-02,17711692
 DSO 1     1772,1.841,-3.373,1.984,1.55E-02,          ,          ,          ,          ,17720000
 DSO 2     1767,          ,          ,          ,          ,5.16E-02,-1.47E-01,4.48E-01,1.03E-02,17721692
 DSO 1     1773,1.746,-2.579,5.95E-01,3.33E-02,          ,          ,          ,          ,17730000
 DSO 2     1768,          ,          ,          ,          ,3.69E-01,1.71E-01,7.14E-02,1.11E-02,17731692
 DSO 1     1774,2.159,-3.571,2.183,4.17E-02,          ,          ,          ,          ,17740000
 DSO 2     1769,          ,          ,          ,          ,5.28E-01,2.30E-01,7.86E-01,1.51E-02,17741692
 DSO 1     1775,2.079,0,3.77,2.62E-02,          ,          ,          ,          ,17750000
 DSO 2     1770,          ,          ,          ,          ,2.90E-01,1.91E-01,3.29E-01,1.83E-02,17751692
 DSO 1     1776,2.206,7.94E-01,-1.389,3.45E-02,          ,          ,          ,          ,17760000
 DSO 2     1771,          ,          ,          ,          ,8.45E-01,5.87E-01,6.07E-01,2.18E-02,17761692
 DSO 1     1777,1.889,-1.984,1.587,2.02E-02,          ,          ,          ,          ,17770000
 DSO 2     1772,          ,          ,          ,          ,7.66E-01,3.29E-01,7.06E-01,1.94E-02,17771692
 DSO 1     1778,1.857,-3.97E-01,-9.92E-01,4.52E-02,          ,          ,          ,          ,17780000
 DSO 2     1773,          ,          ,          ,          ,3.89E-01,4.29E-01,9.05E-01,1.83E-02,17781692
 DSO 1     1779,2.063,1.984,-3.97E-01,5.00E-02,          ,          ,          ,          ,17790000
 DSO 2     1774,          ,          ,          ,          ,6.27E-01,5.68E-01,5.28E-01,1.83E-02,17791692
 DSO 1     1780,1.524,-1.786,-3.571,3.93E-02,          ,          ,          ,          ,17800000
 DSO 2     1775,          ,          ,          ,          ,2.90E-01,7.66E-01,8.06E-01,2.18E-02,17801692
 DSO 1     1781,1.905,-9.92E-01,1.389,2.98E-02,          ,          ,          ,          ,17810000
 DSO 2     1776,          ,          ,          ,          ,2.90E-01,2.70E-01,4.09E-01,1.51E-02,17811692
 DSO 1     1782,1.952,-4.96,1.19,2.02E-02,          ,          ,          ,          ,17820000
 DSO 2     1777,          ,          ,          ,          ,4.29E-01,1.11E-01,5.28E-01,1.87E-02,17821692
 DSO 1     1783,1.968,1.984,1.587,2.98E-02,          ,          ,          ,          ,17830000
 DSO 2     1778,          ,          ,          ,          ,1.91E-01,-1.07E-01,4.88E-01,2.10E-02,17831692
 DSO 1     1784,1.714,7.94E-01,-9.92E-01,5.24E-02,          ,          ,          ,          ,17840000
 DSO 2     1779,          ,          ,          ,          ,2.70E-01,9.13E-02,3.89E-01,1.43E-02,17841692
 DSO 1     1785,2.079,-5.95E-01,5.95E-01,3.81E-02,          ,          ,          ,          ,17850000
 DSO 2     1780,          ,          ,          ,          ,3.89E-01,6.67E-01,7.06E-01,1.67E-02,17851692
 DSO 1     1786,2.048,-1.389,-1.984,2.50E-02,          ,          ,          ,          ,17860000
 DSO 2     1781,          ,          ,          ,          ,6.07E-01,2.10E-01,1.163,1.91E-02,17861692
 DSO 1     1787,1.857,5.95E-01,-7.94E-01,3.93E-02,          ,          ,          ,          ,17870000
 DSO 2     1782,          ,          ,          ,          ,3.29E-01,7.06E-01,8.65E-01,2.18E-02,17871692
 DSO 1     1788,2.222,-3.97E-01,-1.389,4.29E-02,          ,          ,          ,          ,17880000
 DSO 2     1783,          ,          ,          ,          ,4.48E-01,6.47E-01,8.65E-01,2.26E-02,17881692
 DSO 1     1789,1.413,-3.175,4.563,5.95E-02,          ,          ,          ,          ,17890000
 DSO 2     1784,          ,          ,          ,          ,1.31E-01,-1.07E-01,2.30E-01,2.62E-02,17891692
 DSO 1     1790,2.159,-5.357,3.97E-01,2.98E-02,          ,          ,          ,          ,17900000
 DSO 2     1785,          ,          ,          ,          ,3.49E-01,2.70E-01,6.27E-01,2.38E-03,17901692
 DSO 1     1791,2.032,-5.95E-01,3.968,3.69E-02,          ,          ,          ,          ,17910000
 DSO 2     1786,          ,          ,          ,          ,2.50E-01,1.71E-01,3.69E-01,2.54E-02,17911692
 DSO 1     1792,1.683,-1.19,2.976,8.33E-03,          ,          ,          ,          ,17920000
 DSO 2     1787,          ,          ,          ,          ,3.89E-01,-4.76E-02,3.29E-01,2.78E-02,17921692
 DSO 1     1793,1.984,-2.778,-1.786,5.12E-02,          ,          ,          ,          ,17930000
 DSO 2     1788,          ,          ,          ,          ,4.88E-01,3.10E-01,8.65E-01,1.15E-02,17931692
 DSO 1     1794,2.032,0,-7.94E-01,3.69E-02,          ,          ,          ,          ,17940000
 DSO 2     1789,          ,          ,          ,          ,6.67E-01,3.89E-01,7.26E-01,5.16E-03,17941692
 DSO 1     1795,2.063,-1.587,-1.984,3.69E-02,          ,          ,          ,          ,17950000
 DSO 2     1790,          ,          ,          ,          ,6.27E-01,5.48E-01,7.06E-01,2.26E-02,17951692
 DSO 1     1796,2.254,-1.587,-2.976,2.38E-02,          ,          ,          ,          ,17960000
 DSO 2     1791,          ,          ,          ,          ,7.86E-01,6.07E-01,7.26E-01,2.38E-02,17961692
 DSO 1     1797,1.635,-1.389,9.92E-01,3.21E-02,          ,          ,          ,          ,17970000
 DSO 2     1792,          ,          ,          ,          ,4.09E-01,1.19E-02,4.68E-01,2.18E-02,17971692
 DSO 1     1798,1.889,-5.159,9.92E-01,2.38E-02,          ,          ,          ,          ,17980000
 DSO 2     1793,          ,          ,          ,          ,9.13E-02,1.91E-01,2.90E-01,2.30E-02,17981692
 DSO 1     1799,2.079,-5.95E-01,3.571,5.83E-02,          ,          ,          ,          ,17990000
 DSO 2     1794,          ,          ,          ,          ,3.29E-01,3.18E-02,4.48E-01,1.47E-02,17991692
 DSO 1     1800,1.984,-1.786,1.19,2.50E-02,          ,          ,          ,          ,18000000
 DSO 2     1795,          ,          ,          ,          ,1.31E-01,1.91E-01,4.29E-01,1.79E-02,18001692
 DSO 1     1801,1.73,7.94E-01,-9.92E-01,2.98E-02,          ,          ,          ,          ,18010000
 DSO 2     1796,          ,          ,          ,          ,8.06E-01,5.28E-01,6.27E-01,2.86E-02,18011692
