               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Timestamp
 DSO 2      317,          ,          ,          ,          ,5.08E-01,2.30E-01,6.07E-01,1.71E-02,3221692
 DSO 1      323,5.08E-01,-1.587,0,2.62E-02,          ,          ,          ,          ,3230000
 DSO 2      318,          ,          ,          ,          ,4.09E-01,3.10E-01,5.08E-01,2.66E-02,3231692
 DSO 1      324,6.51E-01,-3.175,-2.976,3.21E-02,          ,          ,          ,          ,3240000
 DSO 2      319,          ,          ,          ,          ,6.27E-01,3.29E-01,8.06E-01,1.87E-02,3241692
 DSO 1      325,6.35E-01,-5.95E-01,-3.175,3.81E-02,          ,          ,          ,          ,3250000
 DSO 2      320,          ,          ,          ,          ,5.68E-01,8.45E-01,6.47E-01,2.02E-02,3251692
 DSO 1      326,5.56E-01,-1.984,7.94E-01,2.62E-02,          ,          ,          ,          ,3260000
 DSO 2      321,          ,          ,          ,          ,4.68E-01,3.49E-01,5.28E-01,1.87E-02,3261692
 DSO 1      327,7.14E-01,-3.97E-01,-2.381,3.33E-02,          ,          ,          ,          ,3270000
 DSO 2      322,          ,          ,          ,          ,6.87E-01,4.48E-01,7.06E-01,2.90E-02,3271692
 DSO 1      328,6.03E-01,-1.587,-3.97E-01,3.10E-02,          ,          ,          ,          ,3280000
 DSO 2      323,          ,          ,          ,          ,6.67E-01,3.69E-01,7.66E-01,2.50E-02,3281692
 DSO 1      329,6.98E-01,-2.778,-1.98E-01,3.69E-02,          ,          ,          ,          ,3290000
 DSO 2      324,          ,          ,          ,          ,3.29E-01,-4.76E-02,4.09E-01,1.63E-02,3291692
 DSO 1      330,5.71E-01,-4.365,3.571,2.14E-02,          ,          ,          ,          ,3300000
 DSO 2      325,          ,          ,          ,          ,1.31E-01,3.18E-02,3.89E-01,1.43E-02,3301692
 DSO 1      331,6.19E-01,0,1.984,2.38E-02,          ,          ,          ,          ,3310000
 DSO 2      326,          ,          ,          ,          ,4.29E-01,2.70E-01,5.08E-01,2.02E-02,3311692
 DSO 1      332,4.76E-01,9.92E-01,3.571,3.10E-02,          ,          ,          ,          ,3320000
 DSO 2      327,          ,          ,          ,          ,4.88E-01,7.14E-02,4.29E-01,1.07E-02,3321692
 DSO 1      333,7.46E-01,-3.373,-3.968,4.17E-02,          ,          ,          ,          ,3330000
 DSO 2      328,          ,          ,          ,          ,6.47E-01,5.28E-01,8.45E-01,1.47E-02,3331692
 DSO 1      334,6.67E-01,-2.778,-1.389,3.69E-02,          ,          ,          ,          ,3340000
 DSO 2      329,          ,          ,          ,          ,6.27E-01,4.29E-01,5.08E-01,1.55E-02,3341692
 DSO 1      335,5.24E-01,2.381,-1.984,3.10E-02,          ,          ,          ,          ,3350000
 DSO 2      330,          ,          ,          ,          ,5.28E-01,5.68E-01,6.47E-01,2.30E-02,3351692
 DSO 1      336,7.14E-01,-7.94E-01,-2.778,2.98E-02,          ,          ,          ,          ,3360000
 DSO 2      331,          ,          ,          ,          ,5.87E-01,3.89E-01,8.25E-01,1.71E-02,3361692
 DSO 1      337,6.51E-01,3.97E-01,-1.98E-01,5.00E-02,          ,          ,          ,          ,3370000
 DSO 2      332,          ,          ,          ,          ,3.89E-01,1.71E-01,6.27E-01,1.87E-02,3371692
 DSO 1      338,5.71E-01,-4.365,7.94E-01,2.14E-02,          ,          ,          ,          ,3380000
 DSO 2      333,          ,          ,          ,          ,2.70E-01,1.91E-01,4.29E-01,1.59E-02,3381692
 DSO 1      339,8.25E-01,-3.97E-01,7.94E-01,3.45E-02,          ,          ,          ,          ,3390000
 DSO 2      334,          ,          ,          ,          ,5.48E-01,2.10E-01,1.71E-01,2.02E-02,3391692
 DSO 1      340,9.21E-01,-2.579,-1.98E-01,2.02E-02,          ,          ,          ,          ,3400000
 DSO 2      335,          ,          ,          ,          ,4.29E-01,9.13E-02,5.28E-01,1.47E-02,3401692
 DSO 1      341,6.03E-01,-1.786,1.98E-01,2.62E-02,          ,          ,          ,          ,3410000
 DSO 2      336,          ,          ,          ,          ,8.85E-01,7.26E-01,8.06E-01,2.06E-02,3411692
 DSO 1      342,6.35E-01,-3.571,-1.98E-01,2.02E-02,          ,          ,          ,          ,3420000
 DSO 2      337,          ,          ,          ,          ,7.86E-01,9.64E-01,6.07E-01,1.79E-02,3421692
 DSO 1      343,7.62E-01,9.92E-01,-3.373,4.88E-02,          ,          ,          ,          ,3430000
 DSO 2      338,          ,          ,          ,          ,6.27E-01,7.06E-01,6.67E-01,2.50E-02,3431692
 DSO 1      344,5.24E-01,-1.587,-5.95E-01,2.98E-02,          ,          ,          ,          ,3440000
 DSO 2      339,          ,          ,          ,          ,4.09E-01,3.89E-01,5.28E-01,2.50E-02,3441692
 DSO 1      345,6.98E-01,-4.365,1.19,4.05E-02,          ,          ,          ,          ,3450000
 DSO 2      340,          ,          ,          ,          ,4.09E-01,1.19E-02,3.29E-01,1.59E-02,3451692
 DSO 1      346,5.40E-01,-2.183,1.587,1.55E-02,          ,          ,          ,          ,3460000
 DSO 2      341,          ,          ,          ,          ,9.13E-02,1.11E-01,2.90E-01,1.71E-02,3461692
 DSO 1      347,5.08E-01,-1.984,2.976,2.98E-02,          ,          ,          ,          ,3470000
 DSO 2      342,          ,          ,          ,          ,1.31E-01,2.30E-01,5.08E-01,1.75E-02,3471692
 DSO 1      348,6.35E-01,-1.389,3.373,1.55E-02,          ,          ,          ,          ,3480000
 DSO 2      343,          ,          ,          ,          ,2.30E-01,2.70E-01,3.49E-01,1.71E-02,3481692
 DSO 1      349,5.87E-01,0,1.19,2.74E-02,          ,          ,          ,          ,3490000
 DSO 2      344,          ,          ,          ,          ,7.46E-01,5.68E-01,7.26E-01,2.02E-02,3491692
 DSO 1      350,6.35E-01,-1.389,-7.94E-01,2.74E-02,          ,          ,          ,          ,3500000
 DSO 2      345,          ,          ,          ,          ,6.27E-01,2.90E-01,6.27E-01,2.26E-02,3501692
 DSO 1      351,7.94E-01,-3.571,-1.389,3.57E-02,          ,          ,          ,          ,3510000
 DSO 2      346,          ,          ,          ,          ,6.87E-01,6.07E-01,8.06E-01,2.50E-02,3511692
 DSO 1      352,6.83E-01,4.167,-1.587,2.62E-02,          ,          ,          ,          ,3520000
 DSO 2      347,          ,          ,          ,          ,4.48E-01,7.26E-01,8.25E-01,1.98E-02,3521692
 DSO 1      353,8.10E-01,-3.77,0,5.12E-02,          ,          ,          ,          ,3530000
 DSO 2      348,          ,          ,          ,          ,3.10E-01,-8.73E-02,4.29E-01,1.59E-02,3531692
 DSO 1      354,4.92E-01,-3.373,3.373,2.98E-02,          ,          ,          ,          ,3540000
 DSO 2      349,          ,          ,          ,          ,3.89E-01,1.51E-01,2.50E-01,1.59E-02,3541692
 DSO 1      355,5.56E-01,3.968,1.786,4.29E-02,          ,          ,          ,          ,3550000
 DSO 2      350,          ,          ,          ,          ,1.11E-01,-1.07E-01,3.10E-01,1.79E-02,3551692
 DSO 1      356,5.40E-01,-1.587,3.571,4.64E-02,          ,          ,          ,          ,3560000
 DSO 2      351,          ,          ,          ,          ,3.89E-01,3.10E-01,4.09E-01,1.75E-02,3561692
 DSO 1      357,5.40E-01,-2.778,5.95E-01,3.69E-02,          ,          ,          ,          ,3570000
 DSO 2      352,          ,          ,          ,          ,6.87E-01,6.47E-01,6.67E-01,1.39E-02,3571692
 DSO 1      358,6.67E-01,-2.381,-2.778,2.62E-02,          ,          ,          ,          ,3580000
 DSO 2      353,          ,          ,          ,          ,7.06E-01,6.27E-01,7.86E-01,1.87E-02,3581692
 DSO 1      359,5.24E-01,0,-5.95E-01,3.33E-02,          ,          ,          ,          ,3590000
 DSO 2      354,          ,          ,          ,          ,7.06E-01,4.29E-01,6.27E-01,2.02E-02,3591692
 DSO 1      360,6.83E-01,1.389,1.19,1.79E-02,          ,          ,          ,          ,3600000
 DSO 2      355,          ,          ,          ,          ,6.27E-01,3.29E-01,2.30E-01,1.59E-02,3601692
 DSO 1      361,5.87E-01,2.579,-3.373,3.10E-02,          ,          ,          ,          ,3610000
 DSO 2      356,          ,          ,          ,          ,5.48E-01,6.67E-01,9.44E-01,1.83E-02,3611692
 DSO 1      362,6.51E-01,-3.373,4.563,2.50E-02,          ,          ,          ,          ,3620000
 DSO 2      357,          ,          ,          ,          ,-7.94E-03,7.14E-02,3.29E-01,1.59E-02,3621692
 DSO 1      363,5.08E-01,-1.587,-9.92E-01,1.91E-02,          ,          ,          ,          ,3630000
 DSO 2      358,          ,          ,          ,          ,2.30E-01,3.49E-01,1.31E-01,1.39E-02,3631692
 DSO 1      364,6.03E-01,-3.175,2.778,1.43E-02,          ,          ,          ,          ,3640000
 DSO 2      359,          ,          ,          ,          ,5.48E-01,-4.76E-02,6.27E-01,2.38E-02,3641692
 DSO 1      365,6.67E-01,-2.381,3.97E-01,9.52E-03,          ,          ,          ,          ,3650000
 DSO 2      360,          ,          ,          ,          ,-6.75E-02,3.18E-02,5.48E-01,1.83E-02,3651692
 DSO 1      366,6.19E-01,-5.95E-01,0,3.33E-02,          ,          ,          ,          ,3660000
 DSO 2      361,          ,          ,          ,          ,8.25E-01,5.08E-01,7.26E-01,2.02E-02,3661692
 DSO 1      367,7.30E-01,-2.976,7.94E-01,1.79E-02,          ,          ,          ,          ,3670000
 DSO 2      362,          ,          ,          ,          ,6.67E-01,3.49E-01,6.47E-01,2.90E-02,3671692
 DSO 1      368,7.62E-01,-9.92E-01,7.94E-01,3.33E-02,          ,          ,          ,          ,3680000
 DSO 2      363,          ,          ,          ,          ,7.46E-01,4.48E-01,6.47E-01,1.63E-02,3681692
 DSO 1      369,1,5.95E-01,-2.183,2.98E-02,          ,          ,          ,          ,3690000
 DSO 2      364,          ,          ,          ,          ,6.67E-01,6.87E-01,6.27E-01,2.22E-02,3691692
 DSO 1      370,3.81E-01,-4.762,3.571,3.10E-02,          ,          ,          ,          ,3700000
 DSO 2      365,          ,          ,          ,          ,4.29E-01,1.11E-01,1.51E-01,1.94E-02,3701692
 DSO 1      371,4.44E-01,7.94E-01,1.389,2.74E-02,          ,          ,          ,          ,3710000
 DSO 2      366,          ,          ,          ,          ,1.51E-01,1.11E-01,4.09E-01,1.63E-02,3711692
 DSO 1      372,4.44E-01,2.183,4.365,2.62E-02,          ,          ,          ,          ,3720000
 DSO 2      367,          ,          ,          ,          ,3.10E-01,5.08E-01,4.68E-01,2.22E-02,3721692
 DSO 1      373,6.83E-01,-4.96,2.976,1.31E-02,          ,          ,          ,          ,3730000
 DSO 2      368,          ,          ,          ,          ,3.29E-01,3.18E-02,5.87E-01,1.71E-02,3731692
 DSO 1      374,5.40E-01,-2.579,-7.94E-01,2.98E-02,          ,          ,          ,          ,3740000
 DSO 2      369,          ,          ,          ,          ,5.87E-01,7.46E-01,7.86E-01,1.71E-02,3741692
 DSO 1      375,6.83E-01,2.976,-3.373,3.81E-02,          ,          ,          ,          ,3750000
 DSO 2      370,          ,          ,          ,          ,7.46E-01,5.28E-01,5.68E-01,2.14E-02,3751692
 DSO 1      376,6.83E-01,-1.587,-9.92E-01,5.12E-02,          ,          ,          ,          ,3760000
 DSO 2      371,          ,          ,          ,          ,5.28E-01,2.50E-01,7.06E-01,2.26E-02,3761692
 DSO 1      377,5.87E-01,0,9.92E-01,3.69E-02,          ,          ,          ,          ,3770000
 DSO 2      372,          ,          ,          ,          ,7.26E-01,4.88E-01,5.68E-01,2.02E-02,3771692
 DSO 1      378,5.56E-01,-2.976,1.389,2.62E-02,          ,          ,          ,          ,3780000
 DSO 2      373,          ,          ,          ,          ,3.10E-01,-6.75E-02,1.91E-01,1.35E-02,3781692
 DSO 1      379,7.14E-01,-3.77,1.19,1.55E-02,          ,          ,          ,          ,3790000
 DSO 2      374,          ,          ,          ,          ,3.10E-01,2.30E-01,1.71E-01,1.19E-02,3791692
 DSO 1      380,4.44E-01,-2.778,3.373,2.98E-02,          ,          ,          ,          ,3800000
 DSO 2      375,          ,          ,          ,          ,1.51E-01,-7.94E-03,5.08E-01,1.71E-02,3801692
 DSO 1      381,6.03E-01,-1.98E-01,1.786,2.74E-02,          ,          ,          ,          ,3810000
 DSO 2      376,          ,          ,          ,          ,3.49E-01,1.19E-02,6.27E-01,9.92E-03,3811692
 DSO 1      382,9.05E-01,5.95E-01,-1.389,1.43E-02,          ,          ,          ,          ,3820000
 DSO 2      377,          ,          ,          ,          ,9.05E-01,7.46E-01,5.68E-01,1.75E-02,3821692
 DSO 1      383,7.46E-01,-7.94E-01,0,3.33E-02,          ,          ,          ,          ,3830000
 DSO 2      378,          ,          ,          ,          ,9.64E-01,6.47E-01,8.85E-01,2.18E-02,3831692
 DSO 1      384,6.51E-01,5.95E-01,0,2.62E-02,          ,          ,          ,          ,3840000
 DSO 2      379,          ,          ,          ,          ,7.26E-01,3.49E-01,8.65E-01,1.75E-02,3841692
 DSO 1      385,4.44E-01,0,-2.579,2.74E-02,          ,          ,          ,          ,3850000
 DSO 2      380,          ,          ,          ,          ,8.65E-01,5.87E-01,9.84E-01,1.71E-02,3851692
 DSO 1      386,5.71E-01,-2.976,1.786,1.43E-02,          ,          ,          ,          ,3860000
 DSO 2      381,          ,          ,          ,          ,7.14E-02,-1.07E-01,4.68E-01,1.67E-02,3861692
 DSO 1      387,4.13E-01,-2.778,-1.98E-01,3.21E-02,          ,          ,          ,          ,3870000
 DSO 2      382,          ,          ,          ,          ,3.69E-01,1.31E-01,5.16E-02,1.35E-02,3871692
 DSO 1      388,8.73E-01,-3.571,1.984,3.93E-02,          ,          ,          ,          ,3880000
 DSO 2      383,          ,          ,          ,          ,5.28E-01,2.30E-01,7.66E-01,1.15E-02,3881692
 DSO 1      389,6.67E-01,0,3.571,2.50E-02,          ,          ,          ,          ,3890000
 DSO 2      384,          ,          ,          ,          ,3.10E-01,2.10E-01,3.69E-01,1.63E-02,3891692
 DSO 1      390,8.57E-01,9.92E-01,-1.786,3.33E-02,          ,          ,          ,          ,3900000
 DSO 2      385,          ,          ,          ,          ,8.45E-01,5.68E-01,6.07E-01,2.34E-02,3901692
 DSO 1      391,5.56E-01,-1.984,1.587,2.14E-02,          ,          ,          ,          ,3910000
 DSO 2      386,          ,          ,          ,          ,8.06E-01,3.49E-01,7.06E-01,2.18E-02,3911692
 DSO 1      392,5.08E-01,-1.98E-01,-1.389,4.17E-02,          ,          ,          ,          ,3920000
 DSO 2      387,          ,          ,          ,          ,3.89E-01,4.48E-01,9.05E-01,1.94E-02,3921692
 DSO 1      393,7.94E-01,1.984,-5.95E-01,3.93E-02,          ,          ,          ,          ,3930000
 DSO 2      388,          ,          ,          ,          ,6.27E-01,5.48E-01,5.28E-01,1.79E-02,3931692
 DSO 1      394,1.27E-01,-1.587,-3.77,3.57E-02,          ,          ,          ,          ,3940000
 DSO 2      389,          ,          ,          ,          ,3.10E-01,7.06E-01,7.86E-01,2.14E-02,3941692
 DSO 1      395,5.40E-01,-1.19,1.389,2.98E-02,          ,          ,          ,          ,3950000
 DSO 2      390,          ,          ,          ,          ,2.90E-01,2.50E-01,4.29E-01,1.27E-02,3951692
 DSO 1      396,5.56E-01,-5.159,9.92E-01,2.74E-02,          ,          ,          ,          ,3960000
 DSO 2      391,          ,          ,          ,          ,4.48E-01,1.11E-01,5.48E-01,1.98E-02,3961692
 DSO 1      397,6.19E-01,1.786,1.389,2.50E-02,          ,          ,          ,          ,3970000
 DSO 2      392,          ,          ,          ,          ,1.91E-01,-1.07E-01,4.88E-01,2.06E-02,3971692
 DSO 1      398,4.44E-01,5.95E-01,-9.92E-01,4.17E-02,          ,          ,          ,          ,3980000
 DSO 2      393,          ,          ,          ,          ,2.50E-01,7.14E-02,3.69E-01,1.59E-02,3981692
 DSO 1      399,7.46E-01,-7.94E-01,7.94E-01,3.33E-02,          ,          ,          ,          ,3990000
 DSO 2      394,          ,          ,          ,          ,4.09E-01,6.67E-01,7.06E-01,1.63E-02,3991692
 DSO 1      400,5.71E-01,-1.19,-2.183,2.98E-02,          ,          ,          ,          ,4000000
 DSO 2      395,          ,          ,          ,          ,6.47E-01,1.91E-01,1.163,1.83E-02,4001692
 DSO 1      401,5.08E-01,5.95E-01,-1.19,4.29E-02,          ,          ,          ,          ,4010000
 DSO 2      396,          ,          ,          ,          ,3.89E-01,7.06E-01,8.65E-01,2.02E-02,4011692
 DSO 1      402,6.03E-01,-1.98E-01,-1.587,4.41E-02,          ,          ,          ,          ,4020000
 DSO 2      397,          ,          ,          ,          ,4.68E-01,6.87E-01,8.25E-01,2.34E-02,4021692
 DSO 1      403,4.44E-01,-3.373,4.365,4.41E-02,          ,          ,          ,          ,4030000
 DSO 2      398,          ,          ,          ,          ,1.51E-01,-8.73E-02,2.70E-01,1.98E-02,4031692
 DSO 1      404,6.35E-01,-5.357,0,2.50E-02,          ,          ,          ,          ,4040000
 DSO 2      399,          ,          ,          ,          ,3.89E-01,2.30E-01,6.27E-01,1.35E-02,4041692
 DSO 1      405,5.87E-01,-7.94E-01,3.77,3.69E-02,          ,          ,          ,          ,4050000
 DSO 2      400,          ,          ,          ,          ,2.30E-01,1.51E-01,3.69E-01,1.71E-02,4051692
 DSO 1      406,4.60E-01,-1.19,2.778,2.62E-02,          ,          ,          ,          ,4060000
 DSO 2      401,          ,          ,          ,          ,4.09E-01,-4.76E-02,3.10E-01,2.18E-02,4061692
 DSO 1      407,4.92E-01,-2.778,-1.786,4.41E-02,          ,          ,          ,          ,4070000
 DSO 2      402,          ,          ,          ,          ,4.68E-01,2.70E-01,8.65E-01,1.83E-02,4071692
 DSO 1      408,7.30E-01,1.98E-01,-1.19,3.81E-02,          ,          ,          ,          ,4080000
 DSO 2      403,          ,          ,          ,          ,6.47E-01,3.69E-01,7.06E-01,1.39E-02,4081692
 DSO 1      409,7.62E-01,-1.984,-1.786,2.74E-02,          ,          ,          ,          ,4090000
 DSO 2      404,          ,          ,          ,          ,6.47E-01,5.48E-01,7.06E-01,1.87E-02,4091692
 DSO 1      410,7.14E-01,-1.389,-2.976,3.93E-02,          ,          ,          ,          ,4100000
 DSO 2      405,          ,          ,          ,          ,7.86E-01,6.07E-01,7.06E-01,2.50E-02,4101692
 DSO 1      411,4.44E-01,-1.389,7.94E-01,3.10E-02,          ,          ,          ,          ,4110000
 DSO 2      406,          ,          ,          ,          ,4.09E-01,1.19E-02,4.68E-01,1.63E-02,4111692
 DSO 1      412,5.56E-01,-5.159,9.92E-01,3.21E-02,          ,          ,          ,          ,4120000
 DSO 2      407,          ,          ,          ,          ,9.13E-02,1.71E-01,3.10E-01,2.02E-02,4121692
 DSO 1      413,6.98E-01,-3.97E-01,3.373,4.17E-02,          ,          ,          ,          ,4130000
 DSO 2      408,          ,          ,          ,          ,3.10E-01,1.19E-02,4.68E-01,1.98E-02,4131692
 DSO 1      414,5.71E-01,-1.389,9.92E-01,2.62E-02,          ,          ,          ,          ,4140000
 DSO 2      409,          ,          ,          ,          ,1.91E-01,2.10E-01,4.29E-01,1.55E-02,4141692
 DSO 1      415,5.40E-01,7.94E-01,-1.19,2.26E-02,          ,          ,          ,          ,4150000
 DSO 2      410,          ,          ,          ,          ,8.45E-01,5.48E-01,6.47E-01,2.70E-02,4151692
 DSO 1      416,6.51E-01,-2.976,-2.579,2.62E-02,          ,          ,          ,          ,4160000
 DSO 2      411,          ,          ,          ,          ,6.87E-01,3.89E-01,7.26E-01,1.63E-02,4161692
 DSO 1      417,7.14E-01,9.92E-01,1.19,4.05E-02,          ,          ,          ,          ,4170000
 DSO 2      412,          ,          ,          ,          ,4.88E-01,5.87E-01,5.68E-01,1.67E-02,4171692
 DSO 1      418,7.30E-01,1.19,-4.96,3.93E-02,          ,          ,          ,          ,4180000
 DSO 2      413,          ,          ,          ,          ,7.06E-01,7.66E-01,6.67E-01,2.38E-02,4181692
 DSO 1      419,5.24E-01,-5.95E-01,0,3.10E-02,          ,          ,          ,          ,4190000
 DSO 2      414,          ,          ,          ,          ,5.08E-01,9.13E-02,3.10E-01,1.59E-02,4191692
 DSO 1      420,5.71E-01,-5.159,1.19,3.45E-02,          ,          ,          ,          ,4200000
 DSO 2      415,          ,          ,          ,          ,3.89E-01,-1.07E-01,2.90E-01,1.71E-02,4201692
 DSO 1      421,4.92E-01,0,-1.19,1.67E-02,          ,          ,          ,          ,4210000
 DSO 2      416,          ,          ,          ,          ,5.08E-01,1.91E-01,6.07E-01,1.67E-02,4211692
 DSO 1      422,4.92E-01,-1.587,-1.98E-01,2.50E-02,          ,          ,          ,          ,4220000
 DSO 2      417,          ,          ,          ,          ,4.68E-01,2.90E-01,4.88E-01,2.54E-02,4221692
 DSO 1      423,6.67E-01,-3.373,-3.175,3.33E-02,          ,          ,          ,          ,4230000
 DSO 2      418,          ,          ,          ,          ,6.47E-01,3.10E-01,8.45E-01,1.79E-02,4231692
 DSO 1      424,6.51E-01,-7.94E-01,-3.77,3.81E-02,          ,          ,          ,          ,4240000
 DSO 2      419,          ,          ,          ,          ,5.48E-01,8.45E-01,6.27E-01,1.98E-02,4241692
 DSO 1      425,5.56E-01,-1.786,9.92E-01,2.62E-02,          ,          ,          ,          ,4250000
 DSO 2      420,          ,          ,          ,          ,4.88E-01,3.29E-01,5.48E-01,1.75E-02,4251692
 DSO 1      426,7.14E-01,-5.95E-01,-2.381,3.33E-02,          ,          ,          ,          ,4260000
 DSO 2      421,          ,          ,          ,          ,6.87E-01,3.89E-01,7.06E-01,2.78E-02,4261692
 DSO 1      427,5.87E-01,-1.587,-1.98E-01,3.21E-02,          ,          ,          ,          ,4270000
 DSO 2      422,          ,          ,          ,          ,6.27E-01,3.29E-01,7.26E-01,2.42E-02,4271692
 DSO 1      428,6.98E-01,-2.778,-1.98E-01,3.57E-02,          ,          ,          ,          ,4280000
 DSO 2      423,          ,          ,          ,          ,3.49E-01,-4.76E-02,4.48E-01,1.47E-02,4281692
 DSO 1      429,5.71E-01,-4.762,3.373,2.14E-02,          ,          ,          ,          ,4290000
 DSO 2      424,          ,          ,          ,          ,1.51E-01,-7.94E-03,3.69E-01,1.39E-02,4291692
 DSO 1      430,5.87E-01,0,1.786,2.38E-02,          ,          ,          ,          ,4300000
 DSO 2      425,          ,          ,          ,          ,4.29E-01,2.50E-01,5.28E-01,2.02E-02,4301692
 DSO 1      431,5.08E-01,7.94E-01,3.77,3.10E-02,          ,          ,          ,          ,4310000
 DSO 2      426,          ,          ,          ,          ,4.68E-01,9.13E-02,3.89E-01,1.07E-02,4311692
 DSO 1      432,7.30E-01,-3.373,-4.365,4.29E-02,          ,          ,          ,          ,4320000
 DSO 2      427,          ,          ,          ,          ,6.67E-01,5.08E-01,8.65E-01,1.47E-02,4321692
 DSO 1      433,6.67E-01,-2.778,-1.389,3.57E-02,          ,          ,          ,          ,4330000
 DSO 2      428,          ,          ,          ,          ,6.67E-01,4.09E-01,5.28E-01,1.47E-02,4331692
 DSO 1      434,5.40E-01,2.381,-2.381,3.10E-02,          ,          ,          ,          ,4340000
 DSO 2      429,          ,          ,          ,          ,5.08E-01,5.28E-01,6.47E-01,2.22E-02,4341692
 DSO 1      435,7.14E-01,-7.94E-01,-2.579,2.98E-02,          ,          ,          ,          ,4350000
 DSO 2      430,          ,          ,          ,          ,5.87E-01,3.89E-01,8.06E-01,1.75E-02,4351692
 DSO 1      436,6.51E-01,3.97E-01,-1.98E-01,5.12E-02,          ,          ,          ,          ,4360000
 DSO 2      431,          ,          ,          ,          ,3.69E-01,1.51E-01,6.07E-01,1.91E-02,4361692
 DSO 1      437,5.56E-01,-4.563,9.92E-01,2.02E-02,          ,          ,          ,          ,4370000
 DSO 2      432,          ,          ,          ,          ,2.70E-01,1.91E-01,4.29E-01,1.55E-02,4371692
 DSO 1      438,8.41E-01,-5.95E-01,5.95E-01,3.57E-02,          ,          ,          ,          ,4380000
 DSO 2      433,          ,          ,          ,          ,5.48E-01,1.91E-01,1.71E-01,1.83E-02,4381692
 DSO 1      439,9.05E-01,-2.778,-3.97E-01,2.26E-02,          ,          ,          ,          ,4390000
 DSO 2      434,          ,          ,          ,          ,4.29E-01,7.14E-02,5.08E-01,1.39E-02,4391692
 DSO 1      440,5.87E-01,-1.587,1.98E-01,2.86E-02,          ,          ,          ,          ,4400000
 DSO 2      435,          ,          ,          ,          ,9.25E-01,7.06E-01,7.86E-01,2.02E-02,4401692
 DSO 1      441,6.19E-01,-3.373,0,2.02E-02,          ,          ,          ,          ,4410000
 DSO 2      436,          ,          ,          ,          ,7.46E-01,9.25E-01,5.87E-01,1.79E-02,4411692
 DSO 1      442,7.46E-01,9.92E-01,-3.373,4.88E-02,          ,          ,          ,          ,4420000
 DSO 2      437,          ,          ,          ,          ,6.47E-01,6.87E-01,7.26E-01,2.38E-02,4421692
 DSO 1      443,5.40E-01,-1.786,-5.95E-01,2.86E-02,          ,          ,          ,          ,4430000
 DSO 2      438,          ,          ,          ,          ,4.29E-01,3.69E-01,4.88E-01,2.50E-02,4431692
 DSO 1      444,6.83E-01,-4.365,1.19,4.05E-02,          ,          ,          ,          ,4440000
 DSO 2      439,          ,          ,          ,          ,4.48E-01,-7.94E-03,3.69E-01,1.55E-02,4441692
 DSO 1      445,5.08E-01,-1.984,1.19,1.55E-02,          ,          ,          ,          ,4450000
 DSO 2      440,          ,          ,          ,          ,7.14E-02,1.11E-01,2.90E-01,1.63E-02,4451692
 DSO 1      446,5.08E-01,-2.183,2.976,2.98E-02,          ,          ,          ,          ,4460000
 DSO 2      441,          ,          ,          ,          ,1.31E-01,2.10E-01,4.88E-01,1.79E-02,4461692
 DSO 1      447,6.51E-01,-1.786,3.175,1.31E-02,          ,          ,          ,          ,4470000
 DSO 2      442,          ,          ,          ,          ,2.50E-01,2.90E-01,3.10E-01,1.63E-02,4471692
 DSO 1      448,5.87E-01,0,1.389,2.86E-02,          ,          ,          ,          ,4480000
 DSO 2      443,          ,          ,          ,          ,7.66E-01,5.48E-01,7.26E-01,2.02E-02,4481692
 DSO 1      449,6.35E-01,-1.19,-7.94E-01,2.62E-02,          ,          ,          ,          ,4490000
 DSO 2      444,          ,          ,          ,          ,6.07E-01,2.70E-01,6.07E-01,2.14E-02,4491692
 DSO 1      450,7.94E-01,-3.373,-1.19,3.33E-02,          ,          ,          ,          ,4500000
 DSO 2      445,          ,          ,          ,          ,6.27E-01,5.87E-01,8.06E-01,2.42E-02,4501692
 DSO 1      451,6.83E-01,4.167,-1.389,2.62E-02,          ,          ,          ,          ,4510000
 DSO 2      446,          ,          ,          ,          ,4.48E-01,7.46E-01,8.25E-01,1.94E-02,4511692
 DSO 1      452,8.25E-01,-3.77,0,4.88E-02,          ,          ,          ,          ,4520000
 DSO 2      447,          ,          ,          ,          ,3.29E-01,-1.07E-01,4.29E-01,1.59E-02,4521692
 DSO 1      453,4.60E-01,-3.571,3.175,2.74E-02,          ,          ,          ,          ,4530000
 DSO 2      448,          ,          ,          ,          ,4.29E-01,1.11E-01,2.90E-01,1.55E-02,4531692
 DSO 1      454,5.40E-01,3.77,1.786,4.29E-02,          ,          ,          ,          ,4540000
 DSO 2      449,          ,          ,          ,          ,1.11E-01,-1.47E-01,3.49E-01,1.75E-02,4541692
 DSO 1      455,5.40E-01,-1.786,3.571,4.64E-02,          ,          ,          ,          ,4550000
 DSO 2      450,          ,          ,          ,          ,3.89E-01,2.50E-01,4.48E-01,1.71E-02,4551692
 DSO 1      456,5.24E-01,-2.778,7.94E-01,3.69E-02,          ,          ,          ,          ,4560000
 DSO 2      451,          ,          ,          ,          ,6.87E-01,6.47E-01,6.47E-01,1.35E-02,4561692
 DSO 1      457,6.67E-01,-2.183,-2.381,2.74E-02,          ,          ,          ,          ,4570000
