               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,           
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,  Timestamp
 DSO 1     1003,-0.032    ,10.91     ,-5.75     ,0.0913    ,          ,          ,          ,          ,    1832724
 DSO 2      997,          ,          ,          ,          ,0.099     ,-0.238    ,0.436     ,0.0127    ,    1833138
 DSO 1     1004,-0.032    ,10.52     ,-3.57     ,0.0655    ,          ,          ,          ,          ,    1842724
 DSO 2      998,          ,          ,          ,          ,0.020     ,-0.655    ,0.471     ,0.0083    ,    1843138
 DSO 1     1005,-0.032    ,4.96      ,-5.36     ,0.0595    ,          ,          ,          ,          ,    1852724
 DSO 2      999,          ,          ,          ,          ,0.198     ,-0.675    ,0.340     ,0.0115    ,    1853138
 DSO 1     1006,1.286     ,6.55      ,-1.79     ,0.0794    ,          ,          ,          ,          ,    1862724
 DSO 2     1000,          ,          ,          ,          ,-0.417    ,-0.536    ,0.412     ,0.0226    ,    1863138
 DSO 1     1007,3.873     ,6.15      ,-3.17     ,0.0913    ,          ,          ,          ,          ,    1872724
 DSO 2     1001,          ,          ,          ,          ,-0.159    ,-0.575    ,0.400     ,0.0234    ,    1873138
 DSO 1     1008,3.079     ,8.13      ,-3.37     ,0.0655    ,          ,          ,          ,          ,    1882724
 DSO 2     1002,          ,          ,          ,          ,0.020     ,-0.655    ,0.412     ,0.0075    ,    1883138
 DSO 1     1009,0.206     ,4.96      ,-1.98     ,0.0437    ,          ,          ,          ,          ,    1892724
 DSO 2     1003,          ,          ,          ,          ,0.060     ,-0.536    ,0.471     ,0.0119    ,    1893138
 DSO 1     1010,-0.032    ,6.75      ,-1.79     ,0.0694    ,          ,          ,          ,          ,    1902724
 DSO 2     1004,          ,          ,          ,          ,-0.198    ,-0.357    ,0.174     ,0.0167    ,    1903138
 DSO 1     1011,-0.032    ,8.33      ,-2.38     ,0.0913    ,          ,          ,          ,          ,    1912724
 DSO 2     1005,          ,          ,          ,          ,-0.298    ,-0.734    ,0.317     ,0.0171    ,    1913138
 DSO 1     1012,-0.032    ,6.15      ,-3.17     ,0.1052    ,          ,          ,          ,          ,    1922724
 DSO 2     1006,          ,          ,          ,          ,-0.258    ,-0.853    ,0.448     ,0.0119    ,    1923138
 DSO 1     1013,-0.032    ,8.33      ,-1.98     ,0.0853    ,          ,          ,          ,          ,    1932724
 DSO 2     1007,          ,          ,          ,          ,-0.595    ,-0.357    ,0.388     ,0.0159    ,    1933138
 DSO 1     1014,-0.032    ,3.57      ,0.20      ,0.0675    ,          ,          ,          ,          ,    1942724
 DSO 2     1008,          ,          ,          ,          ,0.119     ,-0.337    ,0.317     ,0.0226    ,    1943138
 DSO 1     1015,1.111     ,4.37      ,-4.37     ,0.0734    ,          ,          ,          ,          ,    1952724
 DSO 2     1009,          ,          ,          ,          ,-0.238    ,-0.675    ,0.460     ,0.0135    ,    1953138
 DSO 1     1016,1.714     ,4.96      ,-6.75     ,0.1012    ,          ,          ,          ,          ,    1962724
 DSO 2     1010,          ,          ,          ,          ,-0.298    ,-0.357    ,0.388     ,0.0127    ,    1963138
 DSO 1     1017,-0.032    ,6.94      ,-2.38     ,0.0774    ,          ,          ,          ,          ,    1972724
 DSO 2     1011,          ,          ,          ,          ,-0.377    ,-0.813    ,0.198     ,0.0079    ,    1973138
 DSO 1     1018,-0.032    ,9.92      ,0.20      ,0.0794    ,          ,          ,          ,          ,    1982724
 DSO 2     1012,          ,          ,          ,          ,0.020     ,-0.278    ,0.376     ,0.0143    ,    1983138
 DSO 1     1019,-0.032    ,6.35      ,-2.78     ,0.0992    ,          ,          ,          ,          ,    1992724
 DSO 2     1013,          ,          ,          ,          ,-0.238    ,-0.675    ,0.436     ,0.0139    ,    1993138
 DSO 1     1020,-0.032    ,9.33      ,-1.79     ,0.0952    ,          ,          ,          ,          ,    2002724
 DSO 2     1014,          ,          ,          ,          ,-0.119    ,-0.536    ,0.650     ,0.0103    ,    2003138
 DSO 1     1021,-0.032    ,9.52      ,-5.36     ,0.0833    ,          ,          ,          ,          ,    2012724
 DSO 2     1015,          ,          ,          ,          ,-0.496    ,-0.694    ,0.293     ,0.0147    ,    2013138
 DSO 1     1022,-0.032    ,6.55      ,-1.59     ,0.0794    ,          ,          ,          ,          ,    2022724
 DSO 2     1016,          ,          ,          ,          ,0.040     ,-0.556    ,0.638     ,0.0198    ,    2023138
 DSO 1     1023,-0.032    ,6.15      ,-5.16     ,0.0655    ,          ,          ,          ,          ,    2032724
 DSO 2     1017,          ,          ,          ,          ,0.258     ,-0.357    ,0.340     ,0.0135    ,    2033138
 DSO 1     1024,-0.032    ,7.94      ,-2.98     ,0.0655    ,          ,          ,          ,          ,    2042724
 DSO 2     1018,          ,          ,          ,          ,-0.238    ,-0.675    ,0.305     ,0.0091    ,    2043138
 DSO 1     1025,0.095     ,8.33      ,-5.36     ,0.0714    ,          ,          ,          ,          ,    2052724
 DSO 2     1019,          ,          ,          ,          ,-0.337    ,-0.397    ,0.174     ,0.0040    ,    2053138
 DSO 1     1026,-0.032    ,5.75      ,-1.39     ,0.1071    ,          ,          ,          ,          ,    2062724
 DSO 2     1020,          ,          ,          ,          ,-0.159    ,-0.813    ,0.233     ,0.0075    ,    2063138
 DSO 1     1027,-0.032    ,6.94      ,-3.97     ,0.0972    ,          ,          ,          ,          ,    2072724
 DSO 2     1021,          ,          ,          ,          ,-0.079    ,-0.575    ,0.448     ,0.0155    ,    2073138
 DSO 1     1028,-0.032    ,7.14      ,-4.76     ,0.1032    ,          ,          ,          ,          ,    2082724
 DSO 2     1022,          ,          ,          ,          ,-0.020    ,-0.278    ,0.460     ,0.0048    ,    2083138
 DSO 1     1029,0.397     ,7.54      ,-5.95     ,0.0933    ,          ,          ,          ,          ,    2092724
 DSO 2     1023,          ,          ,          ,          ,-0.179    ,-0.595    ,0.412     ,0.0159    ,    2093138
 DSO 1     1030,-0.032    ,3.77      ,-3.97     ,0.0754    ,          ,          ,          ,          ,    2102724
 DSO 2     1024,          ,          ,          ,          ,-0.377    ,-0.476    ,0.400     ,0.0230    ,    2103138
 DSO 1     1031,-0.032    ,5.56      ,-2.58     ,0.0813    ,          ,          ,          ,          ,    2112724
 DSO 2     1025,          ,          ,          ,          ,-0.198    ,-0.437    ,0.436     ,0.0155    ,    2113138
 DSO 1     1032,-0.032    ,7.34      ,-3.77     ,0.0813    ,          ,          ,          ,          ,    2122724
 DSO 2     1026,          ,          ,          ,          ,-0.278    ,-0.754    ,0.531     ,0.0167    ,    2123138
 DSO 1     1033,-0.032    ,6.55      ,-2.58     ,0.0754    ,          ,          ,          ,          ,    2132724
 DSO 2     1027,          ,          ,          ,          ,-0.377    ,-0.317    ,0.317     ,0.0111    ,    2133138
 DSO 1     1034,-0.032    ,6.35      ,-2.18     ,0.1190    ,          ,          ,          ,          ,    2142724
 DSO 2     1028,          ,          ,          ,          ,-0.238    ,-0.476    ,0.329     ,0.0071    ,    2143138
 DSO 1     1035,-0.032    ,4.96      ,-5.75     ,0.1290    ,          ,          ,          ,          ,    2152724
 DSO 2     1029,          ,          ,          ,          ,-0.198    ,-0.238    ,0.340     ,0.0115    ,    2153138
 DSO 1     1036,0.016     ,6.94      ,-1.79     ,0.1071    ,          ,          ,          ,          ,    2162724
 DSO 2     1030,          ,          ,          ,          ,0.218     ,-0.238    ,0.424     ,0.0087    ,    2163138
 DSO 1     1037,0.254     ,8.53      ,-4.37     ,0.0893    ,          ,          ,          ,          ,    2172724
 DSO 2     1031,          ,          ,          ,          ,-0.139    ,-0.218    ,0.352     ,0.0119    ,    2173138
 DSO 1     1038,0.317     ,7.34      ,-2.98     ,0.0575    ,          ,          ,          ,          ,    2182724
 DSO 2     1032,          ,          ,          ,          ,-0.060    ,0.040     ,0.519     ,0.0048    ,    2183138
 DSO 1     1039,-0.032    ,3.57      ,-3.57     ,0.0913    ,          ,          ,          ,          ,    2192724
 DSO 2     1033,          ,          ,          ,          ,-0.020    ,0.198     ,0.364     ,0.0115    ,    2193138
 DSO 1     1040,-0.032    ,4.96      ,-1.79     ,0.0278    ,          ,          ,          ,          ,    2202724
 DSO 2     1034,          ,          ,          ,          ,-0.099    ,0.317     ,0.460     ,0.0175    ,    2203138
 DSO 1     1041,-0.032    ,4.76      ,-6.15     ,0.0774    ,          ,          ,          ,          ,    2212724
 DSO 2     1035,          ,          ,          ,          ,-0.159    ,0.040     ,0.055     ,0.0087    ,    2213138
 DSO 1     1042,-0.032    ,4.37      ,-1.39     ,0.1012    ,          ,          ,          ,          ,    2222724
 DSO 2     1036,          ,          ,          ,          ,-0.298    ,0.357     ,0.067     ,0.0107    ,    2223138
 DSO 1     1043,-0.032    ,3.97      ,-3.37     ,0.1012    ,          ,          ,          ,          ,    2232724
 DSO 2     1037,          ,          ,          ,          ,-0.377    ,0.357     ,0.495     ,0.0111    ,    2233138
 DSO 1     1044,-0.032    ,4.17      ,-2.38     ,0.0813    ,          ,          ,          ,          ,    2242724
 DSO 2     1038,          ,          ,          ,          ,0.040     ,0.079     ,0.400     ,0.0083    ,    2243138
 DSO 1     1045,-0.032    ,10.32     ,-0.60     ,0.1131    ,          ,          ,          ,          ,    2252724
 DSO 2     1039,          ,          ,          ,          ,-0.337    ,0.060     ,0.412     ,0.0123    ,    2253138
 DSO 1     1046,0.254     ,6.15      ,0.00      ,0.1290    ,          ,          ,          ,          ,    2262724
 DSO 2     1040,          ,          ,          ,          ,-0.079    ,0.119     ,0.436     ,0.0167    ,    2263138
 DSO 1     1047,0.587     ,1.98      ,-1.98     ,0.0873    ,          ,          ,          ,          ,    2272724
 DSO 2     1041,          ,          ,          ,          ,-0.159    ,0.556     ,0.602     ,0.0127    ,    2273138
 DSO 1     1048,0.016     ,4.96      ,0.00      ,0.0496    ,          ,          ,          ,          ,    2282724
 DSO 2     1042,          ,          ,          ,          ,-0.218    ,0.278     ,0.555     ,0.0214    ,    2283138
 DSO 1     1049,-0.032    ,6.55      ,-1.98     ,0.0873    ,          ,          ,          ,          ,    2292724
 DSO 2     1043,          ,          ,          ,          ,-0.317    ,0.377     ,0.329     ,0.0111    ,    2293138
 DSO 1     1050,-0.032    ,4.96      ,0.40      ,0.0496    ,          ,          ,          ,          ,    2302724
 DSO 2     1044,          ,          ,          ,          ,-0.020    ,0.357     ,0.186     ,0.0095    ,    2303138
 DSO 1     1051,-0.032    ,4.17      ,-1.59     ,0.0853    ,          ,          ,          ,          ,    2312724
 DSO 2     1045,          ,          ,          ,          ,-0.317    ,0.476     ,0.412     ,0.0099    ,    2313138
 DSO 1     1052,-0.032    ,4.37      ,-4.17     ,0.0734    ,          ,          ,          ,          ,    2322724
 DSO 2     1046,          ,          ,          ,          ,-0.238    ,0.694     ,0.352     ,0.0028    ,    2323138
 DSO 1     1053,-0.032    ,7.54      ,-0.99     ,0.1151    ,          ,          ,          ,          ,    2332724
 DSO 2     1047,          ,          ,          ,          ,-0.159    ,0.496     ,0.460     ,0.0155    ,    2333138
 DSO 1     1054,-0.032    ,7.14      ,-1.98     ,0.0853    ,          ,          ,          ,          ,    2342724
 DSO 2     1048,          ,          ,          ,          ,-0.218    ,0.496     ,0.281     ,0.0171    ,    2343138
 DSO 1     1055,-0.032    ,2.78      ,-0.20     ,0.0813    ,          ,          ,          ,          ,    2352724
 DSO 2     1049,          ,          ,          ,          ,0.020     ,0.437     ,0.424     ,0.0190    ,    2353138
 DSO 1     1056,-0.032    ,3.57      ,-0.79     ,0.0734    ,          ,          ,          ,          ,    2362724
 DSO 2     1050,          ,          ,          ,          ,-0.218    ,0.675     ,0.579     ,0.0187    ,    2363138
 DSO 1     1057,-0.032    ,4.76      ,-0.60     ,0.1071    ,          ,          ,          ,          ,    2372724
 DSO 2     1051,          ,          ,          ,          ,0.119     ,0.536     ,0.412     ,0.0115    ,    2373138
 DSO 1     1058,-0.032    ,5.56      ,-1.39     ,0.0873    ,          ,          ,          ,          ,    2382724
 DSO 2     1052,          ,          ,          ,          ,-0.099    ,0.714     ,0.281     ,0.0091    ,    2383138
 DSO 1     1059,-0.032    ,3.37      ,-4.76     ,0.1329    ,          ,          ,          ,          ,    2392724
 DSO 2     1053,          ,          ,          ,          ,-0.377    ,0.655     ,0.400     ,0.0107    ,    2393138
 DSO 1     1060,-0.032    ,1.59      ,-2.18     ,0.0813    ,          ,          ,          ,          ,    2402724
 DSO 2     1054,          ,          ,          ,          ,-0.218    ,0.734     ,0.245     ,0.0060    ,    2403138
 DSO 1     1061,-0.032    ,8.73      ,-1.79     ,0.1448    ,          ,          ,          ,          ,    2412724
 DSO 2     1055,          ,          ,          ,          ,0.020     ,0.734     ,0.233     ,0.0091    ,    2413138
 DSO 1     1062,-0.032    ,5.16      ,-0.99     ,0.1052    ,          ,          ,          ,          ,    2422724
 DSO 2     1056,          ,          ,          ,          ,-0.060    ,0.615     ,0.483     ,0.0210    ,    2423138
 DSO 1     1063,-0.032    ,1.79      ,-1.79     ,0.3313    ,          ,          ,          ,          ,    2432724
 DSO 2     1057,          ,          ,          ,          ,-0.020    ,0.972     ,0.340     ,0.0167    ,    2433138
 DSO 1     1064,-0.032    ,0.79      ,-2.58     ,0.3591    ,          ,          ,          ,          ,    2442724
 DSO 2     1058,          ,          ,          ,          ,-0.079    ,0.913     ,0.495     ,0.0206    ,    2443138
 DSO 1     1065,-0.032    ,3.37      ,-4.37     ,0.3095    ,          ,          ,          ,          ,    2452724
 DSO 2     1059,          ,          ,          ,          ,-0.020    ,0.913     ,0.388     ,0.0163    ,    2453138
 DSO 1     1066,-0.032    ,4.17      ,1.39      ,0.2500    ,          ,          ,          ,          ,    2462724
 DSO 2     1060,          ,          ,          ,          ,0.020     ,0.635     ,0.317     ,0.0099    ,    2463138
 DSO 1     1067,-0.032    ,3.57      ,-1.79     ,0.2123    ,          ,          ,          ,          ,    2472724
 DSO 2     1061,          ,          ,          ,          ,-0.119    ,0.754     ,0.352     ,0.0087    ,    2473138
 DSO 1     1068,-0.032    ,4.56      ,-3.37     ,0.1111    ,          ,          ,          ,          ,    2482724
 DSO 2     1062,          ,          ,          ,          ,-0.119    ,0.873     ,0.412     ,0.0099    ,    2483138
 DSO 1     1069,-0.032    ,4.96      ,1.19      ,0.1091    ,          ,          ,          ,          ,    2492724
 DSO 2     1063,          ,          ,          ,          ,-0.040    ,0.893     ,0.257     ,0.0111    ,    2493138
 DSO 1     1070,-0.032    ,4.37      ,0.99      ,0.1151    ,          ,          ,          ,          ,    2502724
 DSO 2     1064,          ,          ,          ,          ,-0.099    ,0.952     ,0.388     ,0.0202    ,    2503138
 DSO 1     1071,-0.032    ,4.37      ,-0.60     ,0.1091    ,          ,          ,          ,          ,    2512724
 DSO 2     1065,          ,          ,          ,          ,-0.159    ,1.091     ,0.650     ,0.0175    ,    2513138
 DSO 1     1072,-0.032    ,0.79      ,1.79      ,0.0595    ,          ,          ,          ,          ,    2522724
 DSO 2     1066,          ,          ,          ,          ,-0.278    ,1.171     ,0.424     ,0.0206    ,    2523138
 DSO 1     1073,-0.032    ,1.98      ,2.58      ,0.0595    ,          ,          ,          ,          ,    2532724
 DSO 2     1067,          ,          ,          ,          ,-0.198    ,1.151     ,0.329     ,0.0202    ,    2533138
 DSO 1     1074,-0.032    ,2.38      ,0.20      ,0.1032    ,          ,          ,          ,          ,    2542724
 DSO 2     1068,          ,          ,          ,          ,0.079     ,1.290     ,0.269     ,0.0091    ,    2543138
 DSO 1     1075,-0.032    ,2.58      ,0.79      ,0.0635    ,          ,          ,          ,          ,    2552724
 DSO 2     1069,          ,          ,          ,          ,-0.159    ,1.032     ,0.412     ,0.0091    ,    2553138
 DSO 1     1076,-0.032    ,4.17      ,-0.20     ,0.1230    ,          ,          ,          ,          ,    2562724
 DSO 2     1070,          ,          ,          ,          ,0.020     ,0.992     ,0.531     ,0.0099    ,    2563138
 DSO 1     1077,-0.032    ,4.17      ,1.98      ,0.1270    ,          ,          ,          ,          ,    2572724
 DSO 2     1071,          ,          ,          ,          ,0.060     ,1.210     ,0.305     ,0.0234    ,    2573138
 DSO 1     1078,-0.032    ,6.15      ,3.37      ,0.1270    ,          ,          ,          ,          ,    2582724
 DSO 2     1072,          ,          ,          ,          ,0.139     ,0.734     ,0.388     ,0.0171    ,    2583138
 DSO 1     1079,-0.032    ,4.76      ,0.60      ,0.1032    ,          ,          ,          ,          ,    2592724
 DSO 2     1073,          ,          ,          ,          ,-0.317    ,0.913     ,0.519     ,0.0171    ,    2593138
 DSO 1     1080,-0.032    ,-0.60     ,0.79      ,0.0734    ,          ,          ,          ,          ,    2602724
 DSO 2     1074,          ,          ,          ,          ,-0.040    ,1.012     ,0.495     ,0.0123    ,    2603138
 DSO 1     1081,-0.032    ,2.58      ,-0.60     ,0.0615    ,          ,          ,          ,          ,    2612724
 DSO 2     1075,          ,          ,          ,          ,0.119     ,1.032     ,0.186     ,0.0151    ,    2613138
 DSO 1     1082,-0.032    ,2.58      ,0.60      ,0.0794    ,          ,          ,          ,          ,    2622724
 DSO 2     1076,          ,          ,          ,          ,-0.179    ,1.329     ,0.210     ,0.0091    ,    2623138
 DSO 1     1083,0.460     ,4.17      ,-0.79     ,0.0833    ,          ,          ,          ,          ,    2632724
 DSO 2     1077,          ,          ,          ,          ,-0.536    ,1.290     ,0.388     ,0.0139    ,    2633138
 DSO 1     1084,0.683     ,1.39      ,0.40      ,0.0853    ,          ,          ,          ,          ,    2642724
 DSO 2     1078,          ,          ,          ,          ,0.000     ,1.250     ,0.352     ,0.0111    ,    2643138
 DSO 1     1085,1.302     ,1.39      ,2.78      ,0.1250    ,          ,          ,          ,          ,    2652724
 DSO 2     1079,          ,          ,          ,          ,0.099     ,1.369     ,0.364     ,0.0187    ,    2653138
 DSO 1     1086,0.556     ,2.78      ,0.00      ,0.1012    ,          ,          ,          ,          ,    2662724
 DSO 2     1080,          ,          ,          ,          ,-0.119    ,1.429     ,0.436     ,0.0163    ,    2663138
 DSO 1     1087,-0.032    ,4.96      ,1.98      ,0.1151    ,          ,          ,          ,          ,    2672724
 DSO 2     1081,          ,          ,          ,          ,-0.079    ,1.210     ,0.460     ,0.0087    ,    2673138
 DSO 1     1088,-0.032    ,2.38      ,0.99      ,0.0714    ,          ,          ,          ,          ,    2682724
 DSO 2     1082,          ,          ,          ,          ,-0.139    ,1.071     ,0.602     ,0.0198    ,    2683138
 DSO 1     1089,-0.032    ,0.99      ,1.59      ,0.0873    ,          ,          ,          ,          ,    2692724
 DSO 2     1083,          ,          ,          ,          ,-0.079    ,1.131     ,0.507     ,0.0198    ,    2693138
 DSO 1     1090,-0.032    ,3.17      ,2.78      ,0.0913    ,          ,          ,          ,          ,    2702724
 DSO 2     1084,          ,          ,          ,          ,-0.377    ,1.349     ,0.293     ,0.0139    ,    2703138
 DSO 1     1091,0.048     ,-0.40     ,0.60      ,0.0595    ,          ,          ,          ,          ,    2712724
 DSO 2     1085,          ,          ,          ,          ,-0.298    ,1.190     ,0.257     ,0.0127    ,    2713138
 DSO 1     1092,1.540     ,-1.19     ,3.17      ,0.1151    ,          ,          ,          ,          ,    2722724
 DSO 2     1086,          ,          ,          ,          ,-0.218    ,1.151     ,0.317     ,0.0044    ,    2723138
 DSO 1     1093,1.857     ,5.75      ,0.60      ,0.1190    ,          ,          ,          ,          ,    2732724
 DSO 2     1087,          ,          ,          ,          ,0.000     ,1.290     ,0.233     ,0.0139    ,    2733138
 DSO 1     1094,2.143     ,1.79      ,2.78      ,0.1369    ,          ,          ,          ,          ,    2742724
 DSO 2     1088,          ,          ,          ,          ,-0.139    ,1.508     ,0.483     ,0.0060    ,    2743138
 DSO 1     1095,0.302     ,2.38      ,0.40      ,0.0774    ,          ,          ,          ,          ,    2752724
 DSO 2     1089,          ,          ,          ,          ,0.139     ,1.607     ,0.364     ,0.0179    ,    2753138
 DSO 1     1096,0.111     ,2.18      ,1.19      ,0.0933    ,          ,          ,          ,          ,    2762724
 DSO 2     1090,          ,          ,          ,          ,-0.079    ,1.250     ,0.340     ,0.0171    ,    2763138
 DSO 1     1097,0.111     ,1.98      ,3.97      ,0.0675    ,          ,          ,          ,          ,    2772724
 DSO 2     1091,          ,          ,          ,          ,0.060     ,1.468     ,0.305     ,0.0198    ,    2773138
 DSO 1     1098,-0.032    ,0.60      ,1.19      ,0.0992    ,          ,          ,          ,          ,    2782724
 DSO 2     1092,          ,          ,          ,          ,-0.099    ,1.587     ,0.567     ,0.0210    ,    2783138
 DSO 1     1099,0.984     ,0.79      ,-0.40     ,0.0893    ,          ,          ,          ,          ,    2792724
 DSO 2     1093,          ,          ,          ,          ,-0.198    ,1.171     ,0.400     ,0.0056    ,    2793138
 DSO 1     1100,2.111     ,3.97      ,0.20      ,0.1012    ,          ,          ,          ,          ,    2802724
 DSO 2     1094,          ,          ,          ,          ,-0.020    ,1.270     ,0.340     ,0.0067    ,    2803138
 DSO 1     1101,2.397     ,3.57      ,-0.20     ,0.0972    ,          ,          ,          ,          ,    2812724
 DSO 2     1095,          ,          ,          ,          ,0.099     ,1.488     ,0.305     ,0.0095    ,    2813138
 DSO 1     1102,2.651     ,4.96      ,-0.20     ,0.0933    ,          ,          ,          ,          ,    2822724
 DSO 2     1096,          ,          ,          ,          ,0.119     ,1.627     ,0.436     ,0.0155    ,    2823138
 DSO 1     1103,1.349     ,3.97      ,1.79      ,0.0972    ,          ,          ,          ,          ,    2832724
 DSO 2     1097,          ,          ,          ,          ,0.079     ,1.151     ,0.495     ,0.0075    ,    2833138
 DSO 1     1104,-0.032    ,-1.19     ,-0.40     ,0.0714    ,          ,          ,          ,          ,    2842724
 DSO 2     1098,          ,          ,          ,          ,0.278     ,1.151     ,0.317     ,0.0036    ,    2843138
 DSO 1     1105,-0.032    ,0.40      ,3.37      ,0.0933    ,          ,          ,          ,          ,    2852724
 DSO 2     1099,          ,          ,          ,          ,-0.377    ,1.329     ,0.436     ,0.0107    ,    2853138
 DSO 1     1106,-0.032    ,-0.40     ,1.79      ,0.0913    ,          ,          ,          ,          ,    2862724
 DSO 2     1100,          ,          ,          ,          ,-0.099    ,1.310     ,0.400     ,0.0234    ,    2863138
 DSO 1     1107,0.079     ,1.39      ,2.38      ,0.0873    ,          ,          ,          ,          ,    2872724
 DSO 2     1101,          ,          ,          ,          ,0.079     ,1.131     ,0.388     ,0.0087    ,    2873138
 DSO 1     1108,1.714     ,-1.59     ,3.57      ,0.0635    ,          ,          ,          ,          ,    2882724
 DSO 2     1102,          ,          ,          ,          ,0.099     ,1.349     ,0.448     ,0.0107    ,    2883138
 DSO 1     1109,2.683     ,0.00      ,4.17      ,0.0853    ,          ,          ,          ,          ,    2892724
 DSO 2     1103,          ,          ,          ,          ,-0.179    ,1.488     ,0.174     ,0.0091    ,    2893138
 DSO 1     1110,2.635     ,1.39      ,3.77      ,0.0933    ,          ,          ,          ,          ,    2902724
 DSO 2     1104,          ,          ,          ,          ,-0.278    ,1.151     ,0.317     ,0.0147    ,    2903138
 DSO 1     1111,2.397     ,-0.79     ,2.98      ,0.1171    ,          ,          ,          ,          ,    2912724
 DSO 2     1105,          ,          ,          ,          ,-0.238    ,0.972     ,0.471     ,0.0143    ,    2913138
 DSO 1     1112,0.476     ,1.39      ,4.37      ,0.0972    ,          ,          ,          ,          ,    2922724
 DSO 2     1106,          ,          ,          ,          ,-0.516    ,1.508     ,0.388     ,0.0175    ,    2923138
 DSO 1     1113,-0.032    ,-3.17     ,6.35      ,0.0873    ,          ,          ,          ,          ,    2932724
 DSO 2     1107,          ,          ,          ,          ,0.198     ,1.528     ,0.329     ,0.0183    ,    2933138
 DSO 1     1114,0.111     ,-2.78     ,1.79      ,0.0774    ,          ,          ,          ,          ,    2942724
 DSO 2     1108,          ,          ,          ,          ,-0.179    ,1.270     ,0.471     ,0.0151    ,    2943138
 DSO 1     1115,1.000     ,-2.18     ,-0.40     ,0.0972    ,          ,          ,          ,          ,    2952724
 DSO 2     1109,          ,          ,          ,          ,-0.238    ,1.528     ,0.412     ,0.0123    ,    2953138
 DSO 1     1116,1.952     ,-0.60     ,4.56      ,0.0833    ,          ,          ,          ,          ,    2962724
 DSO 2     1110,          ,          ,          ,          ,-0.337    ,1.052     ,0.198     ,0.0075    ,    2963138
 DSO 1     1117,2.794     ,3.17      ,6.55      ,0.0913    ,          ,          ,          ,          ,    2972724
 DSO 2     1111,          ,          ,          ,          ,0.079     ,1.647     ,0.388     ,0.0111    ,    2973138
 DSO 1     1118,2.873     ,-1.19     ,3.37      ,0.1190    ,          ,          ,          ,          ,    2982724
 DSO 2     1112,          ,          ,          ,          ,-0.218    ,1.290     ,0.460     ,0.0123    ,    2983138
 DSO 1     1119,2.873     ,1.98      ,4.76      ,0.1151    ,          ,          ,          ,          ,    2992724
 DSO 2     1113,          ,          ,          ,          ,-0.060    ,1.369     ,0.662     ,0.0123    ,    2993138
 DSO 1     1120,1.667     ,1.59      ,1.39      ,0.0972    ,          ,          ,          ,          ,    3002724
 DSO 2     1114,          ,          ,          ,          ,-0.437    ,1.290     ,0.293     ,0.0163    ,    3003138
 DSO 1     1121,0.429     ,-0.79     ,4.96      ,0.0853    ,          ,          ,          ,          ,    3012724
 DSO 2     1115,          ,          ,          ,          ,0.079     ,1.429     ,0.662     ,0.0183    ,    3013138
 DSO 1     1122,0.746     ,-1.39     ,1.39      ,0.0794    ,          ,          ,          ,          ,    3022724
 DSO 2     1116,          ,          ,          ,          ,0.317     ,1.726     ,0.340     ,0.0143    ,    3023138
 DSO 1     1123,1.238     ,0.40      ,3.37      ,0.0774    ,          ,          ,          ,          ,    3032724
 DSO 2     1117,          ,          ,          ,          ,-0.238    ,1.250     ,0.317     ,0.0079    ,    3033138
 DSO 1     1124,2.000     ,0.40      ,1.39      ,0.0774    ,          ,          ,          ,          ,    3042724
 DSO 2     1118,          ,          ,          ,          ,-0.317    ,1.448     ,0.174     ,0.0032    ,    3043138
 DSO 1     1125,2.968     ,-1.98     ,5.36      ,0.1111    ,          ,          ,          ,          ,    3052724
 DSO 2     1119,          ,          ,          ,          ,-0.079    ,0.992     ,0.233     ,0.0067    ,    3053138
 DSO 1     1126,2.968     ,-1.19     ,2.98      ,0.1012    ,          ,          ,          ,          ,    3062724
 DSO 2     1120,          ,          ,          ,          ,-0.040    ,1.270     ,0.471     ,0.0127    ,    3063138
 DSO 1     1127,2.524     ,-0.99     ,1.79      ,0.1131    ,          ,          ,          ,          ,    3072724
 DSO 2     1121,          ,          ,          ,          ,0.040     ,1.607     ,0.471     ,0.0040    ,    3073138
 DSO 1     1128,2.127     ,-0.79     ,0.79      ,0.1131    ,          ,          ,          ,          ,    3082724
 DSO 2     1122,          ,          ,          ,          ,-0.119    ,1.230     ,0.424     ,0.0163    ,    3083138
 DSO 1     1129,0.746     ,-3.77     ,2.38      ,0.0833    ,          ,          ,          ,          ,    3092724
 DSO 2     1123,          ,          ,          ,          ,-0.298    ,1.349     ,0.400     ,0.0218    ,    3093138
 DSO 1     1130,0.984     ,-2.38     ,4.56      ,0.0873    ,          ,          ,          ,          ,    3102724
 DSO 2     1124,          ,          ,          ,          ,-0.139    ,1.369     ,0.448     ,0.0155    ,    3103138
 DSO 1     1131,1.667     ,-0.99     ,2.98      ,0.0873    ,          ,          ,          ,          ,    3112724
 DSO 2     1125,          ,          ,          ,          ,-0.179    ,1.032     ,0.543     ,0.0163    ,    3113138
 DSO 1     1132,2.286     ,-1.59     ,4.17      ,0.0774    ,          ,          ,          ,          ,    3122724
 DSO 2     1126,          ,          ,          ,          ,-0.317    ,1.448     ,0.305     ,0.0099    ,    3123138
