               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,           
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,  Timestamp
 DSO 2     2184,          ,          ,          ,          ,0.119     ,0.298     ,0.543     ,0.0230    ,   13703138
 DSO 1     2191,0.714     ,3.97      ,0.60      ,0.0833    ,          ,          ,          ,          ,   13712724
 DSO 2     2185,          ,          ,          ,          ,0.218     ,0.139     ,0.650     ,0.0190    ,   13713138
 DSO 1     2192,0.603     ,2.78      ,2.38      ,0.0734    ,          ,          ,          ,          ,   13722724
 DSO 2     2186,          ,          ,          ,          ,-0.020    ,-0.119    ,0.519     ,0.0190    ,   13723138
 DSO 1     2193,0.762     ,-1.59     ,0.20      ,0.0635    ,          ,          ,          ,          ,   13732724
 DSO 2     2187,          ,          ,          ,          ,-0.099    ,-0.079    ,0.400     ,0.0163    ,   13733138
 DSO 1     2194,0.587     ,-0.20     ,4.17      ,0.0813    ,          ,          ,          ,          ,   13742724
 DSO 2     2188,          ,          ,          ,          ,0.159     ,-0.079    ,0.245     ,0.0198    ,   13743138
 DSO 1     2195,0.556     ,-0.99     ,2.58      ,0.0774    ,          ,          ,          ,          ,   13752724
 DSO 2     2189,          ,          ,          ,          ,0.079     ,-0.119    ,0.460     ,0.0139    ,   13753138
 DSO 1     2196,0.286     ,1.19      ,2.98      ,0.0655    ,          ,          ,          ,          ,   13762724
 DSO 2     2190,          ,          ,          ,          ,0.476     ,0.437     ,0.650     ,0.0214    ,   13763138
 DSO 1     2197,0.413     ,-2.18     ,3.77      ,0.0516    ,          ,          ,          ,          ,   13772724
 DSO 2     2191,          ,          ,          ,          ,0.337     ,0.675     ,0.543     ,0.0190    ,   13773138
 DSO 1     2198,0.444     ,0.20      ,4.37      ,0.0734    ,          ,          ,          ,          ,   13782724
 DSO 2     2192,          ,          ,          ,          ,0.298     ,0.437     ,0.602     ,0.0258    ,   13783138
 DSO 1     2199,0.667     ,0.99      ,3.77      ,0.0813    ,          ,          ,          ,          ,   13792724
 DSO 2     2193,          ,          ,          ,          ,0.079     ,0.119     ,0.460     ,0.0258    ,   13793138
 DSO 1     2200,0.508     ,-0.79     ,3.17      ,0.0972    ,          ,          ,          ,          ,   13802724
 DSO 2     2194,          ,          ,          ,          ,0.000     ,-0.258    ,0.376     ,0.0171    ,   13803138
 DSO 1     2201,0.222     ,1.39      ,4.17      ,0.0893    ,          ,          ,          ,          ,   13812724
 DSO 2     2195,          ,          ,          ,          ,-0.278    ,-0.119    ,0.340     ,0.0171    ,   13813138
 DSO 1     2202,0.190     ,-3.17     ,6.15      ,0.0774    ,          ,          ,          ,          ,   13822724
 DSO 2     2196,          ,          ,          ,          ,-0.258    ,-0.060    ,0.460     ,0.0187    ,   13823138
 DSO 1     2203,0.143     ,-2.38     ,1.79      ,0.0754    ,          ,          ,          ,          ,   13832724
 DSO 2     2197,          ,          ,          ,          ,-0.119    ,0.040     ,0.329     ,0.0171    ,   13833138
 DSO 1     2204,0.429     ,-1.98     ,-0.40     ,0.0853    ,          ,          ,          ,          ,   13842724
 DSO 2     2198,          ,          ,          ,          ,0.317     ,0.258     ,0.602     ,0.0214    ,   13843138
 DSO 1     2205,0.365     ,-0.40     ,4.17      ,0.0694    ,          ,          ,          ,          ,   13852724
 DSO 2     2199,          ,          ,          ,          ,0.218     ,-0.020    ,0.531     ,0.0230    ,   13853138
 DSO 1     2206,0.683     ,3.37      ,5.95      ,0.0794    ,          ,          ,          ,          ,   13862724
 DSO 2     2200,          ,          ,          ,          ,0.298     ,0.317     ,0.662     ,0.0254    ,   13863138
 DSO 1     2207,0.635     ,-0.40     ,2.98      ,0.1111    ,          ,          ,          ,          ,   13872724
 DSO 2     2201,          ,          ,          ,          ,0.119     ,0.456     ,0.662     ,0.0206    ,   13873138
 DSO 1     2208,0.698     ,2.38      ,4.56      ,0.1032    ,          ,          ,          ,          ,   13882724
 DSO 2     2202,          ,          ,          ,          ,-0.060    ,-0.397    ,0.424     ,0.0163    ,   13883138
 DSO 1     2209,0.587     ,2.18      ,0.99      ,0.0873    ,          ,          ,          ,          ,   13892724
 DSO 2     2203,          ,          ,          ,          ,0.020     ,-0.139    ,0.317     ,0.0163    ,   13893138
 DSO 1     2210,0.333     ,0.00      ,4.37      ,0.0794    ,          ,          ,          ,          ,   13902724
 DSO 2     2204,          ,          ,          ,          ,-0.258    ,-0.397    ,0.352     ,0.0190    ,   13903138
 DSO 1     2211,0.667     ,-0.40     ,0.60      ,0.0734    ,          ,          ,          ,          ,   13912724
 DSO 2     2205,          ,          ,          ,          ,0.000     ,0.040     ,0.424     ,0.0190    ,   13913138
 DSO 1     2212,0.714     ,0.79      ,2.58      ,0.0714    ,          ,          ,          ,          ,   13922724
 DSO 2     2206,          ,          ,          ,          ,0.198     ,0.337     ,0.567     ,0.0147    ,   13923138
 DSO 1     2213,0.619     ,1.79      ,0.79      ,0.0655    ,          ,          ,          ,          ,   13932724
 DSO 2     2207,          ,          ,          ,          ,0.317     ,0.337     ,0.638     ,0.0206    ,   13933138
 DSO 1     2214,0.762     ,-0.99     ,4.37      ,0.1032    ,          ,          ,          ,          ,   13942724
 DSO 2     2208,          ,          ,          ,          ,0.298     ,0.119     ,0.531     ,0.0194    ,   13943138
 DSO 1     2215,0.762     ,0.00      ,1.98      ,0.0952    ,          ,          ,          ,          ,   13952724
 DSO 2     2209,          ,          ,          ,          ,0.218     ,0.060     ,0.305     ,0.0179    ,   13953138
 DSO 1     2216,0.508     ,0.60      ,1.19      ,0.1091    ,          ,          ,          ,          ,   13962724
 DSO 2     2210,          ,          ,          ,          ,0.218     ,0.397     ,0.733     ,0.0198    ,   13963138
 DSO 1     2217,0.635     ,0.40      ,0.20      ,0.1052    ,          ,          ,          ,          ,   13972724
 DSO 2     2211,          ,          ,          ,          ,-0.377    ,-0.198    ,0.364     ,0.0163    ,   13973138
 DSO 1     2218,0.254     ,-2.38     ,1.39      ,0.0813    ,          ,          ,          ,          ,   13982724
 DSO 2     2212,          ,          ,          ,          ,-0.139    ,0.020     ,0.245     ,0.0135    ,   13983138
 DSO 1     2219,0.540     ,-0.99     ,3.37      ,0.0794    ,          ,          ,          ,          ,   13992724
 DSO 2     2213,          ,          ,          ,          ,0.179     ,-0.278    ,0.543     ,0.0242    ,   13993138
 DSO 1     2220,0.587     ,1.19      ,1.79      ,0.0794    ,          ,          ,          ,          ,   14002724
 DSO 2     2214,          ,          ,          ,          ,-0.417    ,-0.218    ,0.483     ,0.0194    ,   14003138
 DSO 1     2221,0.524     ,0.20      ,2.58      ,0.0694    ,          ,          ,          ,          ,   14012724
 DSO 2     2215,          ,          ,          ,          ,0.437     ,0.159     ,0.614     ,0.0202    ,   14013138
 DSO 1     2222,0.619     ,0.20      ,3.37      ,0.1171    ,          ,          ,          ,          ,   14022724
 DSO 2     2216,          ,          ,          ,          ,0.298     ,0.040     ,0.555     ,0.0290    ,   14023138
 DSO 1     2223,0.841     ,-1.39     ,-0.20     ,0.1230    ,          ,          ,          ,          ,   14032724
 DSO 2     2217,          ,          ,          ,          ,0.337     ,0.218     ,0.555     ,0.0175    ,   14033138
 DSO 1     2224,0.810     ,0.40      ,3.77      ,0.0992    ,          ,          ,          ,          ,   14042724
 DSO 2     2218,          ,          ,          ,          ,0.298     ,0.397     ,0.531     ,0.0230    ,   14043138
 DSO 1     2225,0.492     ,1.98      ,1.19      ,0.0873    ,          ,          ,          ,          ,   14052724
 DSO 2     2219,          ,          ,          ,          ,0.040     ,-0.218    ,0.269     ,0.0194    ,   14053138
 DSO 1     2226,0.714     ,1.59      ,2.18      ,0.0635    ,          ,          ,          ,          ,   14062724
 DSO 2     2220,          ,          ,          ,          ,-0.198    ,-0.179    ,0.400     ,0.0163    ,   14063138
 DSO 1     2227,0.778     ,-2.18     ,1.79      ,0.0913    ,          ,          ,          ,          ,   14072724
 DSO 2     2221,          ,          ,          ,          ,-0.099    ,0.218     ,0.436     ,0.0230    ,   14073138
 DSO 1     2228,0.587     ,-1.19     ,3.37      ,0.0317    ,          ,          ,          ,          ,   14082724
 DSO 2     2222,          ,          ,          ,          ,-0.060    ,-0.179    ,0.495     ,0.0183    ,   14083138
 DSO 1     2229,0.683     ,-1.19     ,-0.99     ,0.0694    ,          ,          ,          ,          ,   14092724
 DSO 2     2223,          ,          ,          ,          ,0.179     ,0.397     ,0.686     ,0.0171    ,   14093138
 DSO 1     2230,0.603     ,-1.39     ,3.57      ,0.0933    ,          ,          ,          ,          ,   14102724
 DSO 2     2224,          ,          ,          ,          ,0.337     ,0.198     ,0.507     ,0.0214    ,   14103138
 DSO 1     2231,0.873     ,-1.79     ,1.39      ,0.0952    ,          ,          ,          ,          ,   14112724
 DSO 2     2225,          ,          ,          ,          ,0.119     ,-0.020    ,0.614     ,0.0230    ,   14113138
 DSO 1     2232,0.746     ,-1.59     ,2.58      ,0.0813    ,          ,          ,          ,          ,   14122724
 DSO 2     2226,          ,          ,          ,          ,0.337     ,0.238     ,0.507     ,0.0226    ,   14123138
 DSO 1     2233,0.889     ,4.96      ,4.56      ,0.1071    ,          ,          ,          ,          ,   14132724
 DSO 2     2227,          ,          ,          ,          ,-0.060    ,-0.337    ,0.293     ,0.0147    ,   14133138
 DSO 1     2234,0.921     ,0.60      ,5.36      ,0.1230    ,          ,          ,          ,          ,   14142724
 DSO 2     2228,          ,          ,          ,          ,-0.020    ,-0.060    ,0.245     ,0.0119    ,   14143138
 DSO 1     2235,0.603     ,-3.37     ,2.78      ,0.0853    ,          ,          ,          ,          ,   14152724
 DSO 2     2229,          ,          ,          ,          ,-0.179    ,-0.258    ,0.471     ,0.0171    ,   14153138
 DSO 1     2236,0.556     ,-0.20     ,4.96      ,0.0516    ,          ,          ,          ,          ,   14162724
 DSO 2     2230,          ,          ,          ,          ,-0.020    ,-0.238    ,0.507     ,0.0103    ,   14163138
 DSO 1     2237,0.651     ,1.19      ,2.78      ,0.0833    ,          ,          ,          ,          ,   14172724
 DSO 2     2231,          ,          ,          ,          ,0.476     ,0.397     ,0.531     ,0.0183    ,   14173138
 DSO 1     2238,0.857     ,-0.40     ,5.36      ,0.0456    ,          ,          ,          ,          ,   14182724
 DSO 2     2232,          ,          ,          ,          ,0.575     ,0.337     ,0.674     ,0.0222    ,   14183138
 DSO 1     2239,1.048     ,-0.79     ,3.17      ,0.0774    ,          ,          ,          ,          ,   14192724
 DSO 2     2233,          ,          ,          ,          ,0.357     ,0.079     ,0.710     ,0.0183    ,   14193138
 DSO 1     2240,0.952     ,-0.79     ,0.60      ,0.0675    ,          ,          ,          ,          ,   14202724
 DSO 2     2234,          ,          ,          ,          ,0.496     ,0.298     ,0.745     ,0.0183    ,   14203138
 DSO 1     2241,0.810     ,2.58      ,3.97      ,0.1111    ,          ,          ,          ,          ,   14212724
 DSO 2     2235,          ,          ,          ,          ,-0.337    ,-0.417    ,0.460     ,0.0171    ,   14213138
 DSO 1     2242,1.048     ,2.18      ,2.58      ,0.0853    ,          ,          ,          ,          ,   14222724
 DSO 2     2236,          ,          ,          ,          ,-0.020    ,-0.139    ,0.186     ,0.0147    ,   14223138
 DSO 1     2243,1.016     ,-2.18     ,3.77      ,0.0734    ,          ,          ,          ,          ,   14232724
 DSO 2     2237,          ,          ,          ,          ,0.179     ,-0.040    ,0.626     ,0.0119    ,   14233138
 DSO 1     2244,1.032     ,-0.79     ,3.37      ,0.0675    ,          ,          ,          ,          ,   14242724
 DSO 2     2238,          ,          ,          ,          ,-0.040    ,-0.040    ,0.376     ,0.0159    ,   14243138
 DSO 1     2245,0.968     ,0.20      ,3.57      ,0.0933    ,          ,          ,          ,          ,   14252724
 DSO 2     2239,          ,          ,          ,          ,0.417     ,0.198     ,0.555     ,0.0226    ,   14253138
 DSO 1     2246,0.905     ,0.99      ,2.58      ,0.0774    ,          ,          ,          ,          ,   14262724
 DSO 2     2240,          ,          ,          ,          ,0.377     ,0.000     ,0.590     ,0.0226    ,   14263138
 DSO 1     2247,1.206     ,-1.39     ,-0.40     ,0.1230    ,          ,          ,          ,          ,   14272724
 DSO 2     2241,          ,          ,          ,          ,-0.020    ,0.179     ,0.710     ,0.0206    ,   14273138
 DSO 1     2248,1.095     ,-3.17     ,2.38      ,0.0694    ,          ,          ,          ,          ,   14282724
 DSO 2     2242,          ,          ,          ,          ,0.238     ,0.258     ,0.483     ,0.0190    ,   14283138
 DSO 1     2249,1.016     ,4.17      ,1.98      ,0.1329    ,          ,          ,          ,          ,   14292724
 DSO 2     2243,          ,          ,          ,          ,-0.079    ,0.437     ,0.650     ,0.0214    ,   14293138
 DSO 1     2250,1.206     ,0.60      ,3.17      ,0.0933    ,          ,          ,          ,          ,   14302724
 DSO 2     2244,          ,          ,          ,          ,-0.079    ,-0.040    ,0.424     ,0.0135    ,   14303138
 DSO 1     2251,1.159     ,-2.38     ,1.98      ,0.0496    ,          ,          ,          ,          ,   14312724
 DSO 2     2245,          ,          ,          ,          ,0.060     ,-0.159    ,0.495     ,0.0210    ,   14313138
 DSO 1     2252,1.079     ,-3.57     ,1.59      ,0.0516    ,          ,          ,          ,          ,   14322724
 DSO 2     2246,          ,          ,          ,          ,-0.159    ,-0.357    ,0.483     ,0.0210    ,   14323138
 DSO 1     2253,1.063     ,-0.60     ,-0.79     ,0.0714    ,          ,          ,          ,          ,   14332724
 DSO 2     2247,          ,          ,          ,          ,-0.079    ,-0.198    ,0.388     ,0.0155    ,   14333138
 DSO 1     2254,1.286     ,0.20      ,5.16      ,0.0635    ,          ,          ,          ,          ,   14342724
 DSO 2     2248,          ,          ,          ,          ,0.000     ,0.337     ,0.590     ,0.0179    ,   14343138
 DSO 1     2255,0.984     ,0.00      ,1.79      ,0.1091    ,          ,          ,          ,          ,   14352724
 DSO 2     2249,          ,          ,          ,          ,0.218     ,-0.079    ,0.852     ,0.0187    ,   14353138
 DSO 1     2256,1.508     ,0.60      ,0.00      ,0.0575    ,          ,          ,          ,          ,   14362724
 DSO 2     2250,          ,          ,          ,          ,-0.040    ,0.377     ,0.686     ,0.0206    ,   14363138
 DSO 1     2257,1.413     ,1.19      ,4.76      ,0.0794    ,          ,          ,          ,          ,   14372724
 DSO 2     2251,          ,          ,          ,          ,0.119     ,0.377     ,0.674     ,0.0238    ,   14373138
 DSO 1     2258,1.238     ,0.60      ,4.17      ,0.0893    ,          ,          ,          ,          ,   14382724
 DSO 2     2252,          ,          ,          ,          ,-0.238    ,-0.417    ,0.317     ,0.0202    ,   14383138
 DSO 1     2259,1.333     ,0.79      ,2.58      ,0.0893    ,          ,          ,          ,          ,   14392724
 DSO 2     2253,          ,          ,          ,          ,-0.020    ,-0.020    ,0.531     ,0.0143    ,   14393138
 DSO 1     2260,1.317     ,-2.98     ,4.56      ,0.0357    ,          ,          ,          ,          ,   14402724
 DSO 2     2254,          ,          ,          ,          ,-0.119    ,-0.139    ,0.388     ,0.0175    ,   14403138
 DSO 1     2261,1.206     ,-1.79     ,5.36      ,0.0317    ,          ,          ,          ,          ,   14412724
 DSO 2     2255,          ,          ,          ,          ,0.020     ,-0.337    ,0.364     ,0.0222    ,   14413138
 DSO 1     2262,1.397     ,-1.19     ,2.78      ,0.0694    ,          ,          ,          ,          ,   14422724
 DSO 2     2256,          ,          ,          ,          ,0.079     ,-0.040    ,0.698     ,0.0190    ,   14423138
 DSO 1     2263,1.397     ,-0.79     ,3.37      ,0.0258    ,          ,          ,          ,          ,   14432724
 DSO 2     2257,          ,          ,          ,          ,0.298     ,0.079     ,0.614     ,0.0139    ,   14433138
 DSO 1     2264,1.444     ,0.99      ,2.18      ,0.0853    ,          ,          ,          ,          ,   14442724
 DSO 2     2258,          ,          ,          ,          ,0.218     ,0.238     ,0.567     ,0.0194    ,   14443138
 DSO 1     2265,1.270     ,1.39      ,4.37      ,0.0952    ,          ,          ,          ,          ,   14452724
 DSO 2     2259,          ,          ,          ,          ,0.437     ,0.278     ,0.602     ,0.0254    ,   14453138
 DSO 1     2266,1.730     ,2.98      ,5.56      ,0.1012    ,          ,          ,          ,          ,   14462724
 DSO 2     2260,          ,          ,          ,          ,0.040     ,-0.317    ,0.436     ,0.0163    ,   14463138
 DSO 1     2267,1.444     ,1.39      ,2.98      ,0.0754    ,          ,          ,          ,          ,   14472724
 DSO 2     2261,          ,          ,          ,          ,-0.258    ,-0.099    ,0.329     ,0.0214    ,   14473138
 DSO 1     2268,1.476     ,-3.37     ,2.78      ,0.0516    ,          ,          ,          ,          ,   14482724
 DSO 2     2262,          ,          ,          ,          ,-0.079    ,-0.238    ,0.412     ,0.0206    ,   14483138
 DSO 1     2269,1.540     ,-0.60     ,1.59      ,0.0377    ,          ,          ,          ,          ,   14492724
 DSO 2     2263,          ,          ,          ,          ,-0.198    ,-0.060    ,0.424     ,0.0159    ,   14493138
 DSO 1     2270,1.397     ,-0.60     ,2.78      ,0.0595    ,          ,          ,          ,          ,   14502724
 DSO 2     2264,          ,          ,          ,          ,0.377     ,0.159     ,0.555     ,0.0278    ,   14503138
 DSO 1     2271,1.603     ,1.19      ,1.59      ,0.0595    ,          ,          ,          ,          ,   14512724
 DSO 2     2265,          ,          ,          ,          ,0.317     ,0.079     ,0.638     ,0.0175    ,   14513138
 DSO 1     2272,1.413     ,-0.99     ,2.18      ,0.0575    ,          ,          ,          ,          ,   14522724
 DSO 2     2266,          ,          ,          ,          ,0.079     ,0.278     ,0.495     ,0.0171    ,   14523138
 DSO 1     2273,1.841     ,-1.39     ,4.76      ,0.0972    ,          ,          ,          ,          ,   14532724
 DSO 2     2267,          ,          ,          ,          ,0.337     ,0.476     ,0.567     ,0.0250    ,   14533138
 DSO 1     2274,1.667     ,0.20      ,1.59      ,0.0833    ,          ,          ,          ,          ,   14542724
 DSO 2     2268,          ,          ,          ,          ,0.099     ,-0.238    ,0.340     ,0.0155    ,   14543138
 DSO 1     2275,1.683     ,2.38      ,3.97      ,0.0992    ,          ,          ,          ,          ,   14552724
 DSO 2     2269,          ,          ,          ,          ,0.020     ,-0.397    ,0.352     ,0.0171    ,   14553138
 DSO 1     2276,1.492     ,0.20      ,2.78      ,0.0536    ,          ,          ,          ,          ,   14562724
 DSO 2     2270,          ,          ,          ,          ,0.139     ,-0.079    ,0.531     ,0.0175    ,   14563138
 DSO 1     2277,1.524     ,-0.99     ,2.98      ,0.0675    ,          ,          ,          ,          ,   14572724
 DSO 2     2271,          ,          ,          ,          ,0.079     ,0.000     ,0.471     ,0.0266    ,   14573138
 DSO 1     2278,1.540     ,0.79      ,4.37      ,0.0714    ,          ,          ,          ,          ,   14582724
 DSO 2     2272,          ,          ,          ,          ,0.218     ,-0.040    ,0.650     ,0.0179    ,   14583138
 DSO 1     2279,1.540     ,-2.18     ,2.18      ,0.0357    ,          ,          ,          ,          ,   14592724
 DSO 2     2273,          ,          ,          ,          ,0.179     ,0.536     ,0.543     ,0.0206    ,   14593138
 DSO 1     2280,1.794     ,-2.98     ,4.96      ,0.0893    ,          ,          ,          ,          ,   14602724
 DSO 2     2274,          ,          ,          ,          ,0.079     ,0.020     ,0.495     ,0.0179    ,   14603138
 DSO 1     2281,1.730     ,3.37      ,1.59      ,0.0972    ,          ,          ,          ,          ,   14612724
 DSO 2     2275,          ,          ,          ,          ,0.337     ,0.179     ,0.602     ,0.0278    ,   14613138
 DSO 1     2282,2.032     ,0.00      ,4.17      ,0.1151    ,          ,          ,          ,          ,   14622724
 DSO 2     2276,          ,          ,          ,          ,0.317     ,0.139     ,0.614     ,0.0246    ,   14623138
 DSO 1     2283,1.889     ,0.60      ,1.59      ,0.0575    ,          ,          ,          ,          ,   14632724
 DSO 2     2277,          ,          ,          ,          ,-0.020    ,-0.298    ,0.483     ,0.0159    ,   14633138
 DSO 1     2284,1.857     ,0.79      ,2.18      ,0.0754    ,          ,          ,          ,          ,   14642724
 DSO 2     2278,          ,          ,          ,          ,-0.218    ,-0.218    ,0.388     ,0.0135    ,   14643138
 DSO 1     2285,1.635     ,0.60      ,4.96      ,0.0496    ,          ,          ,          ,          ,   14652724
 DSO 2     2279,          ,          ,          ,          ,0.060     ,0.020     ,0.460     ,0.0202    ,   14653138
 DSO 1     2286,1.810     ,-0.99     ,1.98      ,0.0813    ,          ,          ,          ,          ,   14662724
 DSO 2     2280,          ,          ,          ,          ,0.159     ,-0.179    ,0.412     ,0.0107    ,   14663138
 DSO 1     2287,1.841     ,-0.40     ,0.40      ,0.0734    ,          ,          ,          ,          ,   14672724
 DSO 2     2281,          ,          ,          ,          ,0.238     ,0.218     ,0.674     ,0.0159    ,   14673138
 DSO 1     2288,1.968     ,2.38      ,0.99      ,0.0794    ,          ,          ,          ,          ,   14682724
 DSO 2     2282,          ,          ,          ,          ,0.258     ,0.119     ,0.507     ,0.0151    ,   14683138
 DSO 1     2289,2.048     ,2.38      ,0.79      ,0.0694    ,          ,          ,          ,          ,   14692724
 DSO 2     2283,          ,          ,          ,          ,0.159     ,0.258     ,0.543     ,0.0222    ,   14693138
 DSO 1     2290,2.063     ,3.57      ,0.20      ,0.0794    ,          ,          ,          ,          ,   14702724
 DSO 2     2284,          ,          ,          ,          ,0.238     ,0.099     ,0.638     ,0.0175    ,   14703138
 DSO 1     2291,2.000     ,3.17      ,2.58      ,0.0714    ,          ,          ,          ,          ,   14712724
 DSO 2     2285,          ,          ,          ,          ,0.020     ,-0.119    ,0.543     ,0.0187    ,   14713138
 DSO 1     2292,2.143     ,-1.79     ,0.00      ,0.0575    ,          ,          ,          ,          ,   14722724
 DSO 2     2286,          ,          ,          ,          ,-0.119    ,-0.079    ,0.412     ,0.0163    ,   14723138
 DSO 1     2293,1.984     ,-0.40     ,3.97      ,0.0794    ,          ,          ,          ,          ,   14732724
 DSO 2     2287,          ,          ,          ,          ,0.179     ,-0.060    ,0.245     ,0.0194    ,   14733138
 DSO 1     2294,2.063     ,-1.19     ,2.58      ,0.0734    ,          ,          ,          ,          ,   14742724
 DSO 2     2288,          ,          ,          ,          ,0.099     ,-0.159    ,0.471     ,0.0135    ,   14743138
 DSO 1     2295,1.857     ,0.99      ,2.58      ,0.0575    ,          ,          ,          ,          ,   14752724
 DSO 2     2289,          ,          ,          ,          ,0.496     ,0.397     ,0.638     ,0.0202    ,   14753138
 DSO 1     2296,2.095     ,-2.18     ,3.97      ,0.0456    ,          ,          ,          ,          ,   14762724
 DSO 2     2290,          ,          ,          ,          ,0.357     ,0.635     ,0.519     ,0.0179    ,   14763138
 DSO 1     2297,2.048     ,-0.20     ,4.17      ,0.0675    ,          ,          ,          ,          ,   14772724
 DSO 2     2291,          ,          ,          ,          ,0.258     ,0.417     ,0.590     ,0.0246    ,   14773138
 DSO 1     2298,2.413     ,0.99      ,3.57      ,0.0774    ,          ,          ,          ,          ,   14782724
 DSO 2     2292,          ,          ,          ,          ,0.060     ,0.159     ,0.460     ,0.0250    ,   14783138
 DSO 1     2299,2.270     ,-1.19     ,3.17      ,0.0913    ,          ,          ,          ,          ,   14792724
 DSO 2     2293,          ,          ,          ,          ,0.040     ,-0.298    ,0.376     ,0.0167    ,   14793138
 DSO 1     2300,2.016     ,1.19      ,3.97      ,0.0813    ,          ,          ,          ,          ,   14802724
 DSO 2     2294,          ,          ,          ,          ,-0.298    ,-0.119    ,0.340     ,0.0163    ,   14803138
 DSO 1     2301,1.921     ,-3.17     ,5.95      ,0.0734    ,          ,          ,          ,          ,   14812724
 DSO 2     2295,          ,          ,          ,          ,-0.218    ,-0.060    ,0.460     ,0.0187    ,   14813138
 DSO 1     2302,1.921     ,-2.78     ,1.39      ,0.0714    ,          ,          ,          ,          ,   14822724
 DSO 2     2296,          ,          ,          ,          ,-0.099    ,0.040     ,0.352     ,0.0171    ,   14823138
 DSO 1     2303,2.238     ,-2.18     ,-0.79     ,0.0794    ,          ,          ,          ,          ,   14832724
 DSO 2     2297,          ,          ,          ,          ,0.317     ,0.218     ,0.614     ,0.0206    ,   14833138
 DSO 1     2304,2.175     ,-0.20     ,3.97      ,0.0615    ,          ,          ,          ,          ,   14842724
 DSO 2     2298,          ,          ,          ,          ,0.238     ,0.000     ,0.531     ,0.0226    ,   14843138
 DSO 1     2305,2.381     ,3.37      ,5.95      ,0.0774    ,          ,          ,          ,          ,   14852724
 DSO 2     2299,          ,          ,          ,          ,0.298     ,0.298     ,0.638     ,0.0250    ,   14853138
 DSO 1     2306,2.381     ,-0.60     ,2.98      ,0.1071    ,          ,          ,          ,          ,   14862724
 DSO 2     2300,          ,          ,          ,          ,0.099     ,0.476     ,0.650     ,0.0206    ,   14863138
 DSO 1     2307,2.524     ,2.58      ,4.17      ,0.0972    ,          ,          ,          ,          ,   14872724
 DSO 2     2301,          ,          ,          ,          ,-0.079    ,-0.377    ,0.424     ,0.0163    ,   14873138
 DSO 1     2308,2.413     ,2.18      ,0.79      ,0.0853    ,          ,          ,          ,          ,   14882724
 DSO 2     2302,          ,          ,          ,          ,0.040     ,-0.179    ,0.317     ,0.0155    ,   14883138
 DSO 1     2309,2.048     ,0.00      ,4.37      ,0.0734    ,          ,          ,          ,          ,   14892724
 DSO 2     2303,          ,          ,          ,          ,-0.218    ,-0.417    ,0.340     ,0.0187    ,   14893138
 DSO 1     2310,2.444     ,-0.79     ,0.40      ,0.0694    ,          ,          ,          ,          ,   14902724
 DSO 2     2304,          ,          ,          ,          ,0.000     ,0.040     ,0.412     ,0.0179    ,   14903138
 DSO 1     2311,2.556     ,0.99      ,2.78      ,0.0675    ,          ,          ,          ,          ,   14912724
 DSO 2     2305,          ,          ,          ,          ,0.238     ,0.317     ,0.567     ,0.0143    ,   14913138
 DSO 1     2312,2.508     ,1.39      ,0.20      ,0.0635    ,          ,          ,          ,          ,   14922724
 DSO 2     2306,          ,          ,          ,          ,0.337     ,0.317     ,0.638     ,0.0190    ,   14923138
 DSO 1     2313,2.603     ,-1.19     ,4.37      ,0.0952    ,          ,          ,          ,          ,   14932724
 DSO 2     2307,          ,          ,          ,          ,0.278     ,0.099     ,0.531     ,0.0198    ,   14933138
 DSO 1     2314,2.683     ,-0.20     ,2.38      ,0.0893    ,          ,          ,          ,          ,   14942724
 DSO 2     2308,          ,          ,          ,          ,0.238     ,0.040     ,0.269     ,0.0159    ,   14943138
 DSO 1     2315,2.508     ,0.40      ,0.99      ,0.1012    ,          ,          ,          ,          ,   14952724
 DSO 2     2309,          ,          ,          ,          ,0.198     ,0.397     ,0.710     ,0.0175    ,   14953138
 DSO 1     2316,2.651     ,0.40      ,0.00      ,0.1012    ,          ,          ,          ,          ,   14962724
 DSO 2     2310,          ,          ,          ,          ,-0.417    ,-0.179    ,0.352     ,0.0159    ,   14963138
 DSO 1     2317,2.159     ,-2.58     ,1.19      ,0.0734    ,          ,          ,          ,          ,   14972724
 DSO 2     2311,          ,          ,          ,          ,-0.159    ,0.040     ,0.245     ,0.0131    ,   14973138
 DSO 1     2318,2.540     ,-0.99     ,3.37      ,0.0774    ,          ,          ,          ,          ,   14982724
 DSO 2     2312,          ,          ,          ,          ,0.159     ,-0.298    ,0.531     ,0.0242    ,   14983138
 DSO 1     2319,2.603     ,0.60      ,1.59      ,0.0774    ,          ,          ,          ,          ,   14992724
 DSO 2     2313,          ,          ,          ,          ,-0.437    ,-0.218    ,0.483     ,0.0175    ,   14993138
 DSO 1     2320,2.603     ,-0.20     ,2.98      ,0.0655    ,          ,          ,          ,          ,   15002724
 DSO 2     2314,          ,          ,          ,          ,0.437     ,0.179     ,0.602     ,0.0194    ,   15003138
 DSO 1     2321,2.571     ,0.00      ,3.37      ,0.1111    ,          ,          ,          ,          ,   15012724
 DSO 2     2315,          ,          ,          ,          ,0.317     ,0.000     ,0.543     ,0.0294    ,   15013138
